Count	Y Lower Quartile	Y Std	Y Median	Y Mean	X Center	Y Upper Quartile	X Mean
720	-0.05163076060530837	0.1060092253848094	0.01002064559380679	0.023992237473510727	3.6216678344652173	0.10465199031854278	3.6211666892066257
976	-0.05942643625611675	0.06681505088588645	-0.01967956241787003	-0.018419540817477747	3.660883520739727	0.02779924039606957	3.6638476265528728
1904	-0.04137173310739774	0.08520316951150025	0.016859704919021112	0.021323208762280846	3.700099207014237	0.06221702614012249	3.700553861676858
2832	-0.03633233863283402	0.08597658347636263	0.002352762052022937	0.002985259583992315	3.7393148932887468	0.04950174269745043	3.7389330095867135
4320	-0.045760029114437474	0.08412204072168776	0.0011555401973819153	0.008287469203069059	3.778530579563257	0.06202126387574889	3.780447894896336
5984	-0.048411875201908455	0.07401476164767219	-0.008655468648268504	-0.0011964283945589869	3.8177462658377666	0.040865061082370424	3.819181230398919
7760	-0.037073874301639935	0.06883774931604053	0.0053725006500329	0.007925151455532518	3.856961952112276	0.04736482885398541	3.8579015674806842
8608	-0.0400276214661832	0.07389994892479118	-0.0065312008260809545	0.00156054950143712	3.896177638386786	0.036950727984200495	3.896759640692153
11152	-0.035888787803094624	0.08099092300210502	0.0022450506791504288	0.006966043523252821	3.9353933246612955	0.04168259803807129	3.9356543983006342
13536	-0.035805686035130437	0.0655137206546111	0.0028025411709457623	0.0052796840327903475	3.9746090109358057	0.03872117833382795	3.974446531973678
15952	-0.03355760443378002	0.06828613560098384	0.0018640149520266051	0.0070636526500266715	4.013824697210316	0.043226902501543006	4.014611646967351
16128	-0.03148097101356321	0.07053511577886172	0.0036312648646639055	0.00738002572638953	4.053040383484825	0.03905144484165178	4.053122770178779
18384	-0.031021646585027318	0.05168167943122586	0.0028685647828465316	0.0013799196683795128	4.092256069759335	0.032890272534572766	4.092378695471605
23616	-0.026976736964171962	0.05527130336112958	0.001212210805424878	0.0036763082688888475	4.131471756033845	0.03184044780881558	4.132371791692304
34928	-0.027823302339295915	0.04901999518497014	0.0011453997075467858	0.0007949839726299711	4.170687442308354	0.026470476463881953	4.172199516565536
