Count	Y Std	X Mean	Y Lower Quartile	Y Upper Quartile	Y Mean	Y Median	X Center
0	nan	nan	nan	nan	nan	nan	3.6216678344652173
0	nan	nan	nan	nan	nan	nan	3.660883520739727
0	nan	nan	nan	nan	nan	nan	3.700099207014237
0	nan	nan	nan	nan	nan	nan	3.7393148932887468
8192	12.682524788145203	3.775651362688026	52.85804868679588	78.22309826308629	65.54057347494108	65.54057347494108	3.778530579563257
12288	132.16380264201828	3.813031619743231	-154.72424112496992	168.19349852778396	0.10290073185024085	-13.160555207263315	3.8177462658377666
12288	58.442792038865356	3.861520265569307	-16.95750200743896	109.55894519280264	65.63753500565326	104.31116183159611	3.856961952112276
16384	63.52492942235842	3.8983709495003493	-66.87356128937881	0.10394673002247146	-24.1780130355628	-42.59160152379354	3.896177638386786
4096	0.0	3.937890834261003	9.371131093301301	9.371131093301301	9.371131093301301	9.371131093301301	3.9353933246612955
20480	57.088899160473055	3.9672949655753484	-16.97599738172721	15.619843038748513	-16.528839966773013	14.479987366741625	3.9746090109358057
28672	138.97167365066645	4.012527242810761	-39.770287787003326	96.7142061446666	46.27695381936454	1.306932924047942	4.013824697210316
16384	107.05829299587103	4.05797829903168	-58.16902033040742	71.9686946906736	22.795220514964058	-8.995546154697877	4.053040383484825
16384	30.541400311529273	4.089002653868812	-13.662299735043234	16.671466131665966	-4.72252032030292	7.731686716925651	4.092256069759335
28672	44.07623582372385	4.136399207999922	-45.301465798529534	48.298218498832284	-3.106826815704283	-1.2339492451701517	4.131471756033845
36864	46.030481714908326	4.172855934852715	-52.238921781261524	53.973991087274044	-0.6530720699865924	-2.5052299152084743	4.170687442308354
73728	46.461306097666295	4.209729461349266	-18.1842634110817	40.47370702828812	16.616739999047088	8.436804109569039	4.209903128582864
110592	38.780008069800175	4.249653641817456	-27.87743651828532	26.071808027203588	-1.4175328696496594	1.311544757194497	4.249118814857374
118784	36.652391034209565	4.28723708712577	-29.368010781983685	6.7255383952597185	-5.197225766500071	-0.7730887589859776	4.288334501131884
118784	30.386932065708606	4.32986770530283	-7.658064085673686	26.155349012084116	4.924041682594869	6.1185005163933965	4.327550187406394
