log10[ N([Cl III]) ]	T1	T2	T3
2.0294117647058822	79141991.13140869	64335214.247558594	33445299.122558594
2.0882352941176467	81422060.61572266	68912937.6850586	40162629.236328125
2.1470588235294117	97917246.1729126	81031852.26293945	39342553.74707031
2.2058823529411766	109646995.45394897	88822983.11279297	46131843.12402344
2.264705882352941	126585884.3314209	98346823.67285156	58897551.748046875
2.3235294117647056	144344163.8435974	117588195.16479492	57296027.82714844
2.3823529411764706	161829754.39712524	137282071.9338379	71981694.58935547
2.4411764705882355	183030613.95864868	149776039.60327148	88422930.71972656
2.5	210436836.97738647	179714488.46240234	108006935.98291016
2.5588235294117645	239598311.35702515	202840527.2470703	112563674.71289062
2.6176470588235294	268502279.36325073	227542825.15112305	124253031.00341797
2.6764705882352944	303625741.1033325	271289218.47998047	145814217.84277344
2.735294117647059	344810318.7479248	306856341.6813965	179479000.37695312
2.7941176470588234	386788941.96203613	340037616.61743164	211667498.03125
2.852941176470588	444292922.5566406	391089133.6970215	245208280.64453125
2.9117647058823533	496406870.8501587	446231914.1098633	287540914.02441406
2.9705882352941178	531913909.7420654	500378405.8162842	324320295.41064453
3.0294117647058822	604204436.9188843	572056221.5571289	386657712.14453125
3.0882352941176467	671566108.547821	627585775.1983643	436760970.7402344
3.147058823529412	740032600.2753601	729792459.2114258	503794683.49560547
3.2058823529411766	827982378.3545227	801699811.1044922	599223631.4770508
3.264705882352941	877759254.2862396	892641740.5269775	692148544.4018555
3.3235294117647056	960064472.4398804	993143121.2814941	810138910.458252
3.3823529411764706	1027192408.9398499	1075589604.1495361	910865302.34375
3.4411764705882355	1077930888.5973206	1172610052.941162	1021896764.3217773
3.5	1118898468.8958435	1253957432.0318604	1136060154.540039
3.5588235294117645	1167988183.1734924	1317689461.1882324	1252110003.6230469
3.617647058823529	1206272997.991516	1373124970.5654297	1354928439.800537
3.6764705882352944	1216436404.6419067	1377566650.5872803	1460629438.2783203
3.735294117647059	1205112520.4638977	1391154295.4979248	1485299449.0043945
3.7941176470588234	1205323238.9648132	1396659664.2624512	1546127991.5056152
3.852941176470588	1177274758.2804565	1364642937.3983154	1554774847.8862305
3.9117647058823533	1133785526.4778748	1284100655.473999	1521069685.5231934
3.9705882352941178	1090569717.140625	1223754746.026123	1438363932.0756836
4.029411764705882	1022542992.3483887	1137256071.2977295	1328011118.2836914
4.088235294117647	970214901.7715149	1042953303.4052734	1227575806.3554688
4.147058823529411	890209803.1565552	943904935.7547607	1116925264.4802246
4.205882352941176	812775381.4709473	828419537.9311523	1031898780.015625
4.264705882352941	748590681.714325	751421942.7124023	902768478.7150879
4.3235294117647065	674556557.3104858	689597464.9971924	773108943.3146973
4.382352941176471	596197100.6065369	580584597.0224609	678868091.7119141
4.4411764705882355	534968406.86447144	514393034.1702881	589908803.763916
4.5	475798294.9710388	458382620.8076172	514184701.86938477
4.5588235294117645	425787085.4963684	385358632.6101074	425987372.60375977
4.617647058823529	379433911.43081665	344734352.2266846	369652650.38671875
4.6764705882352935	337585108.4970398	306656810.5562744	319074712.27783203
4.735294117647059	299890888.3414612	255087849.85375977	264155155.83935547
4.794117647058823	263766610.1060791	219918875.7619629	224447786.70092773
4.852941176470589	229219581.21871948	194829261.20202637	184060963.46289062
4.911764705882353	195582341.91192627	171777617.63049316	174787018.89501953
4.970588235294118	184941992.64154053	141672495.50927734	150044813.11108398
