Y Lower Quartile	Y Mean	X Center	Y Upper Quartile	Y Std	Y Median	X Mean	Count
nan	nan	3.6216678344652173	nan	nan	nan	nan	0
nan	nan	3.660883520739727	nan	nan	nan	nan	0
nan	nan	3.700099207014237	nan	nan	nan	nan	0
nan	nan	3.7393148932887468	nan	nan	nan	nan	0
-142.29133208217263	-93.42993913390364	3.778530579563257	-44.56854618563466	48.861392948268985	-93.42993913390364	3.76948568086239	8192
22.325719648678387	22.325719648678387	3.8177462658377666	22.325719648678387	0.0	22.325719648678387	3.8051405399708504	4096
-26.93120025562166	-24.02387225930488	3.856961952112276	-21.1165442629881	2.9073279963167806	-24.02387225930488	3.8595693682776773	8192
58.25192618236906	69.3529408686245	3.896177638386786	80.45395555487994	11.10101468625544	69.3529408686245	3.8952809079735564	8192
-13.47085835364851	-13.47085835364851	3.9353933246612955	-13.47085835364851	0.0	-13.47085835364851	3.9388614088268756	4096
-41.28873817276394	-25.033951738461155	3.9746090109358057	-4.473437673482749	24.173374162351344	-20.728224107785536	3.9704790587222956	16384
-19.369387504279075	44.76675379503755	4.013824697210316	28.132849410364543	111.51080856891866	5.744546200300647	4.011435395980141	24576
-39.833536111126705	-26.541221246746318	4.053040383484825	-16.48240467126743	17.719875567348872	-29.77471953564782	4.058370503818918	16384
-28.32093636124955	-19.92199742767002	4.092256069759335	-12.442116622626372	16.548719367654556	-20.8410555562059	4.088024501859076	16384
-4.895558268958666	14.633740160411824	4.131471756033845	24.338406975551152	21.484221233214736	18.471244423884855	4.136366223723769	28672
-32.844612407874365	-14.812644940424661	4.170687442308354	12.699444450357078	31.229423549372676	-7.433785398938653	4.1724043261987696	32768
-13.556376404516413	-3.4304363570809073	4.209903128582864	2.270811513665649	17.943179229028022	-7.327317504459643	4.210454258416725	77824
-10.164864230658168	0.32215697655586456	4.249118814857374	6.502611895049995	13.694790665119728	-1.2930290792328378	4.250879395739754	110592
-1.1200476734363747	4.784297730693685	4.288334501131884	14.946842403520577	17.127768297176647	5.0948023021474	4.28784252513088	114688
-6.673763786870268	1.8411630129771441	4.327550187406394	10.02296341192914	11.457950911324303	0.9566556238037265	4.329201886816979	114688
-7.864363290682377	-0.9769605871512155	4.366765873680904	9.814759526369016	14.936080132456192	-1.2191960939117052	4.363087298921935	110592
-10.824540307256939	-2.928196002017285	4.405981559955413	2.921239178898759	9.690576598393791	-3.645598746239102	4.405342368129762	122880
-6.205438948933988	-1.4602944910748779	4.445197246229924	4.833413617994665	7.841236224368241	0.3730340533038543	4.445132518706691	126976
-10.873814228460787	-2.742483253389732	4.4844129325044335	5.38398218345128	9.948682122942186	-2.525096967389345	4.480860708216956	114688
-7.4880324600399035	0.28811435883232694	4.523628618778943	7.086033077710454	8.757797514633678	0.30388420976942143	4.525654473157327	110592
-6.2344839660345315	1.5208568393902708	4.562844305053453	8.830196446722766	11.354968296251478	0.25155484427068586	4.5628858358738835	110592
-1.7098239570814258	1.6683026943769619	4.6020599913279625	5.690166814392342	10.997169063864312	2.6703375420520388	4.605772717759233	98304
-6.186118840394556	-1.659590896834664	4.641275677602472	5.722215137562671	10.385370494821924	1.100524806206522	4.6439068411646724	94208
-1.1678283914443455	4.285904340523862	4.680491363876982	8.912029841413641	8.262459268878263	2.2900770460864806	4.685521611492764	106496
-16.640494609224334	-0.5423020688501007	4.7197070501514915	10.623686701933366	17.043317394585383	5.01963254308248	4.720682238700923	36864
-5.632098447144017	1.3632632016819675	4.758922736426001	9.528769216060027	12.188321794956634	-3.029850953293135	4.759737153002788	53248
-7.568791677516856	2.254918890665067	4.798138422700512	14.62628300308279	11.387031731057686	-0.5902281507060252	4.796553613289724	45056
-15.11001573966314	-3.319219514290987	4.837354108975021	4.987391263737663	14.045774779490364	-3.6619743823739555	4.836466831163497	77824
-14.752186455825722	-2.0370741270575308	4.876569795249531	3.441856505190117	12.829203273975276	-5.606215894847992	4.877299084795692	102400
-8.186709897265246	2.2827233218974166	4.915785481524041	13.716029681889268	13.27086065043646	1.3781119283885346	4.9155667828233085	61440
-6.94968508738566	-0.14848362467819243	4.955001167798551	7.704597435720643	10.048660982054436	-2.7072421893917635	4.9514761603801665	69632
-9.270744039693454	-4.794620573036419	4.994216854073061	1.2909008022488706	7.318887747133686	-5.835490619134816	4.993040429463187	57344
-5.469305049877221	1.6477457420253978	5.033432540347571	4.725777701511106	11.3870093865943	0.04571085232691985	5.036066509534038	90112
-6.583115366893253	-0.8134948983502802	5.07264822662208	2.952155546669019	16.143054815797512	-0.016776745611423394	5.067387437217073	69632
-11.955108584911613	-3.973354921395321	5.11186391289659	0.1365148468487405	8.28019349541207	-4.18649068151808	5.111672960545388	81920
-5.6892407712894055	0.11347811529175386	5.1510795991711	7.272200464423804	9.656848543513252	-1.997846372971253	5.153331613529007	73728
-6.53743047791113	-0.9877063654946596	5.190295285445609	7.322131591463631	14.781252972062882	-2.8640226649376928	5.193768068384628	49152
-3.406784775572305	2.755427944295087	5.229510971720119	7.0278377057275065	10.728347914946072	1.5358932810722763	5.233273262264568	77824
3.4714724405039306	15.648384748145569	5.268726657994629	34.6894713319889	13.637656936285913	8.78421047194388	5.268731898396731	12288
-49.13662290008506	-21.54712493726826	5.307942344269139	-4.853953739147983	19.651736983899294	-10.65079817257174	5.316295424013435	12288
-5.297581906321284	6.1456790355347035	5.347158030543649	12.986490837332894	18.268217840636922	7.778353791782138	5.354918895960266	20480
-34.35647651371255	-24.749732365384716	5.3863737168181585	-4.937916248249621	25.194132009639503	-14.544660396577456	5.385328749893969	16384
