X Center	Y Lower Quartile	Y Mean	Y Median	Y Upper Quartile	Y Std	X Mean	Count
3.6216678344652173	-1332.18390683782	213.0745177766748	305.7569735684838	1902.9828090803085	2246.319886357312	3.6226865459166677	1232
3.660883520739727	-1284.4691741355045	372.4545647830685	496.333279011797	2098.4638427768095	2288.25918040202	3.6611421537832647	1656
3.700099207014237	-1395.1042166944776	218.87257670804203	271.9516898946458	1750.7855698741732	2201.3148993831473	3.7013273600315006	1984
3.7393148932887468	-1296.5869900300731	159.13912831849805	249.81262710541432	1572.3178134338523	2173.236688171218	3.7403681512176727	2644
3.778530579563257	-1014.1103914416576	410.96519086161146	473.1995604164904	1968.1645034816556	2121.5147716008	3.7791965120637765	3520
3.8177462658377666	-1259.7253438719708	270.14707860380724	214.42367742326678	1783.0454852380071	2172.1933458894223	3.8188617698757907	4348
3.856961952112276	-1301.036127255045	217.65529446421488	208.17035610977928	1706.679018544669	2125.6380613917104	3.857857580231579	5456
3.896177638386786	-1169.7077560051175	241.7438781618814	229.84366711596886	1656.393290714299	2046.1856974109992	3.8967693121256364	6724
3.9353933246612955	-1203.898617517123	219.17304984749393	208.26297380806636	1689.1378709595228	2062.766489319084	3.9362615315352927	8620
3.9746090109358057	-1163.3789858546806	155.90267718643207	164.91453587843898	1546.3604441030675	1996.6058337309319	3.975436137534323	10068
4.013824697210316	-996.0820698174648	236.77667030586608	259.1381054024341	1501.4649160208082	1943.6569266388897	4.01430102954773	12100
4.053040383484825	-930.2192447064972	217.0249330705285	200.18747248730324	1378.2009415765988	1811.4201262364973	4.053358898064351	14764
4.092256069759335	-887.2627630370534	112.42596784925549	112.27653053196627	1109.313112037229	1662.5175687846413	4.093177014836036	18772
4.131471756033845	-807.3614664916374	96.81599932733626	122.14158493619016	1019.7705528889751	1560.353997443808	4.132393703227396	25808
4.170687442308354	-748.5735982309736	73.51809357344519	74.4077669676335	890.5243874607145	1434.3187710760708	4.171902618420465	35280
4.209903128582864	-666.4845165119859	66.19891403328008	73.62907771365008	835.376070487604	1353.3660150556225	4.210887131604855	49164
4.249118814857374	-638.6613263638828	44.431018380040754	57.09728969352727	752.3368292621526	1292.300004274372	4.249986184434065	66072
4.288334501131884	-631.3654953416899	12.231669545534135	43.99177412332574	679.9549861254891	1214.857002446775	4.289151966471316	83860
4.327550187406394	-587.3643488645785	9.2084196735057	45.496513931573645	641.1410894398373	1157.261358263924	4.327964535895547	97104
4.366765873680904	-537.9985370026898	2.7320460649108265	28.66749869204068	586.7320307671798	1090.3699187185375	4.366884872501173	106004
4.405981559955413	-513.5144241433936	-3.177863590975097	30.810771147416744	554.7035146445487	1032.2098425496456	4.406148736152279	108116
4.445197246229924	-479.3014996069446	-2.8555389311601638	19.613135256801797	513.2500032128869	972.4564555690627	4.445274052752155	109488
4.4844129325044335	-460.4014350754451	-16.974492374408715	8.588023584227813	470.83690410032796	924.9132911587296	4.484353021957652	108428
4.523628618778943	-421.0626561552608	-9.101387012313856	19.914550924751893	439.4202206074424	858.9862704552246	4.523531297437822	106140
4.562844305053453	-426.8702190114127	-18.76452884786209	1.4091696403665992	421.8763020729857	840.163164615023	4.562704284897644	102260
4.6020599913279625	-402.59657821268775	-18.203893251799048	3.2696435587276937	398.6759452157812	810.49000355796	4.60192273510476	96812
4.641275677602472	-381.29410338875095	-11.470100945143617	11.925276163599847	388.3706557380938	771.4217268662142	4.640944751878654	87876
4.680491363876982	-365.65704292012924	-17.87837684259451	2.1188061946213566	360.80067108516596	722.5294688524466	4.679871299198556	74104
4.7197070501514915	-340.4158991159402	-12.889909698049609	3.871852895415941	344.33288693084614	650.8100855692472	4.719277208964692	63044
4.758922736426001	-309.1287249898851	-6.910257785083425	10.080920599061756	317.6925560084974	589.2905576934274	4.759105032456343	60800
4.798138422700512	-296.22627129950706	-8.900145646233883	6.5590389304643395	298.97516635348074	528.1346653398335	4.79821960394471	67480
4.837354108975021	-279.8080389803199	-7.607052462397751	0.17045436731314112	279.57882724183037	484.88327700923537	4.837177821790179	67688
4.876569795249531	-263.8947588543815	-10.25542445011574	-0.43230800983110385	258.84803991437184	452.7107867856384	4.8767638614387945	69892
