Y Upper Quartile	Y Mean	Y Lower Quartile	X Center	Count	Y Median	Y Std	X Mean
6075.525144447807	6075.525144447806	6075.525144447807	2.8075630150895257	64	6075.525144447807	9.094947017729282e-13	2.797466870046982
6341.666625617786	6167.459571577086	5773.626997233745	2.8663865445012906	320	6128.254491154395	406.4162924293852	2.873982496715851
6909.618194266991	6604.973460984347	6386.607768148323	2.925210073913055	1024	6615.518507057107	368.93628638019754	2.9202334132416023
6983.726558601272	6742.805787894342	6617.303187477522	2.9840336033248196	640	6888.413331264139	363.43104141229725	2.991583536210911
7110.2221391271405	6871.377164960708	6673.385086566692	3.0428571327365845	1024	6939.623125800446	276.21940341371135	3.044185498265226
7309.155934402314	7155.083458888815	6965.575672817721	3.1016806621483495	1344	7246.855504586395	381.1544959037307	3.1028524805757884
7632.7098530728945	7300.453620285885	6938.2962373460305	3.160504191560114	3008	7251.7495706513655	471.3769949453085	3.164735564832492
7692.07138069779	7419.272484450763	7103.906605475174	3.2193277209718785	3904	7460.853321831045	379.7227426481875	3.22136449750209
8151.404950447957	7840.185809560523	7497.55671425795	3.2781512503836434	5568	7797.898248195673	556.2737454533227	3.2815962336429316
8123.193971814411	7787.314358768408	7385.758492135103	3.3369747797954084	7680	7691.287278441193	505.7991444895918	3.336282932398988
8189.764477286078	7930.976453098623	7569.241957135275	3.395798309207173	8448	7866.936594096056	494.71944387173755	3.396213593026272
8114.843253441679	7870.561836855195	7595.82189295482	3.4546218386189373	9408	7858.761621266516	391.8016935496284	3.454706032744524
8248.614487395635	7994.275065943666	7748.479282105967	3.5134453680307023	9088	7986.836677376644	426.82634271150573	3.5123921247461305
8297.570957556105	7998.798171695905	7757.612187812709	3.5722688974424672	8000	7947.233743361031	430.5734245470741	3.568881843243272
8163.273327371615	7905.446715192438	7693.8298666492465	3.6310924268542317	9408	7921.395762641911	430.58714981367103	3.63280583936486
8130.094727315274	7837.689555985404	7550.592418053821	3.689915956265996	15744	7844.978979000369	414.08120783681443	3.6933487576487214
7971.335283420724	7790.90544825357	7592.8626768205095	3.748739485677761	34368	7782.172259567226	316.49088710487746	3.75165990504877
7980.020722847099	7822.141939151324	7640.08777173415	3.807563015089526	69312	7808.779321797889	267.6894576064417	3.810674679263833
8049.51780595347	7898.957462290537	7731.357431699234	3.8663865445012906	97472	7883.602246431059	252.58199596443876	3.8665621193763524
8097.310474232995	7941.939455238357	7788.331515587266	3.925210073913055	101312	7937.171142398968	235.89479912764588	3.9253218039852458
