Y Lower Quartile	Count	X Mean	Y Upper Quartile	Y Median	Y Std	Y Mean	X Center
-1201.3810362764407	359	3.6226050611409013	757.0076521556944	-149.5237802269894	1981.417271262459	-168.0104538979373	3.6216678344652173
-1006.4687198947695	436	3.662268648927499	823.5404345407321	-90.16100035963058	1831.937087147171	-93.83346083118263	3.660883520739727
-896.5780808312657	485	3.701541224112642	957.2333849120896	12.70273173471	1820.7145701135503	125.13127692834719	3.700099207014237
-1045.6502650121386	614	3.7397720633175564	756.8987007110115	-89.72711283748185	1832.8372667188576	-95.95260219771355	3.7393148932887468
-905.6994229317543	733	3.7796769561048773	810.9839583195453	-85.71692196995264	1695.9943837859123	-34.6255713482955	3.778530579563257
-746.2641307102795	872	3.817991373369567	971.807988889341	37.313889821186166	1776.6898659619844	138.88753719942267	3.8177462658377666
-780.8469500962442	1091	3.857688488517614	884.7631852989548	17.211512966952995	1725.8495987667395	103.42584704051839	3.856961952112276
-688.3428179430102	1393	3.8969595187428454	916.4698172270182	54.37459959297732	1708.3610217433004	149.8322958803384	3.896177638386786
-698.8516145881595	1826	3.9362056885930383	921.2998765298075	33.10252611005224	1651.5002230141276	155.11309750889143	3.9353933246612955
-660.2236237921622	2154	3.975660717568513	873.5648750289629	16.382074322446257	1655.7699270980545	180.59493786350043	3.9746090109358057
-643.7370747280529	2857	4.014528377099534	772.3309338346198	34.77161137015656	1578.1511660144865	141.07111019016494	4.013824697210316
-605.8447208394073	3499	4.053757937797583	819.1892321769724	50.55039823418285	1545.8518806237762	143.79136511672385	4.053040383484825
-531.7162857558901	4686	4.093218205511047	811.5843235044922	60.32140157499725	1433.996081858694	203.54252493931372	4.092256069759335
-512.2765135092845	5903	4.132197580958773	762.6506625309867	65.73398077895399	1384.3067570807468	152.27783100333173	4.131471756033845
-463.4277238320933	7568	4.171691091493421	760.9506266155504	82.62154403676473	1322.0785702159967	204.82744407352047	4.170687442308354
-430.53289752902015	9758	4.210869214189134	793.0538044943214	107.0340380882396	1303.616888666377	218.552672968633	4.209903128582864
-415.66473992439387	12633	4.249815288207111	769.1650023755219	109.1948576197683	1249.6097352443207	222.67894908023356	4.249118814857374
-368.5000267525777	15044	4.2889851397118335	773.1144517585062	126.48518092265867	1205.2875006895908	255.01578181622065	4.288334501131884
-344.1064119527273	18034	4.328018334040712	780.3692306035391	128.32674743535287	1179.6455936638422	261.1998801209075	4.327550187406394
-326.91883138032904	20860	4.367241843928685	819.6234228923527	141.7824423036529	1175.377593714539	285.9092861706235	4.366765873680904
-287.94998613323196	22646	4.406281371425015	803.515930475171	157.47228082923027	1141.6376419101334	308.02672935012924	4.405981559955413
-279.8681017645522	23949	4.445430925567894	769.1815627449141	151.4221573922532	1091.9057365943588	312.00572149481746	4.445197246229924
-279.81155783104714	24635	4.4844699090990225	745.0131582169392	138.37829653149856	1065.1925116222037	292.5308002556166	4.4844129325044335
-254.7801534515702	25282	4.52365303363397	725.5436407216644	145.31094833334737	1024.7005291075054	305.4701483529441	4.523628618778943
-244.2257491459136	25023	4.5626898324520075	710.7220025677188	143.25104262086657	1014.4728027973259	309.0060339083668	4.562844305053453
-231.84370182227622	24452	4.601890026523216	675.2444264386638	139.47482286533568	973.6445460779873	293.1247467030536	4.6020599913279625
-224.41730316096147	23231	4.640966165274572	633.310432678865	125.44041302452752	943.9894695749891	288.7986353990062	4.641275677602472
-221.71553839272383	21596	4.6801818889115125	597.466814550136	121.29752476824797	925.7911300826505	273.2545798303027	4.680491363876982
-217.45808144186367	20316	4.7198088770945335	556.0138423674321	100.65849725197131	885.8208016432758	261.11696395309224	4.7197070501514915
-226.65319608835057	20806	4.759257415920625	484.76334088366684	80.22489103763928	845.0465225655987	225.5215908028274	4.758922736426001
-226.1205798293356	22918	4.798631976963659	417.4519642926116	60.53416985624335	794.1042045606221	186.21099026511033	4.798138422700512
-211.35419213359546	25384	4.837655620869329	396.62813040308174	57.35453521582362	772.2203096602763	185.46111156056944	4.837354108975021
-208.5349806380309	28019	4.876920163338391	351.6479412425215	45.240264081930945	750.186785436779	159.71939972458281	4.876569795249531
-204.64862705684936	31985	4.916103411259963	327.18123916358763	42.04850144114971	720.1593328725189	142.5533866348073	4.915785481524041
-194.14366873710878	33980	4.954970047174466	305.01354224820943	36.99545895920892	698.5606562402033	130.8535069452317	4.955001167798551
-193.95666316711618	35976	4.994429867033857	278.1878272434519	24.93915084382735	664.3707614160134	108.55241046616479	4.994216854073061
-188.4220391987228	39275	5.033712755908522	246.57829316301013	17.771080813912704	624.1124501312402	88.79917926622328	5.033432540347571
-175.2843057642708	41240	5.072651801826504	236.28032938574006	23.43039114851581	601.9696509397209	84.35269923850186	5.07264822662208
-170.80571976783494	39764	5.111659059835853	221.0053803433657	16.522123193364678	571.5330095023447	66.01705593275142	5.11186391289659
-170.60540412361024	38581	5.151003169848991	199.6461534124719	8.582561626579263	560.7103211303107	50.09691514002109	5.1510795991711
-159.79871038357464	35342	5.1899193417833605	196.2164784642796	14.416996703509994	543.7708917014135	49.968555539808996	5.190295285445609
-152.434780908677	30743	5.228940317535829	188.98947893817967	12.456328976393706	515.2319319507669	41.533875856427954	5.229510971720119
-146.39038132560472	25069	5.267781313176566	178.9887014321721	13.807613419565314	517.498389748109	35.757147502681974	5.268726657994629
-143.75507719409094	18020	5.306807943320863	179.57323619945873	15.015656116009723	512.6082356376662	30.59042085720396	5.307942344269139
-146.65714434012307	12974	5.34644903248461	166.60294871954375	7.046090708166503	506.62826817553844	18.329326762499296	5.347158030543649
-141.98741691836494	10841	5.385811325086269	159.44187317088654	9.003079204485402	517.0227390977066	13.34916807057667	5.3863737168181585
-135.8808954059732	8097	5.424438162409527	162.54230843599385	13.809000002149332	528.4181768851317	10.534867522562946	5.425589403092668
-129.94637035333608	4668	5.462600903671114	154.10746100473762	11.170243731794471	497.4495122645849	13.834618026360708	5.464805089367179
-113.65910431507928	2166	5.500819577586572	172.73521800264007	30.49825427619544	447.2730348327978	32.65463526558602	5.504020775641688
-119.72186817230977	656	5.538996292398834	170.84690905386242	27.268712724421675	552.8381920894504	18.89477293047948	5.543236461916198
-95.225790915566	175	5.581428657299323	228.7611700356174	25.34575679550653	631.1305641726151	68.38623582538513	5.582452148190708
