[S III] Delta T	T1	T2	T3
-4901.9607843137255	12732276.36259318	6818359.731530112	26994003.55090837
-4705.882352941177	10507435.591710225	7024529.310426403	25116453.762807894
-4509.803921568628	10273990.449915595	10374319.543111987	26393880.863920294
-4313.725490196079	0.0	10846338.601133134	0.0
-4117.64705882353	9361777.999213992	10175050.61470463	0.0
-3921.5686274509803	5287552.543853092	10467617.893622158	24199844.0477467
-3725.490196078431	5430809.590909571	16460578.879521733	27814669.02711404
-3529.411764705882	10886752.124617275	0.0	16591240.962831032
-3333.333333333333	0.0	7112671.920574116	0.0
-3137.254901960784	3876712.532085475	10744200.127740847	0.0
-2941.176470588235	0.0	0.0	0.0
-2745.098039215686	0.0	10525033.112825295	0.0
-2549.0196078431372	5329237.723938454	7113656.178874433	16058204.3898905
-2352.9411764705883	8664006.042508915	0.0	11804500.693977285
-2156.862745098039	9465796.281238534	1655715.0828127137	0.0
-1960.78431372549	0.0	23813929.425765865	46420000.73624273
-1764.705882352941	3906843.01720847	30514893.337224	17222238.783957373
-1568.627450980392	7796844.629275255	19444564.675765395	32439374.592905983
-1372.5490196078429	16166644.813333876	10151977.5967733	27182516.268457852
-1176.4705882352937	20128322.08846785	18151298.26588912	41626020.38117004
-980.3921568627447	22530269.42979171	8022722.116220914	12295035.606263984
-784.3137254901958	110628494.44163781	87840933.54961114	181384576.9869197
-588.2352941176468	281512318.72507095	353797064.2793885	444312403.68835974
-392.1568627450979	1347670267.1270466	1286219333.5175397	1012021987.9009596
-196.07843137254895	6946608416.885609	6695179055.512521	5277947535.94432
0.0	12893650429.964859	14936670723.661995	15595215633.736244
196.0784313725494	6181147709.702655	6086356558.164873	5916108861.6785755
392.1568627450988	1207345517.2192457	843744838.0072309	807426442.945393
588.2352941176478	307965576.60710925	163033454.34666643	207209743.05098373
784.3137254901967	143005202.26403186	69325628.00276518	95594105.2809481
980.3921568627457	98223107.32534248	75757658.13277917	31515333.29448408
1176.4705882352946	82400251.8970738	38919786.27512086	18748396.232233852
1372.5490196078435	79027500.15824391	20934818.606049582	0.0
1568.6274509803925	47680298.663588904	0.0	0.0
1764.7058823529414	47355380.00389533	16035927.359718535	13376086.298118655
1960.7843137254904	51277447.196569934	13686250.397921875	16534708.265807634
2156.8627450980393	28808193.662865315	6525131.587057276	15409298.657652467
2352.9411764705887	19900858.264495462	0.0	0.0
2549.019607843138	6087627.100971238	16130130.400836404	42109439.34222757
2745.098039215687	6716478.272997336	16203712.79034473	11950624.179938974
2941.176470588236	10317825.07319029	6633560.766989776	11271377.898915034
3137.254901960785	4576069.287425446	7559902.626339601	0.0
3333.333333333334	5319124.962517911	0.0	0.0
3529.411764705883	0.0	8271406.263497077	0.0
3725.490196078432	0.0	0.0	0.0
3921.568627450981	0.0	0.0	0.0
4117.64705882353	8444994.878851114	0.0	11566123.38231439
4313.725490196079	4923967.103007126	0.0	0.0
4509.803921568628	0.0	11204697.973487757	12351206.925308136
4705.882352941177	4486861.675428593	0.0	17132127.414158106
4901.9607843137255	3385069.030026745	19762493.71126066	0.0
