log10[ N([S II]) ]	T1	T2	T3
2.0294117647058822	0.0	0.0	0.0
2.0882352941176467	0.0	0.0	0.0
2.1470588235294117	0.0	0.0	0.0
2.2058823529411766	0.0	0.0	0.0
2.264705882352941	0.0	0.0	0.0
2.3235294117647056	0.0	0.0	0.0
2.3823529411764706	0.0	0.0	0.0
2.4411764705882355	0.0	0.0	0.0
2.5	0.0	0.0	0.0
2.5588235294117645	0.0	0.0	0.0
2.6176470588235294	0.0	0.0	0.0
2.6764705882352944	0.0	0.0	0.0
2.735294117647059	0.0	0.0	0.0
2.7941176470588234	0.0	0.0	0.0
2.852941176470588	0.0	0.0	0.0
2.9117647058823533	0.0	0.0	0.0
2.9705882352941178	0.0	0.0	0.0
3.0294117647058822	0.0	0.0	0.0
3.0882352941176467	0.0	0.0	0.0
3.147058823529412	0.0	0.0	0.0
3.2058823529411766	0.0	0.0	0.0
3.264705882352941	94303589.6328125	80711750.4609375	0.0
3.3235294117647056	435300189.859375	158722687.515625	0.0
3.3823529411764706	551141133.640625	247914173.671875	0.0
3.4411764705882355	731653772.546875	230177947.1953125	0.0
3.5	1171873822.2109375	225214324.0	0.0
3.5588235294117645	751988776.8984375	484238366.3203125	0.0
3.617647058823529	262347341.1484375	670887918.1015625	0.0
3.6764705882352944	142964570.4140625	711885681.0234375	11774726.3125
3.735294117647059	0.0	592782512.0703125	181729002.4375
3.7941176470588234	0.0	515893284.578125	587278641.9609375
3.852941176470588	0.0	200212682.21875	438234462.34375
3.9117647058823533	0.0	143740696.0	943952717.671875
3.9705882352941178	0.0	0.0	788326814.796875
4.029411764705882	0.0	0.0	594543434.21875
4.088235294117647	0.0	0.0	544787852.0
4.147058823529411	0.0	0.0	0.0
4.205882352941176	0.0	0.0	0.0
4.264705882352941	0.0	0.0	0.0
4.3235294117647065	0.0	0.0	0.0
4.382352941176471	0.0	0.0	0.0
4.4411764705882355	0.0	0.0	0.0
4.5	0.0	0.0	0.0
4.5588235294117645	0.0	0.0	0.0
4.617647058823529	0.0	0.0	0.0
4.6764705882352935	0.0	0.0	0.0
4.735294117647059	0.0	0.0	0.0
4.794117647058823	0.0	0.0	0.0
4.852941176470589	0.0	0.0	0.0
4.911764705882353	0.0	0.0	0.0
4.970588235294118	0.0	0.0	0.0
