X Mean	Count	Y Std	Y Mean	Y Upper Quartile	Y Lower Quartile	X Center	Y Median
2.025396046586262	3584	190.19079531302728	8053.479764094067	8221.985897383265	7882.523557861571	2.0294117647058822	8091.1866066552175
2.095463865406784	3328	214.19759664236616	8040.9190372627345	8173.671273098009	7865.435441830602	2.0882352941176467	8084.091386091683
2.140289442352621	5376	171.99919552806645	8042.829507170165	8149.665318434642	7948.512192670499	2.1470588235294117	8046.372081520914
2.202310527410709	3072	303.9360081778293	7985.686609437547	8255.388751808052	7848.183790696563	2.2058823529411766	8011.297203196463
2.265083297327951	5376	217.7745035229242	7971.018348079944	8125.086810854577	7812.616589596279	2.264705882352941	7937.925881637677
2.324114044513485	6912	221.7273599369747	7916.851035215967	8037.928201502522	7786.886887780968	2.3235294117647056	7967.288826976529
2.3814284937914616	10496	198.155085740583	8016.005370537406	8152.870232491316	7916.246069057353	2.3823529411764706	8034.467522372871
2.43983860804305	7168	148.24408329382678	8030.491116886123	8141.717401946322	7938.985468896411	2.4411764705882355	8033.676718195159
2.5009513739400084	17152	207.86721921492637	8023.623194306552	8113.512883299198	7927.551739784911	2.5	8024.13589505516
2.5621112160769663	14336	186.12975643939774	8042.999335383892	8184.173305346878	7901.909215685031	2.5588235294117645	8012.867443701915
2.6209896135385695	17152	177.41331015840385	7984.9395996311305	8131.78233729227	7876.66517576556	2.6176470588235294	7997.418206185997
2.679154662356111	20224	204.93413586653867	7996.431725436339	8165.09116421403	7829.815989482667	2.6764705882352944	7981.429200744355
2.7370920908666894	24576	190.58501874073374	7992.776076444806	8111.9694685087325	7879.928590202534	2.735294117647059	7972.810721540689
2.7948901197433553	28928	181.8542370892611	8049.529248171499	8176.739454980994	7912.450608974081	2.7941176470588234	8045.248816635937
2.856305025099563	44032	164.98291792461598	8030.2257961413625	8154.12274536075	7919.358077739019	2.852941176470588	8019.103706490603
2.912728016996271	44800	195.24381688674976	8052.7477041669945	8208.716403849123	7939.751137232893	2.9117647058823533	8050.417105920242
2.970881305130736	58112	212.5554194824952	8012.985096077905	8159.336279687309	7897.293374208435	2.9705882352941178	8019.901414072866
3.0301056634583277	62720	173.05424644309406	8044.725628250911	8171.638675635899	7931.676742351418	3.0294117647058822	8051.173685985823
3.0866757626301524	82688	204.6284895861687	8038.139708181807	8183.40371714946	7912.200488841275	3.0882352941176467	8034.3242305742
3.1485304536328833	92160	197.36264434615828	8046.9106663882785	8173.527637624997	7909.696511605943	3.147058823529412	8063.8819873149805
3.2053204577817405	108288	195.84359182034197	8066.198992543515	8223.333123862329	7924.647163817698	3.2058823529411766	8084.19200439855
3.26544679949991	137728	203.67351768194777	8083.288686768576	8241.034254549986	7948.777293536029	3.264705882352941	8103.468393532716
3.3240123708019333	130304	192.5393868859551	8102.132375030796	8249.837728167857	7964.769532687361	3.3235294117647056	8126.337551655676
3.3831682117002275	163584	204.868821367266	8116.659842239805	8249.74901520258	7993.113919779249	3.3823529411764706	8129.352375381105
3.441577142669644	165376	200.75161545437683	8151.89123891736	8281.216600473534	8037.450274033822	3.4411764705882355	8181.9757866762575
