Y Median	X Center	Y Lower Quartile	Y Upper Quartile	Y Std	Y Mean	Count	X Mean
-0.05005856712582313	3.6216678344652173	-0.6644010593289883	0.443795041073685	0.7593509975071209	-0.06617008021259324	312	3.621651397842654
-0.15766807379106762	3.660883520739727	-0.7876791134133105	0.5680167653361847	0.8061970176371244	-0.11772134526544915	404	3.661562234105116
0.007536783936375111	3.700099207014237	-0.611133904730059	0.45992073317229204	0.7056388341910012	-0.04778314152036962	520	3.7010396214235137
0.063609054179538	3.7393148932887468	-0.5314255399760638	0.7243376052872696	0.791008300162204	0.055233845917350255	560	3.7395831318877444
-0.0772166107586951	3.778530579563257	-0.7567572560025413	0.5524331122028432	0.7937366847506196	-0.054921867308265475	844	3.7794255971194257
0.008069658207025598	3.8177462658377666	-0.5619615105272717	0.4944881589344652	0.7367386187708772	-0.02063693761932979	1132	3.8188891811473615
0.06106283752492026	3.856961952112276	-0.5203344249159194	0.5733117854355472	0.753742716035112	0.03429275622232134	1188	3.858036524406663
-0.1961024353842098	3.896177638386786	-0.7212336968528495	0.39061065316057086	0.7706973114156742	-0.1449186474394056	1536	3.896791465429731
-0.05579727608858499	3.9353933246612955	-0.6681496093166253	0.5431938370617102	0.795518066937005	-0.04729220406007066	1908	3.935379614707697
-0.07239589670385631	3.9746090109358057	-0.6441559735309461	0.5286181000728991	0.7698075436487789	-0.04244144290265142	2172	3.9749340537927917
-0.1167037951701693	4.013824697210316	-0.6500614023756222	0.48468416148623694	0.7528006665741277	-0.0704286185746072	2840	4.014378696781189
-0.1215759785592372	4.053040383484825	-0.6663498546026432	0.4522736633352587	0.7379498132272473	-0.09876074282539597	3516	4.0541484710098
-0.0929188619825396	4.092256069759335	-0.6297547586089829	0.42323091618935393	0.739757552122364	-0.0728115508565398	5036	4.093342630123283
-0.042071041227023986	4.131471756033845	-0.6296875322890313	0.4917878268141258	0.7481406635635136	-0.05149310917916074	7088	4.1328634411432095
-0.047116271491137965	4.170687442308354	-0.5677950710581958	0.4794471985575141	0.7393177901014883	-0.03402912980978782	9968	4.1720551283389105
-0.04235984201595499	4.209903128582864	-0.5701098950333945	0.5038560578722042	0.7356602592247705	-0.029542062494343428	15004	4.211184680247184
-0.024907989750674965	4.249118814857374	-0.5606709572666206	0.508199262003632	0.7363656900322163	-0.021471863046547777	20612	4.250361320890949
-0.03933872714549741	4.288334501131884	-0.5858616643019712	0.47542640562291494	0.724157441108761	-0.04270063624930149	27076	4.289039901764527
-0.04916560805670134	4.327550187406394	-0.5702312313216562	0.482402383337885	0.7226653941412762	-0.039181567032566526	32580	4.328037146397796
-0.015896283516499736	4.366765873680904	-0.537579531406414	0.48100226140510477	0.7102639447870238	-0.02384929575714096	36984	4.366969610288803
-0.032973747922508095	4.405981559955413	-0.5382874683363355	0.45852017974676823	0.7044691786433813	-0.03558096992982514	39276	4.406100938834518
-0.013693451393625346	4.445197246229924	-0.5148498436998536	0.4461867275749459	0.6968526965573689	-0.02433127267719348	41920	4.445498002521026
-0.008567744720564558	4.4844129325044335	-0.4973500595228852	0.4625646945729924	0.6950215132477048	-0.012129140760669798	43032	4.484334027083996
-0.01944619816754976	4.523628618778943	-0.5035349760819754	0.4338974832423671	0.6880825483552659	-0.03027615167710135	43568	4.523622625167847
-0.026162829705822944	4.562844305053453	-0.5129485998399299	0.4278533700526017	0.6836329722398331	-0.035523847374622566	43080	4.562593956134422
-0.02362074854509501	4.6020599913279625	-0.47912359922317194	0.414720159537449	0.6700799414316373	-0.02690097778994006	42804	4.60208655756188
-0.019391819964539075	4.641275677602472	-0.46271129348049206	0.4014988466576521	0.6564852864950094	-0.026798678573513278	41964	4.641108145522371
-0.002293255058457789	4.680491363876982	-0.4193391344346406	0.40486788238149624	0.6440192150914107	-0.010028880886689365	36788	4.679938842877009
-0.006229674594851579	4.7197070501514915	-0.4289318191777354	0.38780261030647184	0.6360628822476795	-0.02345623286629	33448	4.719483697983442
-0.0002781668512607877	4.758922736426001	-0.3932395147079393	0.36452553920083103	0.6144254576830711	-0.018655054633879602	35032	4.7592135841340335
-0.010223504227074645	4.798138422700512	-0.3884800666268733	0.3395743009631893	0.5986623722420958	-0.02429258649651813	42116	4.798747872208168
0.000823492410391585	4.837354108975021	-0.3629705353765037	0.33982348862139006	0.5805728227519885	-0.018683303554543527	44320	4.83732827344905
-0.002165410229773453	4.876569795249531	-0.32407862596409176	0.3091126008887359	0.5488235634992641	-0.016900629906380672	48852	4.877295259184744
-0.005950778058372916	4.915785481524041	-0.31329951791216326	0.28824501698998606	0.5244772291467494	-0.021870050048395196	55440	4.9160211337336746
-0.005699029856515378	4.955001167798551	-0.30049709728257357	0.2633148796054155	0.5079181584081873	-0.027548998717746225	57868	4.954914844497032
-0.005898694165437288	4.994216854073061	-0.27098989985397115	0.25296283093459376	0.4825501524994762	-0.024817893757812393	56648	4.994458955716426
-0.0037906662029110216	5.033432540347571	-0.2519472088675957	0.23574988329294255	0.4576629979425711	-0.022715945562210176	64148	5.033747201000759
-0.009662006830571711	5.07264822662208	-0.24531717770976516	0.21640932790732223	0.43286843362076166	-0.027952573774384305	65308	5.072463618825725
-0.009440477420669807	5.11186391289659	-0.22736292153652474	0.20152750372760095	0.4036692047820258	-0.027639091363305262	58828	5.1115826401544275
-0.010978730783004938	5.1510795991711	-0.21445069780981818	0.18234599498036008	0.3807389891174746	-0.03237007508179548	56068	5.151058553285657
-0.0105406259049492	5.190295285445609	-0.2041930526705951	0.17060856032961172	0.3588949166185089	-0.03134271013562827	50072	5.189587475445938
-0.0034169355736418093	5.229510971720119	-0.1810976948955503	0.1661260792772592	0.332222774277201	-0.015181901664666587	42348	5.228881071088238
-0.011049800941866278	5.268726657994629	-0.17866743441438143	0.15589257454734487	0.309923874077051	-0.02004282150686612	33344	5.2678259481124154
-0.012330093077470322	5.307942344269139	-0.16240802666580034	0.14779576942116046	0.29277170367354366	-0.015250015464528218	22936	5.306514272563597
-0.012546074110001207	5.347158030543649	-0.15795271477567188	0.13638163654284025	0.276342645334012	-0.01377357998996843	15712	5.346497587306152
-0.006708398393631108	5.3863737168181585	-0.1448721834729344	0.13078877699784375	0.2565957434595461	-0.007658364360262504	13472	5.385587619964204
-0.011598397864435409	5.425589403092668	-0.1414958715978743	0.12212573158964928	0.24279334079410625	-0.01005882425432516	9584	5.424186546572127
-0.011344625299214442	5.464805089367179	-0.13438317242607623	0.12655736001236745	0.23333238653055477	-0.006396808004252742	5428	5.462920533757896
-0.037412813352881526	5.504020775641688	-0.16326135004750564	0.10102684108372383	0.23922647636308536	-0.028502554239380796	2480	5.500311003091242
-0.015167492243772831	5.543236461916198	-0.13769519538164413	0.10945870179390083	0.25179431362641247	-0.026719550692003196	644	5.539810705024817
0.04899779865647074	5.582452148190708	-0.10526893493856089	0.14767539446940067	0.3340609360255357	-0.0033646735496679716	292	5.581550914558676
