Count	Y Upper Quartile	Y Median	Y Std	X Center	Y Lower Quartile	Y Mean	X Mean
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
0	nan	nan	nan	3.700099207014237	nan	nan	nan
0	nan	nan	nan	3.7393148932887468	nan	nan	nan
8192	0.31661458939478093	0.10702088309614521	0.20959370629863572	3.778530579563257	-0.10257282320249052	0.10702088309614527	3.7751522421228874
4096	0.2858747990985848	0.2858747990985848	0.0	3.8177462658377666	0.2858747990985848	0.2858747990985848	3.805779385926591
8192	-0.2031972968031038	-0.3900270923959959	0.1868297955928921	3.856961952112276	-0.576856887988888	-0.39002709239599587	3.859038865735783
16384	0.33478447266267364	0.03693224643366766	0.44452074853744983	3.896177638386786	-0.06520585352370192	0.23264637270530408	3.8955585210408223
4096	0.1936054096025503	0.1936054096025503	2.7755575615628914e-17	3.9353933246612955	0.1936054096025503	0.19360540960255032	3.943792311111743
20480	0.08942800390934157	-0.060446499511404926	0.3169404503433891	3.9746090109358057	-0.31156455414070766	-0.12312312844769199	3.9669496476595705
24576	0.2600938667801951	0.25755124170759847	0.1150275919410151	4.013824697210316	0.035900637868236704	0.18414118625835588	4.011827115760865
16384	0.09612320201535726	-0.0025456676942820847	0.19518487331200038	4.053040383484825	-0.1483350514158785	-0.049666181706239154	4.058539776741485
16384	0.3094907351650133	0.14238343932231445	0.23918432560373862	4.092256069759335	0.04300886005209772	0.21011615589479657	4.089133275196849
32768	0.06769650561562411	0.03536825245599443	0.09251771822940759	4.131471756033845	-0.026925920086942515	0.02997311989899204	4.138342765280723
28672	0.017377292936244303	-0.03042868659353244	0.1068749813571127	4.170687442308354	-0.0874935397886967	-0.053714141147726276	4.175002067678371
77824	0.01183595326706445	-0.037753203934797884	0.0967013011995015	4.209903128582864	-0.07298230624843247	-0.015977197902275714	4.210288425355801
110592	0.024425493454668518	-0.003387793165936935	0.07627056221562019	4.249118814857374	-0.024843382505540742	-0.015946609025459774	4.250928681514109
114688	0.034514841535873246	0.007224009734896125	0.04411569362772911	4.288334501131884	-0.01977821549417257	0.009054940778972712	4.28761997795826
