Y Mean	Y Std	X Center	Count	Y Median	X Mean	Y Upper Quartile	Y Lower Quartile
0.015024395605190546	0.045913389656385764	3.6216678344652173	384	0.018861799928783014	3.6205541039706954	0.05384447383403226	-0.013124627329363462
-0.010772737121308372	0.04655067804259844	3.660883520739727	768	-0.017032957152213007	3.664891571482594	0.01652157582439962	-0.04418932100296705
0.02611975727971175	0.08129231226404238	3.700099207014237	2176	0.015354752309637572	3.7006599794802173	0.037871639040842044	-0.007208033611528965
0.006730595000225146	0.062080568263948935	3.7393148932887468	4160	0.002223060136363763	3.740580885896733	0.028775159317155876	-0.021690858800199875
0.008477995304971918	0.0410864242423406	3.778530579563257	6464	0.0023776976700875933	3.780570277258859	0.03211485103719753	-0.020413189038606578
0.002825679551070277	0.047441457986182024	3.8177462658377666	7488	-0.0029757327807482976	3.818145999001801	0.02881486454253631	-0.02106372773194422
-0.0010027055940203572	0.04915331134194678	3.856961952112276	11648	-0.003655663336402673	3.857909980749126	0.015199432571748652	-0.02701315356658987
-0.002129020239450766	0.03252605572534229	3.896177638386786	12800	-0.002596982576361413	3.896984429470316	0.020348605258037184	-0.024354892456297347
0.0012827019773625488	0.036360562601293944	3.9353933246612955	13888	-0.004123814328390799	3.9365934037743107	0.02095680869798502	-0.022035231272275777
-0.0028841442252729725	0.033943593116630484	3.9746090109358057	14720	-0.004731673872509146	3.9752539216653506	0.01275831782335636	-0.02146459549940347
-0.0006141879562287209	0.029203171802586202	4.013824697210316	18048	0.0010473177480920686	4.015074540302886	0.019791354032825347	-0.018010079651855606
0.003374826169024134	0.034982892405062686	4.053040383484825	20992	0.0018382778329632794	4.052818231338417	0.017678561341460154	-0.015929584968728976
0.0013703033612682256	0.028223537718946097	4.092256069759335	22592	0.0013963658774462863	4.092374670240798	0.015151134013839931	-0.014270022241099417
0.0007658877728291006	0.024816206768200306	4.131471756033845	22144	0.0003844832290265071	4.132545089492986	0.016603475147934754	-0.016853865434434095
0.0002473628314512834	0.02189241273159792	4.170687442308354	34944	0.00018422456357079992	4.172318866933704	0.015401880230433233	-0.014408827982282634
-0.0003109498148723216	0.01904378284022241	4.209903128582864	64960	-1.0088474791044488e-05	4.211787431621023	0.011590644178839586	-0.012672919964688657
-0.0002711778734899493	0.018261480895543997	4.249118814857374	90560	-0.000451238973862013	4.250456368731074	0.011141318653426135	-0.01202694690558562
-0.0008747974113597448	0.017791701440403523	4.288334501131884	104064	-0.0008029100302815429	4.288817758343279	0.01050716773633064	-0.011953408312266347
-0.0002521973979018156	0.01495883819517921	4.327550187406394	121728	-0.00048603270451530684	4.327964184848538	0.009169660847534475	-0.009825092860518572
-0.0005414537249804552	0.01382606919390678	4.366765873680904	114944	-0.0001235679697104903	4.366475334123731	0.007981670788675628	-0.008711717434963497
0.00022757462900135198	0.013802378266486136	4.405981559955413	121088	3.875946268494503e-05	4.405913809922053	0.008693698041678745	-0.007997406143032855
6.239136763781778e-05	0.012933568715098508	4.445197246229924	117568	0.0002127143523619713	4.445093824447969	0.008074326527016645	-0.007559373365062041
0.0004249574335187556	0.012377136211783503	4.4844129325044335	112320	0.00041490404190599057	4.48403490451643	0.007852426202198668	-0.006985182019778603
-6.63088732298508e-05	0.01189635838329688	4.523628618778943	113920	8.979017209333152e-05	4.52355086245035	0.007335112390946294	-0.007530754635721847
-0.00043421441581348194	0.011739087021078612	4.562844305053453	104192	-7.225665683561786e-05	4.5623062429080194	0.00682871082832001	-0.007266822929354853
-0.00011807976969255164	0.011519738535548406	4.6020599913279625	100096	-0.0001257286647393735	4.601699147549522	0.007341827078505295	-0.007292546321760847
9.044197683491325e-05	0.01143240593930146	4.641275677602472	95872	-0.0001924891083120626	4.641192341309353	0.007179952112452338	-0.006939915997864193
-0.0001317538007203869	0.010735455682275189	4.680491363876982	71744	0.0003274611500159433	4.679440709728816	0.007111979115713003	-0.007164969537376084
-0.00010516109390542242	0.01081124967894051	4.7197070501514915	60736	-0.00036354068552484347	4.719530448923181	0.006733717077973974	-0.006581050374097921
-0.00022746675606612177	0.011157270317353014	4.758922736426001	60544	-0.00027547561854034965	4.758927460170534	0.007110746072731117	-0.006989250184834089
-0.00024896830654415857	0.01008070786714576	4.798138422700512	70656	-0.0004794261282246075	4.799209765868398	0.00594135055903678	-0.006650816212982
-0.00012529250219476526	0.009904220220011034	4.837354108975021	65664	-0.0002193221842203417	4.836738990057253	0.006421258027287094	-0.0064750962228527715
0.0004767406329303739	0.009857140840910288	4.876569795249531	68032	0.000504274369790291	4.877358564979665	0.006652357775151162	-0.00588809160807634
0.0005211974401961431	0.0096854512737983	4.915785481524041	78016	0.0004579358326158229	4.915284555675035	0.0065330642456578455	-0.005179394156414267
0.0001834296483744952	0.010324310600489547	4.955001167798551	77696	-0.0002733437582402862	4.954746589689195	0.006416487744902927	-0.0063218792570668815
-0.00010633863871086467	0.010179999522996006	4.994216854073061	65216	4.140073495451984e-05	4.993885617061067	0.006130603915496466	-0.00656126782612572
-0.0005376325746547733	0.01078308844973712	5.033432540347571	81856	-0.0003274582011844903	5.0339850670582225	0.00620731648952424	-0.007117801469591237
-0.0002538503008627113	0.010040883359079962	5.07264822662208	73728	-2.922573254736577e-05	5.072772185088094	0.005659162975922763	-0.00639733617540141
0.00020166576021917734	0.009750691624162748	5.11186391289659	65664	0.0004153437778298229	5.110887295439114	0.006711054241332848	-0.0060479170549703485
0.00011344202874115514	0.01021092930319553	5.1510795991711	62208	-0.00020728028348428976	5.151001729461492	0.005936576548976287	-0.005717529812083722
