Y Upper Quartile	Y Median	Count	Y Lower Quartile	X Center	Y Mean	Y Std	X Mean
0.08278512343213129	0.0008905856415193601	896	-0.08993832065054287	3.6216678344652173	0.0017840456288222462	0.15146701674687252	3.622113762356981
0.09754769203603793	0.010120064437757266	1272	-0.07697948559217192	3.660883520739727	0.01549991971854123	0.14629885979298018	3.661375496633313
0.07678776493741954	-0.0069577608664346605	1576	-0.09128475114980802	3.700099207014237	-0.01000991440272732	0.15388027925614445	3.7006807197724183
0.09353159651143897	0.014451976630539374	2020	-0.0710262030267863	3.7393148932887468	0.007469939034470119	0.14247851004732504	3.7399269275859965
0.08520625914125943	0.00197784327912224	2916	-0.07415720420924736	3.778530579563257	0.007304923315512311	0.1400028977504547	3.7791825701602537
0.07987184636169174	0.0006563429772108687	3588	-0.08102400653760182	3.8177462658377666	0.0037697159554520164	0.14447728140437874	3.8186077550781583
0.07714905903669934	0.00149714782301078	4240	-0.07891940614395623	3.856961952112276	0.0020298511393815042	0.13221887752236294	3.858226243831416
0.08058986461875868	0.0034530672934045808	5376	-0.06867294659226494	3.896177638386786	0.00466791828697984	0.12890521352172427	3.8966549118553875
0.07901853255296225	0.005312110138439152	6756	-0.06957168558196881	3.9353933246612955	0.006417898854455062	0.12423710230901767	3.9361023040544976
0.07554868073484845	0.004513155790887297	8528	-0.06839928942655582	3.9746090109358057	0.007011021426086692	0.1190789093979126	3.9753749880879536
0.06698715669390819	0.004170446932968653	10548	-0.06384966248519941	4.013824697210316	0.003997612255397918	0.11254356343053828	4.01444674941248
0.07001214985887394	0.004526483505072461	12968	-0.06021187126623678	4.053040383484825	0.007100267934879373	0.1149690772712118	4.053618756025444
0.05914922612958883	0.0024225753254256454	17008	-0.05538882805512904	4.092256069759335	0.004415595592209804	0.10598997895172532	4.093266400847132
0.05472661527394129	0.0016058562023957257	23344	-0.050149285566126384	4.131471756033845	0.0026215763563415466	0.09346092082082509	4.132477476514714
0.05449480092251685	0.004020345922414436	33076	-0.04615299130799549	4.170687442308354	0.004534807738022425	0.085910874290986	4.172027550767828
0.048233743397028614	0.0022298103656228693	45812	-0.04377565134554699	4.209903128582864	0.0035098167935588205	0.08148027576095693	4.210874111884826
0.04517640605112919	0.002646735762613434	63340	-0.039835484258859265	4.249118814857374	0.004595833141863855	0.07612573546203774	4.250035109132078
0.04076308752440022	0.0012882729801999685	80344	-0.039491192449470934	4.288334501131884	0.002467439174844162	0.07178487787792218	4.289096845501101
0.039546640659763516	0.0012358710755204527	92616	-0.03691483499413371	4.327550187406394	0.0026407558089545737	0.06711465258042186	4.327974652290135
0.03707017795544021	0.0010102402604125634	101536	-0.03397041393707177	4.366765873680904	0.0027901529678639216	0.06393743286268877	4.367025330588358
0.03400450386533294	0.0005538817535288597	103708	-0.03262643623386996	4.405981559955413	0.0021567784928377062	0.059834137475039496	4.406082309026775
0.032832824454753294	0.0006340727324582645	107384	-0.03117550355359898	4.445197246229924	0.0018140838732237736	0.05798591325355005	4.4451848272677035
