Count	Y Std	X Mean	Y Lower Quartile	Y Upper Quartile	Y Mean	Y Median	X Center
0	nan	nan	nan	nan	nan	nan	3.6216678344652173
0	nan	nan	nan	nan	nan	nan	3.660883520739727
0	nan	nan	nan	nan	nan	nan	3.700099207014237
0	nan	nan	nan	nan	nan	nan	3.7393148932887468
8192	0.10274153432087348	3.775651362688026	-0.12810448069410763	0.07737858794763933	-0.02536294637323415	-0.02536294637323415	3.778530579563257
8192	0.3400817978302562	3.810825690712382	-0.04104195610433693	0.6391216395561754	0.29903984172591935	0.29903984172591924	3.8177462658377666
12288	0.05540269870141018	3.861520265569307	0.11187605821034777	0.2325486013618106	0.15428913375934292	0.11844274170587044	3.856961952112276
12288	0.1448492453936554	3.8992568130195555	0.05300742221475747	0.39131079018822673	0.19128482542110278	0.1295362638603241	3.896177638386786
4096	0.0	3.937890834261003	-0.3065231879430139	-0.3065231879430139	-0.3065231879430139	-0.3065231879430139	3.9353933246612955
20480	0.08774759580945438	3.9672949655753484	-0.06468128041556515	0.05669859533804058	-0.00837423094410675	-0.02704537179829017	3.9746090109358057
20480	0.10055176978780564	4.011621878001423	0.030998393185276172	0.17682921543586394	0.13146110444193965	0.133642785370089	4.013824697210316
16384	0.21170788576568617	4.05797829903168	-0.3247026740559603	-0.008108311762673105	-0.14405660809947657	-0.18875437771915693	4.053040383484825
16384	0.15718395279780858	4.089002653868812	0.1289145041122896	0.2810183714144958	0.22728868988888057	0.18264418563790485	4.092256069759335
28672	0.14234694402388257	4.136399207999922	-0.136170353029986	0.015451279173297916	-0.06930025325839108	-0.006348691716032999	4.131471756033845
32768	0.0607510782161194	4.17276703040651	-0.018768723753556975	0.05410027347953905	0.020797402907623996	-0.006745557898084146	4.170687442308354
73728	0.1343545387321594	4.209729461349266	-0.03326518777522214	0.07467927222795279	0.005584950114276358	0.01596666158036109	4.209903128582864
110592	0.061155328565721624	4.249653641817456	-0.015051112350187959	0.037177942206522846	0.010559894691227123	0.009191320272606988	4.249118814857374
118784	0.06029460514956566	4.28723708712577	-0.049529549797205225	0.027800288418764484	-0.004022593811997523	0.003287965942567555	4.288334501131884
