[N II] Delta T	T1	T2	T3
-4901.9607843137255	464973152.63031226	27085599.85390566	0.0
-4705.882352941177	509879817.14116496	32650603.89143639	17188972.6434233
-4509.803921568628	563666702.9583863	27366521.30185429	0.0
-4313.725490196079	588681803.7221466	36556145.338309705	0.0
-4117.64705882353	664452388.2511505	33174206.031642884	0.0
-3921.5686274509803	699987774.2759417	13432349.847565461	9201428.92382726
-3725.490196078431	736162773.4273279	24020635.638643466	0.0
-3529.411764705882	917296891.1495376	37090161.14508184	23475818.876334697
-3333.333333333333	929753081.5732992	55173470.195405625	0.0
-3137.254901960784	1085082350.822769	41541155.51830063	20010958.62390342
-2941.176470588235	1190887473.9579883	27794981.597218536	8139423.308185725
-2745.098039215686	1529695007.1113634	42057303.43974893	26896556.322348837
-2549.0196078431372	1769477239.2326405	84938255.14434715	8844752.746001396
-2352.9411764705883	2347044330.7898893	74040272.73025994	22904454.169778876
-2156.862745098039	3055710471.568655	85669313.40220597	21155850.396826115
-1960.78431372549	4261138858.100048	182192861.44881612	0.0
-1764.705882352941	5852467157.486605	411074260.4834108	64065171.24836427
-1568.627450980392	8099445035.080809	771693359.7029748	99350063.97170463
-1372.5490196078429	11786145254.535831	1665002425.215558	192016570.8212571
-1176.4705882352937	17855333951.11146	3974463964.9181805	340027276.6883256
-980.3921568627447	26263203501.30237	9519490862.190111	1356863908.8337069
-784.3137254901958	38914576255.74696	21440314312.36331	3621522943.640342
-588.2352941176468	55771302701.942566	48464801015.527405	14934326902.209564
-392.1568627450979	74158195907.7482	94660987014.36853	59333580964.14575
-196.07843137254895	90631907746.719	150053365038.8538	181038682641.31763
0.0	99852263836.40237	178213227526.06906	300570881604.36444
196.0784313725494	94560479319.1148	154102180836.05096	182890826094.82394
392.1568627450988	79956605518.04686	97382146635.37386	54315956187.03223
588.2352941176478	60343026691.61774	47559433538.72785	12737990162.638374
784.3137254901967	41232051887.81143	19200779054.883347	2512772146.637918
980.3921568627457	28257727265.928215	7233920022.719396	613512543.9365996
1176.4705882352946	18174661565.77514	2596759260.9703856	220550990.24166968
1372.5490196078435	11850278608.493484	862600434.3865495	45979918.17313361
1568.6274509803925	7991481020.402569	377799049.85717154	27404503.711103067
1764.7058823529414	5315082612.728649	155073516.52671576	9825016.958726652
1960.7843137254904	3788899489.342062	100346282.37283371	17316473.986385852
2156.8627450980393	2748796802.201563	47323040.71279281	0.0
2352.9411764705887	1995560136.733986	34688409.91584879	0.0
2549.019607843138	1493917660.135447	24573856.77779998	0.0
2745.098039215687	1204413216.8161962	14898510.998930871	0.0
2941.176470588236	963951938.2536123	4606751.903001297	0.0
3137.254901960785	856923389.0657501	15658121.77412562	0.0
3333.333333333334	703509101.4625155	20363954.0397572	0.0
3529.411764705883	588459419.042937	14801248.329630207	0.0
3725.490196078432	504776874.843258	14207955.701397931	0.0
3921.568627450981	441231983.03686464	8878531.025426406	0.0
4117.64705882353	397402306.95458114	0.0	0.0
4313.725490196079	404688231.3820446	14826320.75469651	0.0
4509.803921568628	319849713.96348375	10177452.91479932	0.0
4705.882352941177	275928937.5466631	9724269.567516275	0.0
4901.9607843137255	236269703.43832025	0.0	0.0
