[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	40666.67467112893	0.0	0.0
-1.4117647058823528	41760.77347374857	0.0	0.0
-1.3529411764705883	25799.801792922182	0.0	0.0
-1.2941176470588234	46531.49342396115	0.0	0.0
-1.2352941176470589	55221.95072267461	0.0	0.0
-1.176470588235294	96966.8011895555	0.0	0.0
-1.1176470588235294	51006.44742434484	0.0	0.0
-1.0588235294117647	161015.19668180507	0.0	0.0
-1.0	235278.23013452312	0.0	399074.11377170053
-0.9411764705882353	240200.5052890394	215311.3047017105	0.0
-0.8823529411764706	620626.0728868486	396223.32994098635	2010361.7446107562
-0.8235294117647058	1995661.917624955	168658.15780548158	631018.1992136696
-0.7647058823529412	2752880.241646926	0.0	1981819.9102753797
-0.7058823529411765	4705943.227012948	0.0	1240926.2323934557
-0.6470588235294118	10409213.040427629	603650.1847725329	5011667.375054998
-0.5882352941176471	20547219.87006937	592436.5590516631	7705822.077394312
-0.5294117647058824	37969841.18437816	1269046.4593544698	8631191.8961294
-0.47058823529411764	64916970.12530825	2939922.759167903	18356706.79240077
-0.4117647058823529	122707724.79849412	9578670.837664813	39231037.78294041
-0.3529411764705882	258918911.77016693	30423715.34277111	82758549.0410531
-0.2941176470588235	601081786.2505382	131266283.95890419	228911418.46148422
-0.23529411764705876	1557455357.9323475	652185638.2465593	767792576.8032864
-0.17647058823529405	4221415641.7039986	2901513301.7108502	2704027784.998495
-0.11764705882352944	10537607439.089596	10335647913.777458	8935601548.833452
-0.05882352941176483	20702370112.607277	24871117248.01995	24109598138.91602
-1.1102230246251565e-16	26878198064.414368	33195569262.257793	35626293590.96849
0.05882352941176461	21674252654.92195	22931258297.461758	21071495473.80205
0.11764705882352933	11502999720.438076	9683434176.128529	7686162824.5435095
0.17647058823529405	4796261638.144261	3253093151.7428994	2835915448.0678644
0.23529411764705876	1858107958.7982826	1078697456.7317665	1196772032.22981
0.2941176470588235	798619774.773281	401750818.9931525	544880213.2570937
0.3529411764705882	396935627.2891118	168993835.17645153	278117481.3036905
0.4117647058823529	221848027.72298363	92380966.97339004	157098517.6850455
0.47058823529411764	138408418.91465035	59504517.39896762	99933571.75044753
0.5294117647058822	89597691.33991255	27815545.64844985	65786646.084292896
0.588235294117647	56202603.26632109	20024948.090594944	48403594.82421863
0.6470588235294117	37351792.38292446	18567448.448619965	37133973.958136216
0.7058823529411764	24624260.340614464	8818201.9890316	27709188.217647713
0.7647058823529411	16761975.094288617	4643096.120232811	21258248.457369007
0.8235294117647058	10664419.22743385	4750560.097834712	16437244.10075941
0.8823529411764706	6959444.084575495	3942477.357231264	16296862.716669759
0.9411764705882353	4174996.7927409173	2691157.54142837	10522768.178501647
1.0	3233195.703905032	3086253.688692997	5352541.952562221
1.0588235294117647	1910925.2774295062	1190458.793268968	4559621.26583804
1.1176470588235294	712256.3837993824	371543.2533564314	1674825.0623136964
1.1764705882352942	925224.1677543146	220279.68811384868	270777.2444439564
1.2352941176470589	673504.6657813687	410148.7791664223	915251.8459726159
1.2941176470588234	346082.7838272864	320570.7056188406	275020.2645779153
1.352941176470588	274280.1080698191	0.0	0.0
1.4117647058823528	361147.77077393426	0.0	0.0
1.4705882352941175	185839.84986448623	0.0	0.0
