[N II] Delta T	T1	T2	T3
-4901.9607843137255	1110241086.216163	269341851.71561176	130801381.1819934
-4705.882352941177	1167404902.047941	247690769.01087794	141158220.56090328
-4509.803921568628	1305794514.4292047	237176780.29549688	87975763.32594346
-4313.725490196079	1404184595.2577844	263038766.30475682	129188332.03789961
-4117.64705882353	1583913361.122674	318939421.79536927	131471397.51418683
-3921.5686274509803	1804470981.2952564	324197461.9031336	143215081.87046045
-3725.490196078431	2031568430.6640472	325292628.9585857	77458995.85554343
-3529.411764705882	2366681535.915362	413434770.2358022	129488591.65091364
-3333.333333333333	2752263574.699586	456962089.5247575	88475241.78611064
-3137.254901960784	3164129308.713915	575666731.2984834	118019145.79144631
-2941.176470588235	3823046064.474357	712949142.2125729	133493108.53477111
-2745.098039215686	4579528691.624186	1000938328.15891	242494220.84834796
-2549.0196078431372	5783133023.396961	1358221180.4606283	334425062.76765424
-2352.9411764705883	6965341267.237044	2047923137.2012548	386956014.72497326
-2156.862745098039	8850452511.955746	2754516974.6646957	585531605.4630966
-1960.78431372549	10733699339.082026	4319745528.509346	878101824.4418951
-1764.705882352941	13490795491.932457	6240990668.878921	1248475083.504625
-1568.627450980392	16678127660.396742	9693887633.575195	1954113505.983955
-1372.5490196078429	20689373061.91607	14410260689.393312	3904308686.8094954
-1176.4705882352937	25175111250.889828	21466982282.567677	7177707025.285447
-980.3921568627447	30397542897.603806	31379434195.685944	13700581023.07027
-784.3137254901958	36025991833.103745	43459202924.285866	26516134791.862846
-588.2352941176468	41133470632.02415	57430706391.24214	49029578427.358734
-392.1568627450979	46310041932.97736	72945990017.64842	85215178718.24545
-196.07843137254895	50067426802.28843	83093030569.993	129636611151.14679
0.0	52546049746.82879	88368710659.26292	149916000303.6338
196.0784313725494	52174279631.50095	85050807192.39903	127894965636.8415
392.1568627450988	49879277209.32498	74958910823.55377	83936988436.97256
588.2352941176478	46684900102.9528	60725111772.2352	46070063371.874725
784.3137254901967	41123471294.53853	45430096052.58056	23751408898.75125
980.3921568627457	35796081452.30499	31593966953.446625	11146787908.748379
1176.4705882352946	30011463498.35061	20935006989.538696	5094780465.457865
1372.5490196078435	24659311563.70087	13281370623.031096	2361503634.893323
1568.6274509803925	20055388473.220154	8341569684.738993	1077259290.0779016
1764.7058823529414	16200254482.303461	5041562307.2940645	506940677.04380894
1960.7843137254904	12786471428.27955	3010524085.388991	288107098.77026856
2156.8627450980393	10347170999.456432	1974059458.5330086	171931901.3810666
2352.9411764705887	8226995177.280174	1111176816.9359055	83690111.72278851
2549.019607843138	6447570437.21925	737468752.4214991	73570579.54032226
2745.098039215687	5409178996.031452	495557130.31969	54683642.48969893
2941.176470588236	4236754544.099699	307162680.23342127	60998498.67413046
3137.254901960785	3519179058.57493	229187082.03087053	28215071.384782977
3333.333333333334	2964663987.607291	179138574.27125326	12514429.171944294
3529.411764705883	2419959992.767462	133346146.07951581	32612622.79811123
3725.490196078432	2043021182.2378929	121714685.2850957	10607244.47966786
3921.568627450981	1797730781.5321717	107964011.69525045	27558841.84246955
4117.64705882353	1519699129.3484411	100659302.30401507	25522043.36227803
4313.725490196079	1379835018.1385646	93739421.37405169	17420874.86190969
4509.803921568628	1186315454.4135747	84676685.75436816	15505595.969456203
4705.882352941177	1038242600.4264342	63957561.440900706	9654620.90000764
4901.9607843137255	954614837.4219654	54865114.14376892	13414717.56230269
