[S III] Delta T	T1	T2	T3
-4901.9607843137255	14809758.977852939	0.0	0.0
-4705.882352941177	0.0	0.0	0.0
-4509.803921568628	0.0	0.0	72349132.4005206
-4313.725490196079	0.0	0.0	0.0
-4117.64705882353	0.0	0.0	0.0
-3921.5686274509803	0.0	0.0	0.0
-3725.490196078431	0.0	0.0	0.0
-3529.411764705882	0.0	0.0	0.0
-3333.333333333333	0.0	0.0	0.0
-3137.254901960784	0.0	0.0	0.0
-2941.176470588235	0.0	0.0	0.0
-2745.098039215686	0.0	0.0	0.0
-2549.0196078431372	0.0	0.0	0.0
-2352.9411764705883	0.0	0.0	0.0
-2156.862745098039	0.0	0.0	0.0
-1960.78431372549	0.0	0.0	0.0
-1764.705882352941	0.0	9167265.656188581	0.0
-1568.627450980392	20288334.68659534	0.0	0.0
-1372.5490196078429	0.0	0.0	0.0
-1176.4705882352937	0.0	0.0	0.0
-980.3921568627447	4013261.683561029	0.0	0.0
-784.3137254901958	0.0	0.0	0.0
-588.2352941176468	59881722.45424364	0.0	125823143.88723972
-392.1568627450979	225632714.16818723	104006667.32223803	398862880.6506
-196.07843137254895	4416703068.756412	3127575937.615434	4014202950.0762386
0.0	25896671433.003185	29418433243.672882	27251462757.338757
196.0784313725494	3544366923.734388	2643802480.389851	2515232085.585923
392.1568627450988	116489894.62139156	38309745.44081906	0.0
588.2352941176478	38303368.631457135	62010603.481717594	0.0
784.3137254901967	13042459.26581934	0.0	0.0
980.3921568627457	0.0	0.0	0.0
1176.4705882352946	28536406.998351216	0.0	0.0
1372.5490196078435	0.0	0.0	0.0
1568.6274509803925	0.0	30103453.62106122	0.0
1764.7058823529414	0.0	0.0	0.0
1960.7843137254904	0.0	0.0	0.0
2156.8627450980393	0.0	0.0	0.0
2352.9411764705887	0.0	0.0	0.0
2549.019607843138	0.0	0.0	0.0
2745.098039215687	0.0	0.0	0.0
2941.176470588236	0.0	0.0	0.0
3137.254901960785	18016392.847253434	0.0	0.0
3333.333333333334	0.0	0.0	0.0
3529.411764705883	0.0	0.0	0.0
3725.490196078432	0.0	0.0	0.0
3921.568627450981	0.0	0.0	0.0
4117.64705882353	0.0	0.0	0.0
4313.725490196079	0.0	0.0	0.0
4509.803921568628	0.0	0.0	0.0
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	0.0	0.0	0.0
