[S III] Delta T	T1	T2	T3
-4901.9607843137255	12833343.011729024	9613044.033747248	18708497.212221902
-4705.882352941177	15907224.026459837	10675443.699510936	18389467.127499886
-4509.803921568628	9264011.48215035	8251044.752915576	6446267.279097306
-4313.725490196079	4664742.998509567	9583691.489527525	4552507.960035743
-4117.64705882353	4374994.304320736	16939653.08475602	8344701.804807346
-3921.5686274509803	7510585.624440604	2179945.6749908985	7219863.001075992
-3725.490196078431	2526988.7485651607	0.0	10657045.603917655
-3529.411764705882	3976844.521364499	7526247.167852478	15775033.617236882
-3333.333333333333	2547714.5395779815	9683178.45473847	11072402.712868549
-3137.254901960784	2636650.9251223803	9937247.90031005	7245467.400267425
-2941.176470588235	7387763.045399104	5710668.9387515895	16310159.426587848
-2745.098039215686	4165237.4840432685	7146423.046807366	11209268.869659351
-2549.0196078431372	7763453.731106762	17722368.701997954	19197799.356198937
-2352.9411764705883	11644099.728402687	12593422.504416313	29695357.715425067
-2156.862745098039	2702435.1526255514	14123100.110446816	19541576.397460576
-1960.78431372549	8051869.32953057	20305685.789286442	20956214.72648197
-1764.705882352941	8158083.021936387	13178365.46228986	37703062.1066777
-1568.627450980392	7366133.225753222	15391151.269073337	38305130.96872977
-1372.5490196078429	17502290.817150105	23135506.102406032	25886478.053651728
-1176.4705882352937	32566570.200094447	37222692.89278001	88581251.43613952
-980.3921568627447	98732771.53737858	82341491.32234423	105754303.47880125
-784.3137254901958	338853629.6584617	268556265.42110336	235582339.20873174
-588.2352941176468	924042737.0276954	635860744.2623788	570690639.4000915
-392.1568627450979	2211437616.6865015	2001386158.2455926	1677936270.4110985
-196.07843137254895	3946514558.539326	4543586664.535254	4489779957.352681
0.0	5112039102.797287	6268840379.570515	6982735752.985177
196.0784313725494	4043980783.2887897	4648842843.665735	4689295559.464834
392.1568627450988	2133781339.3866713	2035787040.0258384	1687649636.3910742
588.2352941176478	1061694882.1003876	783913198.2064875	565841619.4425367
784.3137254901967	430004711.4358639	275300888.64916205	181521182.30571234
980.3921568627457	264914722.85337555	174966523.38084757	120250290.47978505
1176.4705882352946	227717088.4420746	137786253.17453462	34181084.11927963
1372.5490196078435	180934404.2104744	98031994.7035832	24863794.590982463
1568.6274509803925	196239614.9962417	78375194.91355532	26617700.18910494
1764.7058823529414	181638765.22877133	85191043.84872115	6372866.817685543
1960.7843137254904	137432449.4712536	61292528.106216945	15991231.836511422
2156.8627450980393	103012407.70799857	49562389.833064005	11962177.873538174
2352.9411764705887	54095752.138246894	47089348.360207096	26849791.918871276
2549.019607843138	34367892.67413869	17244173.7138362	19777048.757957906
2745.098039215687	30375069.15485752	14765325.732875742	17896928.27001532
2941.176470588236	17144904.374391034	5913379.218211338	16842730.846927103
3137.254901960785	16224096.288114343	20077235.063323706	8966226.748521313
3333.333333333334	6384528.98725227	20248686.952985574	7050500.390110198
3529.411764705883	6529528.819088688	4507262.174499982	3092656.3342541833
3725.490196078432	4963379.018960967	10181324.672263756	10931232.179054197
3921.568627450981	2955452.5035139723	0.0	4062724.471043626
4117.64705882353	5623467.10837928	4940859.446366481	4815560.503434221
4313.725490196079	16958340.093052216	4346966.097835221	0.0
4509.803921568628	7896291.270118792	11160475.021996826	7110351.217645489
4705.882352941177	10560650.082889745	11196365.310495205	3751116.75145536
4901.9607843137255	10892164.947860604	5524180.291472684	18732209.046745766
