Y Median	Y Upper Quartile	Y Lower Quartile	Count	X Mean	Y Std	X Center	Y Mean
nan	nan	nan	0	nan	nan	3.6216678344652173	nan
nan	nan	nan	0	nan	nan	3.660883520739727	nan
9033.745378442574	9429.093176190123	8638.397580695026	2048	3.7193073371004095	395.3477977475486	3.700099207014237	9033.745378442574
8659.819292728826	8730.341568448079	8587.24593441549	4096	3.7374506482682124	194.9059930634487	3.7393148932887468	8657.768210134742
8444.577077622305	8486.701219756042	8322.007358018214	5120	3.77279245065437	334.8881308020747	3.778530579563257	8419.154781341704
8927.09822273919	9189.316940184905	8705.345676459709	12288	3.810998006699142	794.2582047836363	3.8177462658377666	8890.851715988198
8578.997020132312	9379.764084974888	8556.476537006709	9216	3.856320518327002	505.6390467836074	3.856961952112276	8845.679060487408
8933.607440136811	9063.343226440777	8506.940299100119	17408	3.8974697277365378	375.284857529981	3.896177638386786	8834.977875481429
8965.045261927615	9265.913993969922	8458.84455621728	16384	3.932914390262511	572.5995124628353	3.9353933246612955	8849.35281571668
8754.07903693828	8934.869768831324	8629.095557799925	13312	3.9755958963480627	358.4787676228017	3.9746090109358057	8804.148157251486
8876.806310436063	9261.793691942357	8698.818335215343	18432	4.018515582442611	410.00414080861816	4.013824697210316	8918.805124065899
8981.563310262689	9080.285736380494	8671.747806335314	25600	4.051699672366844	347.5994777302408	4.053040383484825	8925.415696774728
8702.892542604524	8962.433350552577	8477.247620252509	19456	4.094292791015042	289.1355713348274	4.092256069759335	8724.976962947241
8889.575902320305	9126.907075919846	8733.709927570726	21504	4.1348844840412236	379.7215889532267	4.131471756033845	8906.12141351735
8830.985976113932	8927.299752432378	8662.766146768416	33792	4.1707801250506265	237.78284292058567	4.170687442308354	8815.96075364628
8720.295167143488	8822.975207938003	8483.46912858508	66560	4.212701907697817	327.2146545742139	4.209903128582864	8617.56765190865
8781.057559175599	8919.360224883352	8438.893401697898	92160	4.250587258703415	395.4071950798341	4.249118814857374	8645.00740560324
8721.62332861517	8940.281886184743	8288.554955830661	93184	4.287128299254381	396.25629909528817	4.288334501131884	8622.597885802114
8553.192727165791	8917.154100942269	8151.864423206704	131072	4.326263375472436	426.84575461157317	4.327550187406394	8546.595631445074
8629.348191185674	8867.587089858509	8212.613308851274	122880	4.365976901810628	393.9999765671796	4.366765873680904	8589.573337448954
8735.100417167596	8902.17801416449	8340.778516868979	116736	4.4067214853911665	352.4755125272038	4.405981559955413	8624.913387325538
8764.423509684035	8951.771630746249	8389.713790976974	114688	4.4428508135146725	342.680599670441	4.445197246229924	8676.131153420358
8664.48589508251	8936.885792057072	8363.74535314485	115712	4.483519870123702	354.17181393301377	4.4844129325044335	8656.624108705206
8828.941803905962	9010.304446377422	8579.383962216894	109568	4.524907084994212	345.91257249155774	4.523628618778943	8772.168293035493
8862.382674740104	9049.708244952522	8635.201710532712	112640	4.561389437694418	340.8443657502756	4.562844305053453	8829.778695922118
8913.917453449914	9082.881496337843	8757.540293460766	94208	4.6004113527131585	276.1869483437902	4.6020599913279625	8891.70617794062
9006.363777073302	9116.753478691366	8832.038217392155	100352	4.638793408324936	230.204046039343	4.641275677602472	8974.76195351995
8972.78713111103	9170.137370168382	8869.937257698362	66560	4.67753864608519	278.4980585748672	4.680491363876982	9000.129090681121
9108.849891034408	9221.447093068817	8977.695997558254	65536	4.719109440911668	228.01790516001162	4.7197070501514915	9094.59115271437
9177.153555620618	9276.715546071227	9026.34624923053	64512	4.757855580228821	250.3076957907757	4.758922736426001	9125.7107860071
9161.555425976423	9258.272527783933	9045.293320275105	65536	4.79873528777511	236.5701138827547	4.798138422700512	9131.688195408275
