T([N II])	T1	T2	T3
5098.0392156862745	14326805.65625	0.0	0.0
5294.117647058823	208639337.375	0.0	0.0
5490.196078431372	196399596.34375	0.0	0.0
5686.274509803921	309797450.4375	0.0	0.0
5882.35294117647	136562112.03125	0.0	0.0
6078.431372549019	420891633.96875	0.0	0.0
6274.509803921568	554839631.03125	0.0	0.0
6470.588235294118	635149073.65625	0.0	0.0
6666.666666666667	1093821812.03125	0.0	0.0
6862.745098039216	1475433402.375	0.0	0.0
7058.823529411765	3458015701.9375	0.0	0.0
7254.901960784314	5486417428.3125	163372863.0	0.0
7450.980392156863	9892410372.65625	217976816.5	0.0
7647.058823529413	18026961657.78125	1069195388.75	0.0
7843.137254901962	30328868227.25	3528469459.375	0.0
8039.2156862745105	47568748428.40625	8508294059.5	118286070.0
8235.29411764706	62621027432.5625	17391474162.125	671906431.5
8431.372549019608	74910848089.59375	20590250224.5	2207647722.5
8627.450980392157	91588158411.03125	32390253977.5	9281154520.0
8823.529411764706	109174495733.90625	64167591817.25	35297176422.25
9019.607843137255	120454963848.0	120751813088.0	118959285926.0
9215.686274509804	101483170177.09375	160254519922.125	127544493218.75
9411.764705882353	69510529449.34375	158237430042.0	79969886597.25
9607.843137254902	40394546306.78125	127808834530.5	87154088611.5
9803.921568627451	21708424162.1875	77568421672.25	80229570539.0
10000.0	10242528600.46875	38498961136.0	63010619945.0
10196.078431372549	4988488997.5	16962503643.25	62780773484.5
10392.1568627451	2936753519.65625	6594319421.0	47145335456.0
10588.235294117649	1632470258.0	2862437115.5	32039960988.5
10784.313725490198	988673920.9375	898144690.5	27110687378.0
10980.392156862747	727308923.6875	164575856.5	20771536522.0
11176.470588235296	371767926.78125	496178448.5	13507200839.0
11372.549019607844	280417746.3125	100970640.0	7340125287.0
11568.627450980393	168044770.890625	65159936.5	6336892523.0
11764.705882352942	203154356.875	101711292.0	4095881599.0
11960.784313725491	96576535.75	0.0	1937028131.0
12156.86274509804	138859468.5	90436198.0	2295413495.0
12352.94117647059	57563781.40625	0.0	586263805.0
12549.019607843138	96259564.65625	0.0	906288097.0
12745.098039215687	20826153.34375	221091715.0	864555402.0
12941.176470588236	54172931.90625	73364393.0	875193311.0
13137.254901960785	11208745.46875	0.0	324343258.0
13333.333333333334	11804087.8125	0.0	0.0
13529.411764705883	9478536.25	0.0	433578276.0
13725.490196078432	32808768.6875	0.0	219901440.0
13921.56862745098	5190639.65625	0.0	243351392.0
14117.64705882353	17170239.4375	0.0	0.0
14313.725490196079	21452127.6875	0.0	0.0
14509.803921568628	0.0	0.0	299383121.0
14705.882352941177	16449915.46875	0.0	176455004.0
14901.960784313726	0.0	214793571.0	0.0
