log10[ N([S II]) ]	T1	T2	T3
2.0294117647058822	29282773.391357422	0.0	0.0
2.0882352941176467	38881288.271484375	361073.18359375	252534.8984375
2.1470588235294117	55081517.16894531	0.0	0.0
2.2058823529411766	74677904.68530273	314593.08203125	0.0
2.264705882352941	114084302.7290039	146666.21484375	0.0
2.3235294117647056	172837153.0649414	0.0	0.0
2.3823529411764706	269104727.16625977	560888.9296875	0.0
2.4411764705882355	445380260.5732422	1247386.943359375	316197.84375
2.5	760483720.6013184	1100248.068359375	274731.515625
2.5588235294117645	1276987325.2336426	4203141.490234375	549232.5703125
2.6176470588235294	2150590058.255371	15944851.697265625	253664.6796875
2.6764705882352944	3443538676.7194824	41453358.66796875	238583.2421875
2.735294117647059	5146481586.2595215	134880352.35742188	3109979.98046875
2.7941176470588234	7126097248.07373	342575523.94628906	2593814.1796875
2.852941176470588	8986712165.930664	774719444.21875	7415412.16796875
2.9117647058823533	10564782831.838379	1602267870.0800781	11761813.3671875
2.9705882352941178	11610615349.02295	2840304650.828125	44265272.60546875
3.0294117647058822	12044384406.82373	4628874415.158203	197177841.875
3.0882352941176467	11568548478.926758	6990529726.173828	582295909.5429688
3.147058823529412	10093412568.369873	9969193933.745117	1530609476.2148438
3.2058823529411766	8027313289.183838	12860135930.694336	3540992823.1757812
3.264705882352941	5904372737.595459	15088282194.179688	6415238300.207031
3.3235294117647056	4014026837.0458984	15063113273.33789	9452996459.136719
3.3823529411764706	2527482416.3149414	12933822120.486328	11299529286.550781
3.4411764705882355	1524183700.2617188	9920455960.332031	12257178547.550781
3.5	859802254.9594727	7095410410.455078	12499404991.324219
3.5588235294117645	466363658.7331543	4804439659.832031	11604977778.980469
3.617647058823529	254239725.8857422	3173457444.5507812	9301359969.917969
3.6764705882352944	135827181.98095703	1977656667.8925781	7316219531.363281
3.735294117647059	80805548.69873047	1232637340.1015625	5832985690.597656
3.7941176470588234	43058568.563964844	720815418.3789062	4739987234.21875
3.852941176470588	25629307.82397461	418428107.46875	3743797147.8046875
3.9117647058823533	14603531.623535156	233552347.44921875	2898107524.0078125
3.9705882352941178	7065116.306640625	137597629.6640625	2167340608.4453125
4.029411764705882	5071666.244628906	74556711.65234375	1474388333.75
4.088235294117647	3367743.66015625	44335425.50390625	1023218530.375
4.147058823529411	2408276.8720703125	27347215.95703125	634735541.7070312
4.205882352941176	1976929.7124023438	16418082.59765625	436587846.0703125
4.264705882352941	1201312.5532226562	9838202.765625	266832551.41796875
4.3235294117647065	731722.1076660156	6213128.828125	179616823.76953125
4.382352941176471	616555.3901367188	3140599.03125	122678653.625
4.4411764705882355	333192.19970703125	3982404.4453125	67153626.86328125
4.5	230813.91162109375	1470568.9140625	55315422.2734375
4.5588235294117645	277447.544921875	1794623.22265625	37651172.3515625
4.617647058823529	305742.30859375	1506993.06640625	29392319.49609375
4.6764705882352935	145907.44287109375	1621988.5078125	21887937.2265625
4.735294117647059	261415.5810546875	397435.97265625	12400412.18359375
4.794117647058823	146602.4150390625	629977.29296875	13671278.3828125
4.852941176470589	157155.65869140625	1053323.57421875	10560499.8671875
4.911764705882353	166689.890625	347763.33984375	12254207.8984375
4.970588235294118	283581.615234375	866214.87109375	25004819.671875
