Y Median	Y Std	Y Mean	Y Upper Quartile	Count	X Center	X Mean	Y Lower Quartile
-0.20583618745774063	0.8359319217065697	-0.14903992360774793	0.49787986622469904	291	3.6216678344652173	3.6227501323195304	-0.8214479846598142
-0.08048779239672135	0.7945429875309805	-0.040348702842843205	0.6185986894154891	313	3.660883520739727	3.661240272913216	-0.5870147149693543
-0.26414634603311016	0.7990150904313537	-0.1820165802242647	0.4437366761015984	446	3.700099207014237	3.7007521210705066	-0.8221932068222917
-0.19727667213944763	0.7843519422540103	-0.1293956996396841	0.46471660816561616	564	3.7393148932887468	3.739855639132696	-0.7078261503994425
-0.14497029156184096	0.793637597846599	-0.12134126656172574	0.47156802188864533	664	3.778530579563257	3.7795686928068912	-0.8009953978360906
-0.241268491248654	0.817150303024264	-0.16253117102598774	0.4460435338024291	843	3.8177462658377666	3.81890844674963	-0.8240378605889611
-0.12655489723790025	0.7895820102304909	-0.09816757968818676	0.5156323310865433	1110	3.856961952112276	3.8568448908194015	-0.7286062486402518
-0.1207642323149596	0.7862621514654651	-0.09456719768417639	0.505560583597306	1345	3.896177638386786	3.8972228550167634	-0.7104683765407782
-0.17012279355877483	0.8003119728623471	-0.13459104931342697	0.45980924359196257	1641	3.9353933246612955	3.9360904608236216	-0.7953082714585716
-0.17430237655504022	0.7874731761365886	-0.10972907571700329	0.49155028109152116	2012	3.9746090109358057	3.975600242676005	-0.737328661080638
-0.1293604760754854	0.8041618543698512	-0.09587186570395613	0.5160634181889949	2620	4.013824697210316	4.014446280011652	-0.7461509855944123
-0.12506212085782045	0.7898304882024733	-0.09402312152225843	0.5221526637389355	3380	4.053040383484825	4.053573431023077	-0.7355658972097806
-0.08550460626474082	0.7906259217222675	-0.060944420696635394	0.5502378113842079	4477	4.092256069759335	4.093082741448953	-0.6923146801035878
-0.09985330203404576	0.7866829809959585	-0.07442503371524294	0.5198639454627003	5711	4.131471756033845	4.132482177772768	-0.6993287667846613
-0.09893594782236464	0.7794991691694673	-0.07518063656960679	0.5225168828933735	7521	4.170687442308354	4.1716746601609795	-0.6988097824966567
-0.10876436048372476	0.7742325274281326	-0.08817405098016944	0.500209854711088	9808	4.209903128582864	4.21088564025842	-0.7079095624508739
-0.09453495193393022	0.7819131723912048	-0.06746776987466183	0.5226207785583685	12407	4.249118814857374	4.249987927208124	-0.69023988674735
-0.0816767308630535	0.7782576523475175	-0.06381291326161756	0.528794381610683	15373	4.288334501131884	4.28897424677014	-0.6839930920691315
-0.0883218043210529	0.7790389736114127	-0.0759507790617854	0.5073375957783433	18579	4.327550187406394	4.328037028136455	-0.6969615258402528
-0.08211045894014847	0.7781596658129093	-0.06222943135065621	0.520023253632543	21266	4.366765873680904	4.367186272603178	-0.6802834527357429
-0.08691478996422286	0.7735277972752647	-0.06680481625229331	0.5104932522492662	23262	4.405981559955413	4.406173574109299	-0.6715791747302987
-0.07355599117490819	0.7687386089438476	-0.06476479142870745	0.5045591815442765	25079	4.445197246229924	4.445376249686211	-0.6701290201092109
-0.0685710698752464	0.7692304837951913	-0.05842004502917685	0.5157855667419822	25654	4.4844129325044335	4.48460653927649	-0.6571714891833912
-0.07528228358567457	0.7643678535034998	-0.06095980341285539	0.5007652975236507	26212	4.523628618778943	4.5237127825566095	-0.6535350173230784
-0.07610025634427656	0.7613187066939805	-0.06070822941241238	0.5020172956053451	26600	4.562844305053453	4.562752478648112	-0.6445625956327221
-0.061870348996541535	0.7557931914925636	-0.053030674001729616	0.5012393091560307	25580	4.6020599913279625	4.601998629616894	-0.6302186241703989
-0.06546764157928915	0.7568495561173705	-0.060575725352437874	0.48085818908080813	24380	4.641275677602472	4.640972490011223	-0.6414785947991827
-0.06220181783698389	0.7439176170184303	-0.052835115322635635	0.48768510183119684	22834	4.680491363876982	4.680318967868575	-0.6139924271006927
-0.06320497684305937	0.7404196142405686	-0.0574016637846475	0.4824793793691073	21688	4.7197070501514915	4.719657344245255	-0.6153937028790482
-0.05537410974523782	0.7343275049497587	-0.05622641398231252	0.4711790633916521	22190	4.758922736426001	4.7591938951821895	-0.6010510981909309
-0.05539834391153597	0.7155516279142022	-0.050627968866601786	0.45200386315929914	24569	4.798138422700512	4.79852407008474	-0.5693883374542326
-0.042521727224868605	0.7135683114538515	-0.05138152321223296	0.4404043249586445	27242	4.837354108975021	4.8377068071673115	-0.5678961270914543
-0.0516456717986809	0.6950816093557869	-0.054518821605645605	0.42201317999917887	30659	4.876569795249531	4.877040961029834	-0.5491173865853551
-0.04579099151963285	0.6824328555137903	-0.05415111553212418	0.4072276132958423	34245	4.915785481524041	4.916104982248903	-0.5276475694980087
-0.0351952480732436	0.6743869566011952	-0.049803415632058236	0.4063833305762844	36768	4.955001167798551	4.95517386365084	-0.5145469080875014
-0.04312351625036295	0.6588338182267379	-0.05475842183579283	0.37854703309115845	38517	4.994216854073061	4.994471566846645	-0.4936070196014945
-0.041519140993389506	0.6457685999844964	-0.05332082944922861	0.37524487441342713	42550	5.033432540347571	5.033782523728501	-0.4773818344325773
-0.03598438703845552	0.6297566740849897	-0.05112675351472932	0.35641069594467834	44408	5.07264822662208	5.072635768304876	-0.457885932689409
-0.034253077349542874	0.6153065758300507	-0.05156761669297089	0.34266010516840684	42377	5.11186391289659	5.111647075562111	-0.44109312355208763
-0.03523975798695145	0.5968370903592238	-0.056411310856370404	0.32222452851548716	41254	5.1510795991711	5.150940556887796	-0.4265099427746578
-0.040420424423612836	0.5796396091034812	-0.06270141981317061	0.29764442716717077	37503	5.190295285445609	5.189931976474801	-0.4088394932270194
-0.044236069111172976	0.5589514480225464	-0.06215529944992044	0.28464038202253494	32487	5.229510971720119	5.228929032366602	-0.39399505469180607
-0.04536231134477986	0.544494864743511	-0.06684449063436115	0.2671762905726869	26106	5.268726657994629	5.267783462842332	-0.3804812353784824
-0.04571288563912958	0.5200178681498895	-0.060863784332296854	0.2557125067276627	18684	5.307942344269139	5.306626166906429	-0.3601638332993964
-0.034223150826254274	0.49566732220665033	-0.061304577620060016	0.23501044513604652	13136	5.347158030543649	5.346303328833346	-0.34115599738305463
-0.04986440520100287	0.47684213813317616	-0.06968010815239417	0.2159226986717897	11055	5.3863737168181585	5.385692268219937	-0.33469136866480964
-0.04471909206437494	0.4451745539878036	-0.0601966170454586	0.20896729001180955	7989	5.425589403092668	5.424206326975468	-0.3014224599864655
-0.04287484898456201	0.42553673005020526	-0.060307671290607635	0.2026142656549868	4719	5.464805089367179	5.462719405070113	-0.29942182762478065
-0.054109736813347645	0.42266725407630584	-0.05304819934174331	0.18296375548031188	2122	5.504020775641688	5.500621171036384	-0.2779937944363159
-0.029819112460254715	0.41210970111170014	-0.019861004422826845	0.2206589120993041	623	5.543236461916198	5.53856419488599	-0.2541772872624302
-0.026466500020658302	0.44330433161799637	-0.05685309502881017	0.19013458377769413	198	5.582452148190708	5.580373977522567	-0.3211136592979877
