Count	Y Lower Quartile	Y Std	Y Median	Y Mean	X Center	Y Upper Quartile	X Mean
176	-0.728244811777703	0.7429385380975996	-0.3439745250825164	-0.26289879144739514	3.6216678344652173	0.16510950323531934	3.6258058138930154
256	-0.3264774238926803	0.608415951265502	-0.08159245760701567	0.06315929805605874	3.660883520739727	0.48288045916139066	3.665417385966227
560	-0.8454303298150139	0.7298222095223884	-0.16775272978912975	-0.16295030465988214	3.700099207014237	0.36494582850698215	3.6995955095148303
704	-0.6457245624978913	0.7557412747750248	-0.047694010098744646	-0.07679233083832106	3.7393148932887468	0.39308337389013465	3.7395131637394754
1008	-0.6280626911891938	0.7728325516361947	-0.12398552185540888	-0.06816976448709922	3.778530579563257	0.5795078201327062	3.780102485709748
1600	-0.6524760689935253	0.6973591940488146	-0.10609825009564175	-0.14274570415895962	3.8177462658377666	0.3513843378693313	3.820296626904616
2064	-0.5369542324765044	0.7128136466272313	-0.10790919606336352	-0.03830372982411856	3.856961952112276	0.44147041958180644	3.8572128734583133
2304	-0.5954313439989638	0.7688600516766055	-0.04650591318737331	-0.021337471705270266	3.896177638386786	0.6042837503227763	3.897749142683856
2560	-0.4723242289016636	0.737085982495914	-0.05758949415922079	0.04065300153381525	3.9353933246612955	0.6490303065432467	3.937555559813055
3488	-0.6308043865216257	0.7475315130078387	-0.07565479124168054	-0.03451496203860592	3.9746090109358057	0.5328776488733693	3.974949020806709
4288	-0.6840688060762343	0.7823541876413657	-0.035865253167989254	-0.09709192201479964	4.013824697210316	0.5118255913280797	4.012836931147783
4704	-0.4402044347413865	0.7202168638890986	0.04278932238251486	0.009082782530907371	4.053040383484825	0.5055752172409509	4.052486957366272
5952	-0.5029828357322319	0.7138775669884274	-0.04103461592578861	-0.01396576735401207	4.092256069759335	0.47339117832133476	4.092461083262979
8640	-0.5578649034380505	0.7090565251551083	-0.007497151790761821	-0.03198099838404517	4.131471756033845	0.44813962454834144	4.132659221019748
13296	-0.4650713917094387	0.6796749766574479	-0.014174391029285973	-0.005514697005490646	4.170687442308354	0.4562248618859197	4.1723242982406585
24544	-0.4184161167512767	0.6543790546878377	-0.0017452714236205684	-0.00203463541234419	4.209903128582864	0.40523054941886905	4.211917492517045
36368	-0.4165980046593218	0.6285591432390445	0.00030820824477304783	-0.016713794215762225	4.249118814857374	0.38657828512859455	4.250521729116769
48656	-0.4015495651440757	0.6259845328982776	0.0031291287436277185	-0.008940120646327182	4.288334501131884	0.38099269516014506	4.289342241072741
59328	-0.37779547734429925	0.6102312351071046	0.008711281153953795	6.616924389645896e-06	4.327550187406394	0.3780076422710008	4.3279339312254
61328	-0.36916718117452696	0.6100250736723649	0.020837137513491522	-0.0009105340465162425	4.366765873680904	0.3859439023216878	4.367048183912487
66048	-0.3640904148985587	0.5976080672467493	0.012358500425159851	0.005909984718846112	4.405981559955413	0.3725220945637376	4.40650542495761
69968	-0.3086525371530247	0.5687928107777986	0.03784563000139847	0.02567344609796488	4.445197246229924	0.3680322928315034	4.4453010804936515
70864	-0.3034242944753393	0.5560493004573953	0.023305135247066573	0.010580104626469909	4.4844129325044335	0.3407264615162862	4.484393957244007
71520	-0.30322211487863543	0.5511375333047406	0.021336606021864504	0.0012702395383349474	4.523628618778943	0.3182189347277906	4.523571430768138
69136	-0.2895138346188193	0.5316628716822843	0.018821633133504687	0.0022865477624074873	4.562844305053453	0.31213078341839573	4.562979612586143
69696	-0.2778134253373381	0.5171191784602595	0.012236449305086817	-0.0004197982065788443	4.6020599913279625	0.30067048034217725	4.602048990682219
66736	-0.2702787261856389	0.49689618338393393	0.010373720088611343	-0.003934734886279677	4.641275677602472	0.26607059634542285	4.641278823504017
55632	-0.2534055688722932	0.4832947709346267	0.012565207223695928	-0.008202898475277045	4.680491363876982	0.24991081052917083	4.6797375326424335
48512	-0.24292491200964106	0.45671946834991944	0.00676010295412778	-0.004613610551052728	4.7197070501514915	0.2430051583118541	4.719939584132431
50208	-0.1949702772869553	0.4281538047070256	0.022445259451845855	0.002349385955591441	4.758922736426001	0.2217106467294285	4.759520697790988
59808	-0.21321751798575134	0.4018322601168423	-0.00015371011572765987	-0.02153144279182742	4.798138422700512	0.19493837878118508	4.798986949700193
60272	-0.18812795077398106	0.3747216300853217	0.008102733831652333	-0.011717432511104624	4.837354108975021	0.1888475859469061	4.836919105043959
64256	-0.17282798418615566	0.3494043570887783	0.0011432336218779116	-0.020939451910997497	4.876569795249531	0.1619667191894531	4.877169433135681
73648	-0.15373209074850938	0.3061410247962634	0.001928334991811189	-0.01748913162671676	4.915785481524041	0.14763380681572116	4.915951411750261
73120	-0.14546226824620903	0.28552748452219073	-0.0021475663020313813	-0.018147791635717142	4.955001167798551	0.13404265575371488	4.95487841175597
