X Center	Y Std	Y Mean	X Mean	Y Upper Quartile	Y Median	Y Lower Quartile	Count
5098.0392156862745	296.0239196357958	8070.095911642534	5099.979926225751	8302.474072654302	8163.65947401589	7807.563546016013	8
5294.117647058823	536.5580060048028	8087.354420050038	5306.18320579984	8442.981657647297	8137.694331301629	7837.157251761926	14
5490.196078431372	494.3895244246029	8242.836800739009	5505.020671416985	8597.93828992562	8190.851317652073	7906.972594655897	20
5686.274509803921	530.0252312642518	8024.194730436022	5729.216812614559	8432.749511763248	7974.068716488177	7695.55093819493	24
5882.35294117647	485.1264107565084	8135.477623896118	5893.760195695328	8443.930575134134	8101.14173494188	7783.702210937643	35
6078.431372549019	525.1780142290725	8261.853718591998	6096.115947252105	8704.939835698511	8189.502960113291	7899.823085185941	40
6274.509803921568	418.80693132069587	8040.921176650484	6291.902508619085	8290.574283627722	8091.888561715914	7861.501029760559	42
6470.588235294118	468.71307196778577	8320.628655455306	6480.368150823354	8522.441674065372	8315.281798934971	8073.959690264625	65
6666.666666666667	496.9304787386833	8266.211096058862	6672.690259116145	8656.177854840873	8256.886050219236	7865.259803507215	87
6862.745098039216	488.7226999191892	8214.262730365217	6869.795407554269	8543.24176879572	8135.608519799874	7871.037451585948	111
7058.823529411765	488.79252429061296	8209.490095735044	7070.101314672251	8536.421571532841	8171.975606740718	7882.703088233045	153
7254.901960784314	389.52373729492894	8190.709856477041	7264.984510254926	8440.459630680263	8203.277077716384	7982.992835387512	190
7450.980392156863	463.188229850177	8178.7841997055675	7449.310052285597	8478.008671137151	8203.60117263374	7876.843275318781	258
7647.058823529413	452.66121625260234	8226.715667408651	7644.772124212823	8529.934111103272	8235.084942099922	7921.004316273589	314
7843.137254901962	483.8055753078273	8203.865169182718	7846.754694994543	8507.566644360377	8196.950396544324	7903.903289718747	377
8039.2156862745105	440.0356227100256	8198.478708351782	8041.187906287377	8490.015330230954	8153.5286007241475	7880.749508991947	485
8235.29411764706	481.66343533753866	8235.609226002725	8237.595205626096	8569.016057372088	8213.476382411507	7943.095270348099	614
8431.372549019608	467.96528702145713	8229.513248157029	8435.282855577725	8559.346522460113	8247.349652732926	7915.471967103485	791
8627.450980392157	440.869386865926	8250.97334573669	8631.85479391274	8535.169914157785	8261.128475337839	7947.465851582858	970
8823.529411764706	439.25100517305214	8291.339141549488	8825.934355352352	8581.02077134071	8290.147660714892	8011.6874492781935	1164
9019.607843137255	453.8334098965292	8294.07918916354	9022.875991256193	8593.238494053707	8316.289340154863	7994.085729141136	1367
9215.686274509804	441.67097133094046	8305.207829123212	9216.02104302601	8600.366766456184	8292.253592993557	8007.623989682224	1663
9411.764705882353	459.888240633974	8329.19063585141	9413.664141544352	8644.291160054558	8351.747825633878	8035.13461240422	1931
9607.843137254902	453.0097207113362	8374.782718361801	9610.667688003623	8683.581024021765	8379.743755631202	8071.80330726654	2199
9803.921568627451	467.88908551093647	8402.862566879568	9806.461165010904	8720.587205117623	8422.188348859685	8100.341937324842	2495
10000.0	457.3528064039995	8442.987870408828	10000.168714485433	8767.66388007352	8454.839947431708	8140.221034004906	2674
10196.078431372549	457.4776536339121	8467.105802699485	10194.502356730762	8790.34705510418	8497.953358177	8168.704650860294	2839
10392.1568627451	459.11732934964	8503.601395065722	10391.346379549897	8824.219016958132	8526.262873702533	8216.234821913209	2785
10588.235294117649	457.5244114420595	8525.514209143475	10586.53468931407	8840.541255343698	8554.582293817191	8228.674764302461	2505
10784.313725490198	470.1685786046243	8542.145835710815	10780.839026250433	8872.62317482187	8590.195611411968	8233.882332434623	2337
10980.392156862747	460.65163512933265	8579.13459508684	10978.112478582436	8906.389121698849	8611.574657805511	8292.600323751172	1992
11176.470588235296	472.2371681270856	8551.375642056722	11171.347121602377	8897.060643169068	8572.422841983513	8243.303851001197	1593
11372.549019607844	490.36283462587687	8544.270790586954	11367.215189805573	8901.840830603534	8594.857607122765	8245.158198959289	1202
11568.627450980393	485.5577834281441	8609.387009180176	11562.61188022193	8956.960838512174	8690.456443905196	8293.2172121746	901
11764.705882352942	469.0245870921301	8603.052164625455	11759.340362578545	8948.931074174496	8667.563762227936	8281.322662832325	684
11960.784313725491	486.3709385740934	8631.76143190939	11956.318858468147	8985.140661499223	8701.40904121651	8342.186392851017	496
12156.86274509804	535.7663985070006	8657.086416071124	12152.628797737734	9044.311992670207	8715.692379165686	8280.17029955276	321
12352.94117647059	545.0631398516405	8662.420651228234	12345.926071967651	9072.278936841765	8751.91810622076	8253.756580488185	237
12549.019607843138	530.9790351140193	8646.241624722315	12538.902780187367	9014.917621883511	8786.337806153744	8331.431526067172	166
12745.098039215687	546.6533691017966	8686.849047905036	12735.90168083145	9017.966578213247	8784.220096504803	8409.989782363547	90
12941.176470588236	549.0725232902975	8573.477406366716	12935.842041372418	8977.71257343654	8672.922233066438	8154.539544237396	68
13137.254901960785	497.95976550796	8638.54148181886	13141.2007260061	8999.545387646454	8737.56303532838	8325.204363271043	33
13333.333333333334	583.7773853982515	8570.251492532916	13325.863175658167	8958.225234588459	8756.512481131847	8200.630094753817	43
13529.411764705883	665.9060955645665	8425.116002595863	13512.405187315038	9060.80452856416	8703.168879820796	7829.330342636308	22
13725.490196078432	547.0920897345017	8555.604587712032	13737.475325409578	9000.857241733267	8646.72648980174	8174.190415827521	17
13921.56862745098	189.62258355648763	8159.2407390737335	13843.725665680096	8255.989896807134	8157.651957335012	8060.902799601612	4
14117.64705882353	490.013718652855	8043.993217617566	14126.235055593137	8287.133755982875	8014.237215889969	7856.607582303947	7
14313.725490196079	567.9808352280952	8536.30355223161	14301.842202207079	9122.543064675354	8441.878899348394	8137.3008187114865	5
14509.803921568628	nan	nan	nan	nan	nan	nan	0
14705.882352941177	0.0	8195.948842125963	14681.815640088182	8195.948842125963	8195.948842125963	8195.948842125963	1
14901.960784313726	0.0	8435.638451258144	14852.783217228347	8435.638451258144	8435.638451258144	8435.638451258144	1
