T([N II])	T1	T2	T3
5098.0392156862745	3315573354.997986	691925133.5950928	28433871.94970703
5294.117647058823	3988245909.4796753	872776476.7296143	38693710.505859375
5490.196078431372	4769654707.669861	1050222622.7429199	56937119.654785156
5686.274509803921	5586042216.1154175	1335922072.7305908	74186736.91259766
5882.35294117647	6774441442.008911	1725884511.951416	100363050.06396484
6078.431372549019	7969616222.509888	2204476554.005371	121974754.62451172
6274.509803921568	9423142707.469666	2945422319.6677246	132339549.3461914
6470.588235294118	11058522489.319946	3725545100.14209	234725383.82177734
6666.666666666667	12666058279.187317	4856871737.252441	326796721.48339844
6862.745098039216	14377918421.39209	6198502490.379639	580652948.5043945
7058.823529411765	16044095351.787537	7937993344.615723	847913023.8291016
7254.901960784314	17773354866.09912	10199405526.083008	1275113299.5263672
7450.980392156863	19485655058.164	12996754127.85791	2096557012.8154297
7647.058823529413	21965039574.808655	16393316429.910645	3491389869.328125
7843.137254901962	23981114291.469543	20434725528.2583	5339024167.665039
8039.2156862745105	26354177679.934753	25237937940.226562	8453493895.311523
8235.29411764706	28620652281.397644	30098118282.265625	13395159524.645508
8431.372549019608	29941581439.781616	35347598218.58301	21589900163.52539
8627.450980392157	31053712462.581116	40547771763.31201	32458852539.652344
8823.529411764706	32107945151.342896	45638335279.49219	46318518656.666016
9019.607843137255	32698789227.547546	49505986672.87012	59931163979.734375
9215.686274509804	32988506880.441162	51921626972.740234	69996779450.91016
9411.764705882353	32415415145.436584	53144168359.61719	70674760313.62695
9607.843137254902	31306820936.28247	51582471343.8418	65600991636.50781
9803.921568627451	30107932899.674194	49060238990.28223	59281511662.375
10000.0	28363943899.145996	44704215382.825195	52652073168.99219
10196.078431372549	26650114614.57007	39964050026.92578	46914386124.708984
10392.1568627451	24291538058.137085	34255953929.38965	40390311489.47461
10588.235294117649	22127997971.258118	28239485421.30078	32256548570.970703
10784.313725490198	19938919377.166016	23014665735.04004	26653230355.089844
10980.392156862747	17918865913.178772	17669994555.21582	20938560943.726562
11176.470588235296	15757350313.848572	13371986463.84961	15478288636.113281
11372.549019607844	13802059767.248047	10241379551.637695	11281597934.832031
11568.627450980393	12254861785.120667	7473427803.6796875	8943184753.101562
11764.705882352942	10506410980.96045	5388627760.0234375	6548101176.6953125
11960.784313725491	8978242567.86493	3789855309.9316406	4633215383.09375
12156.86274509804	7738715060.256226	2650698411.40625	3080304618.3632812
12352.94117647059	6722762085.232788	1850806288.296875	2339157290.4453125
12549.019607843138	5958799161.583862	1231582267.3164062	1685738742.3203125
12745.098039215687	5109420688.628784	914871923.9511719	1146866946.6757812
12941.176470588236	4455821416.287964	591641554.8320312	714350762.3085938
13137.254901960785	3854669386.2730713	455207817.3828125	587274695.6679688
13333.333333333334	3395141823.560913	343164852.0390625	455457843.2890625
13529.411764705883	2908510535.5775146	249158045.34179688	343455979.03125
13725.490196078432	2540691952.7629395	169707542.30078125	183434909.90625
13921.56862745098	2247837862.894043	126331790.34375	117692993.98046875
14117.64705882353	1965077072.6221924	100289221.02734375	125819392.16796875
14313.725490196079	1735739385.9558105	73134422.72265625	105042843.62109375
14509.803921568628	1547237546.5458984	40322040.021484375	52923569.421875
14705.882352941177	1375583972.9630127	42001428.76171875	77040600.58984375
14901.960784313726	1291790445.3962402	36716792.857421875	63697041.359375
