X Mean	Y Upper Quartile	Y Median	Y Mean	X Center	Y Lower Quartile	Count	Y Std
3.6223781630891687	12275.981670994852	10287.896160261907	10309.183924841676	3.6216678344652173	8324.337779197627	946	2561.7084282194387
3.661333483916745	12496.692093589318	10422.45613317428	10348.958391495367	3.660883520739727	8361.996545857246	1198	2600.187084361185
3.700796789665703	12532.407495240343	10612.613982328452	10462.508234735662	3.700099207014237	8383.547721192015	1468	2557.9290504584915
3.7398462922454545	12516.14429720773	10400.402897400025	10353.373127405896	3.7393148932887468	8258.90576377421	1808	2590.0294708404044
3.779326118906707	12517.326383992136	10412.922989667377	10393.79640036388	3.778530579563257	8384.904455334156	2238	2595.169022623485
3.8180243121407424	12243.105462482925	10201.065145579052	10207.724478231354	3.8177462658377666	8247.206370627417	2920	2535.1652884144473
3.857965231539714	12307.44630694195	10305.959574894994	10269.565510817507	3.856961952112276	8265.377496980112	3583	2562.3396885617344
3.896931915236822	12182.306628092727	10124.973505558612	10174.09324335823	3.896177638386786	8194.15730508353	4657	2525.450287706401
3.9360692469402108	12155.688111719839	10114.437304524552	10163.282867635497	3.9353933246612955	8230.935282008615	5737	2515.12226813487
3.9755127460760527	12011.572398662545	9989.640151174211	10082.71715903494	3.9746090109358057	8221.5581283581	7329	2467.5985095426204
4.014653518673304	11946.948756365664	9971.471472023788	10056.705098911489	4.013824697210316	8133.305119623799	9609	2479.666568537678
4.0540061910749365	11900.053960346837	9942.62423130545	10018.767310057963	4.053040383484825	8120.775794303339	12421	2456.8414708598116
4.093099876027303	11765.985888600508	9833.961745607656	9949.278278203752	4.092256069759335	8091.459497066405	16270	2427.790244079513
4.132489502280879	11582.759272337775	9706.25308997688	9844.893794459425	4.131471756033845	8053.803405577619	21826	2384.9040616819566
4.171586567385843	11467.019950981809	9611.194157639005	9765.083369663675	4.170687442308354	7988.068541504998	29009	2362.8860214361407
4.210779648430558	11272.176655699273	9502.182520659	9655.110757851984	4.209903128582864	7938.243326604435	38095	2297.7738703062505
4.249864598002716	11105.740887379943	9417.577140117568	9561.787152467094	4.249118814857374	7895.421958776704	49098	2258.4554307776734
4.2889077734773675	10980.193578384857	9342.335631831413	9481.156405852304	4.288334501131884	7843.741167222897	61046	2224.330303427301
4.328064589702008	10852.622184167994	9249.004699968043	9406.706352462199	4.327550187406394	7822.698738537242	72336	2173.7313713134113
4.36713474549474	10716.583555467718	9201.145442835756	9339.086341703409	4.366765873680904	7807.343474155288	82162	2121.3361877150855
4.406100957431709	10594.826465354396	9130.716714782793	9266.020181830254	4.405981559955413	7792.317702689443	88648	2065.9619858505694
4.445278453626761	10480.186572726408	9089.54193341568	9216.672119612966	4.445197246229924	7809.955177601999	92303	2005.5419514671974
4.48442860688255	10397.041183483017	9054.659904001455	9172.546433056561	4.4844129325044335	7795.875026301901	93895	1960.212616242027
4.523584785160434	10329.956659301106	9042.628807118956	9153.062719091571	4.523628618778943	7844.315706095384	93378	1905.2901836882984
4.562702208781052	10294.665616956006	9054.037520402388	9155.797728136213	4.562844305053453	7886.051754312553	91332	1865.5430933470686
4.601807886771147	10286.628182747936	9089.774868432238	9175.360315815085	4.6020599913279625	7952.618902331682	86702	1816.9055317968216
4.640948652828621	10273.769892014721	9128.040819748363	9196.124985676619	4.641275677602472	8024.567384228891	80140	1762.1737854885848
4.6800007801262105	10259.909554762078	9157.818492269616	9215.447796441595	4.680491363876982	8088.911455907349	70364	1724.3055059361382
4.719398429606427	10180.448943197414	9148.769046211803	9193.4655533814	4.7197070501514915	8143.174137084878	63067	1630.3710499472745
4.75902160687239	10132.131893862286	9167.682851046244	9196.819097213503	4.758922736426001	8209.858561253011	60673	1545.9344191668954
4.798338035063575	10117.004622615865	9201.73635779168	9218.454040161192	4.798138422700512	8303.37027807574	63765	1462.796870172575
