[N II] Delta T	T1	T2	T3
-4901.9607843137255	7549660.935907197	13371691.651104618	43021737.367713906
-4705.882352941177	9236210.462544063	16889224.76046034	27883295.389743857
-4509.803921568628	4529355.862449733	0.0	32859569.37537084
-4313.725490196079	5344728.548321408	5377796.797268492	39816188.249374285
-4117.64705882353	15881309.160059886	0.0	37291093.24485686
-3921.5686274509803	8269310.060521871	2405194.9237305494	14265875.030200373
-3725.490196078431	15259230.034041671	10866359.291317074	17590962.66910221
-3529.411764705882	21231344.649596035	7554509.703356965	24579153.393158764
-3333.333333333333	25092856.243210107	9396973.247522837	52186254.07830957
-3137.254901960784	30933461.12704419	5194954.755479081	49247932.13359401
-2941.176470588235	37048500.37104917	11213073.31027308	53823166.780453324
-2745.098039215686	43619415.95434969	12509446.749527387	44709092.80837849
-2549.0196078431372	72805032.57014741	32626887.82675241	58010142.51091368
-2352.9411764705883	132815468.67662834	27622418.66048909	50321242.57344478
-2156.862745098039	145813898.65090305	35250529.95309208	92208195.08053993
-1960.78431372549	255237432.853221	34796680.557401314	143507259.60243472
-1764.705882352941	330225272.0621429	99556772.25275537	220369557.30319244
-1568.627450980392	550169317.3066877	144365446.50478467	229088377.8251025
-1372.5490196078429	760312384.857581	243369723.58824283	321979603.50496703
-1176.4705882352937	1116649517.9298868	525341383.81263775	390361979.036025
-980.3921568627447	1583174446.8236268	993555620.6148272	724403129.5172614
-784.3137254901958	2157254413.872361	1794252368.7480843	1219158539.8695269
-588.2352941176468	2878724246.5966473	2973486704.1934104	2363771879.880619
-392.1568627450979	3432187390.045368	4482066497.599779	4094200067.654617
-196.07843137254895	3896242383.3606725	5946620755.591706	6327633857.025787
0.0	4088791954.196437	6665888220.649076	7407727850.688232
196.0784313725494	3833861809.408689	5855543879.226457	6373326386.215397
392.1568627450988	3503799133.382124	4480160594.7401705	3881629192.566802
588.2352941176478	2933125313.4678383	2624532214.5125375	2259372766.160977
784.3137254901967	2221848597.569503	1378273438.037602	964000847.1690905
980.3921568627457	1512288880.9517121	771834103.3603699	452405739.08210045
1176.4705882352946	1086177966.3983753	331804555.94338554	169515297.0136148
1372.5490196078435	709964477.1201938	146620136.51102167	137801819.54091027
1568.6274509803925	461076730.71232796	66904372.49147807	59545772.83371273
1764.7058823529414	291290806.15930486	22468228.938104577	64264413.738243416
1960.7843137254904	189328478.14629397	16024582.149286076	20255829.665728126
2156.8627450980393	114664907.64554273	5679855.959866518	30995475.518254265
2352.9411764705887	60725077.2258147	6343500.884083655	4751645.889050179
2549.019607843138	28578156.577845667	3707794.811366643	17043075.890256662
2745.098039215687	21416665.67087045	0.0	8253202.69369215
2941.176470588236	7817773.72086292	0.0	30188293.42898208
3137.254901960785	6295298.607911621	0.0	10901712.11298057
3333.333333333334	5783121.424044616	0.0	11340569.938678283
3529.411764705883	5015260.035122056	2195092.8912070426	10744407.889277752
3725.490196078432	900170.7197357415	0.0	10461267.08188989
3921.568627450981	3897923.419205279	0.0	5382053.831331009
4117.64705882353	2863323.6793722752	0.0	5545854.0799641255
4313.725490196079	1011159.6551213189	0.0	11691799.85433003
4509.803921568628	6087667.312906336	0.0	0.0
4705.882352941177	891845.0585186136	0.0	4415418.47033884
4901.9607843137255	1233061.6284755704	0.0	13082616.8167472
