log10[ N([S II]) ]	T1	T2	T3
2.0294117647058822	3058318.513671875	0.0	0.0
2.0882352941176467	5012141.453125	0.0	0.0
2.1470588235294117	9351322.798828125	0.0	0.0
2.2058823529411766	12663991.482421875	0.0	0.0
2.264705882352941	26613437.442382812	0.0	0.0
2.3235294117647056	47988083.52832031	0.0	0.0
2.3823529411764706	99353886.79492188	0.0	0.0
2.4411764705882355	179584761.2548828	0.0	0.0
2.5	360471909.6328125	0.0	0.0
2.5588235294117645	764647084.8134766	559521.71875	0.0
2.6176470588235294	1777053092.4404297	0.0	0.0
2.6764705882352944	3816092946.6728516	11810797.15625	0.0
2.735294117647059	6825557555.788086	61052320.5859375	0.0
2.7941176470588234	9644568481.922852	249783641.96875	0.0
2.852941176470588	11325907116.920898	787101608.2890625	1138304.03125
2.9117647058823533	12674567745.077148	1717147317.921875	5898057.25
2.9705882352941178	13874027115.705078	2930374222.2265625	7845898.3125
3.0294117647058822	14527592090.554688	5047113861.7265625	65395252.46875
3.0882352941176467	13079421751.889648	7590787649.09375	316378310.984375
3.147058823529412	10262307094.458008	10648617558.96875	1080647580.015625
3.2058823529411766	7325234641.201172	14939163465.148438	2791378029.890625
3.264705882352941	4585070776.754883	18356378930.492188	6740362456.234375
3.3235294117647056	2525698317.046875	18393275602.070312	10545737963.796875
3.3823529411764706	1136161167.5332031	14375051256.15625	12016369695.203125
3.4411764705882355	558192930.4248047	9535141753.71875	13714958125.640625
3.5	251231878.50390625	6193594713.0703125	14461025015.046875
3.5588235294117645	92307973.54492188	3797536770.125	13424038622.921875
3.617647058823529	36102380.599609375	2264952462.8125	10184831652.6875
3.6764705882352944	15463275.75390625	1297507357.75	7609684373.15625
3.735294117647059	2375996.07421875	659793979.6875	5845168450.828125
3.7941176470588234	1081509.453125	307358336.53125	5026022675.109375
3.852941176470588	526387.625	120471711.890625	3939269013.203125
3.9117647058823533	1010569.421875	44961655.71875	3099541818.875
3.9705882352941178	0.0	16912394.15625	2131396122.78125
4.029411764705882	0.0	5497594.71875	1325069097.921875
4.088235294117647	0.0	1607965.78125	743373960.046875
4.147058823529411	0.0	774349.25	353443320.59375
4.205882352941176	0.0	0.0	218663243.046875
4.264705882352941	0.0	0.0	96358511.6875
4.3235294117647065	0.0	0.0	44857741.859375
4.382352941176471	0.0	772064.546875	25836120.8125
4.4411764705882355	0.0	0.0	12573591.0625
4.5	0.0	0.0	9912266.375
4.5588235294117645	0.0	0.0	5868994.65625
4.617647058823529	0.0	1291060.421875	0.0
4.6764705882352935	0.0	0.0	1133425.875
4.735294117647059	0.0	0.0	0.0
4.794117647058823	0.0	0.0	0.0
4.852941176470589	0.0	0.0	0.0
4.911764705882353	0.0	0.0	0.0
4.970588235294118	0.0	0.0	1462263.5
