Count	Y Median	Y Mean	Y Lower Quartile	X Center	Y Upper Quartile	X Mean	Y Std
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
0	nan	nan	nan	3.700099207014237	nan	nan	nan
0	nan	nan	nan	3.7393148932887468	nan	nan	nan
0	nan	nan	nan	3.778530579563257	nan	nan	nan
32768	17.95944641181086	17.95944641181086	11.258192811365916	3.8177462658377666	24.660700012255802	3.821284249541161	6.701253600444944
0	nan	nan	nan	3.856961952112276	nan	nan	nan
0	nan	nan	nan	3.896177638386786	nan	nan	nan
16384	-11.178136673293011	-11.178136673293011	-11.178136673293011	3.9353933246612955	-11.178136673293011	3.9399045451859838	0.0
0	nan	nan	nan	3.9746090109358057	nan	nan	nan
16384	-11.27276112605432	-11.27276112605432	-11.27276112605432	4.013824697210316	-11.27276112605432	4.020243996710199	0.0
16384	7.65109968537854	7.65109968537854	7.65109968537854	4.053040383484825	7.65109968537854	4.057481790901462	0.0
65536	-1.373336371604637	-2.01578369778872	-2.5148169144581516	4.092256069759335	-0.8743031549352054	4.100693041314061	1.927295247523123
16384	-2.6914237296432475	-2.6914237296432475	-2.6914237296432475	4.131471756033845	-2.6914237296432475	4.14453393859531	0.0
16384	4.072551364335595	4.072551364335595	4.072551364335595	4.170687442308354	4.072551364335595	4.170111761708382	0.0
81920	6.003434501908487	3.45832042752354	1.692260594491927	4.209903128582864	9.578189273265707	4.213438798124671	10.747008091145343
131072	0.4136699166874678	-0.46441750973747276	-5.367530472582075	4.249118814857374	3.4415197877231094	4.252465892063961	6.1559486956889735
81920	1.3600200586570281	-2.8334117998940203	-9.13076813085172	4.288334501131884	2.26599701815303	4.290217489049804	6.478864833259792
147456	0.9161682041876702	1.9795083563233977	-0.5524878069309125	4.327550187406394	4.691313921459368	4.33154669285486	4.650455614189564
81920	3.056011794911683	2.1833480777424485	2.2222785509293317	4.366765873680904	3.9711429607268656	4.363807250490192	3.0385885358786786
131072	0.29137784608155926	0.05806482276159386	-3.294553568748597	4.405981559955413	2.2797992336738844	4.396035748298051	3.4053210456858816
131072	0.13305927467945367	0.6643077099537322	-3.797412409583785	4.445197246229924	6.1478107032037315	4.449330363777478	5.277506529227686
147456	-2.5393957819524076	-0.15433939785442716	-6.160195531872887	4.4844129325044335	3.480003011180088	4.481494851783839	6.429231496914105
114688	-2.3492531955043887	0.8754201898104189	-4.034525624255366	4.523628618778943	3.114136148160469	4.523287848008816	6.858906282154445
98304	-4.075831889368146	-3.438900504928673	-6.60995849336723	4.562844305053453	-1.0547094509929593	4.5647576903399685	3.1526869152157655
163840	0.2472999881083524	-3.423188515917809	-5.77034261983863	4.6020599913279625	2.1021077818149934	4.5982682199726845	9.405614678898537
49152	-6.394072879695159	-3.9436041449971526	-13.556879144267441	4.641275677602472	8.120139588971142	4.638622864473647	9.017645038297358
32768	-0.2520820036083933	-0.2520820036083933	-1.3079394792375751	4.680491363876982	0.8037754720207886	4.6849257260770205	1.0558574756291819
98304	0.390926591947391	3.255642106305004	-2.8513420728104393	4.7197070501514915	12.361184893023164	4.717189022351177	9.096726781843934
114688	4.311668156971791	2.2622171343110886	-0.5287555587383395	4.758922736426001	10.101080298068155	4.764903677173561	13.847098502832225
98304	-10.799438662725152	-8.63378202721924	-14.760429053749249	4.798138422700512	-1.0869728627185395	4.7953249864466345	8.798957159812133
65536	-0.74524384389224	0.7269426588168244	-5.8076607355901615	4.837354108975021	5.789359550514746	4.826544631176074	11.01790129233935
65536	5.743052893736603	7.141366722489238	-0.44838976827077204	4.876569795249531	13.332809384496613	4.875143610396347	8.391436628510068
65536	-0.33443185477881343	-1.4655689513315338	-9.283411171250009	4.915785481524041	7.483410365139662	4.9118615223713915	10.965093081052828
65536	-3.153724009799589	-1.6335867968450657	-5.5677866159849145	4.955001167798551	0.7804758093402597	4.9529930457605875	6.261043318981795
0	nan	nan	nan	4.994216854073061	nan	nan	nan
180224	-5.548326223681215	-1.1085901857221954	-9.172988795161473	5.033432540347571	6.089691601744562	5.028415301934113	8.974473076163795
49152	-8.040361314104302	-6.185634978638821	-11.672569901194947	5.07264822662208	1.156026279382786	5.073267823018139	5.39896455045998
98304	7.3477353185348875	4.935366831854329	0.19452166180417407	5.11186391289659	8.717800658103442	5.12129576359365	4.529386325540145
81920	-1.9712596818953898	6.1022220827431735	-4.03373517455293	5.1510795991711	1.980449087526722	5.155400801541021	17.789331365150005
65536	-1.901029952882709	0.4421694414631929	-3.9974209523811624	5.190295285445609	2.5385604409616462	5.200715825512824	5.58071394497874
32768	-9.215225051982088	-9.215225051982088	-13.906330514468209	5.229510971720119	-4.524119589495967	5.225837450667264	4.691105462486121
16384	36.04836130789408	36.04836130789408	36.04836130789408	5.268726657994629	36.04836130789408	5.281254229715615	0.0
32768	-3.8330425986259797	-3.8330425986259797	-12.139273813663749	5.307942344269139	4.4731886164117896	5.305606226754528	8.30623121503777
0	nan	nan	nan	5.347158030543649	nan	nan	nan
32768	-6.783165534422551	-6.783165534422551	-15.122566062524129	5.3863737168181585	1.556234993679027	5.4003030598782	8.339400528101578
0	nan	nan	nan	5.425589403092668	nan	nan	nan
0	nan	nan	nan	5.464805089367179	nan	nan	nan
0	nan	nan	nan	5.504020775641688	nan	nan	nan
0	nan	nan	nan	5.543236461916198	nan	nan	nan
0	nan	nan	nan	5.582452148190708	nan	nan	nan
