[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	0.0	0.0	0.0
-1.2941176470588234	0.0	0.0	0.0
-1.2352941176470589	0.0	0.0	0.0
-1.176470588235294	0.0	0.0	0.0
-1.1176470588235294	0.0	0.0	0.0
-1.0588235294117647	0.0	0.0	0.0
-1.0	0.0	0.0	0.0
-0.9411764705882353	0.0	0.0	0.0
-0.8823529411764706	168674.2578063313	0.0	435467.33133544604
-0.8235294117647058	313379.12709691806	0.0	0.0
-0.7647058823529412	0.0	0.0	369262.5649693016
-0.7058823529411765	0.0	0.0	0.0
-0.6470588235294118	173352.08704106108	0.0	2362503.5360937556
-0.5882352941176471	321134.9731454936	280999.449798496	1558786.5981561341
-0.5294117647058824	150218.41731638828	720718.3543508963	1777771.750700295
-0.47058823529411764	159217.22565514228	686780.4857273288	4842508.325500357
-0.4117647058823529	1454413.0018790273	1412078.8803239735	10008054.617024813
-0.3529411764705882	4747068.685520111	5043501.709734512	12769999.121474784
-0.2941176470588235	11657058.36458362	13491557.30291252	31411394.339804713
-0.23529411764705876	52346545.43250583	62996224.67389144	80263650.99941875
-0.17647058823529405	174262627.01881173	199215082.61586758	208161009.4047235
-0.11764705882352944	453848900.0118723	507922764.41573584	509758298.3781465
-0.05882352941176483	803836491.275992	878299517.4193412	826409179.619944
-1.1102230246251565e-16	971189610.5454752	981014538.6404442	887914423.555224
0.05882352941176461	767242463.9957243	751309092.516338	630034589.0530461
0.11764705882352933	435344814.8568377	404664513.097503	377489536.95695275
0.17647058823529405	215678716.7595536	190253633.21687505	204460990.51400322
0.23529411764705876	87306508.0795486	97519511.95571896	99913190.69102639
0.2941176470588235	41016517.32034427	40135714.222964436	61345521.67487254
0.3529411764705882	19747230.778351977	21782899.801603496	40165694.99656702
0.4117647058823529	11558524.334438693	11036681.010860179	22991645.312130455
0.47058823529411764	7076034.368360324	7446737.072374177	13829887.833687767
0.5294117647058822	4052633.1737965336	3605244.2921141237	13791871.140472835
0.588235294117647	1481098.7270788741	3682036.369288416	8249143.20443419
0.6470588235294117	1887724.650542589	3998750.441133219	5325626.055634428
0.7058823529411764	592744.5989652136	1351914.3566928979	6623841.090053188
0.7647058823529411	541694.0956964457	260741.39265228529	3581430.1083649816
0.8235294117647058	334557.35765701503	1449292.7188462114	1915395.2636213
0.8823529411764706	832248.7138941721	1086259.104359323	1468120.2168056585
0.9411764705882353	124245.62081226551	1015203.5518971614	1051948.0974013587
1.0	0.0	1133528.754956093	0.0
1.0588235294117647	305144.7784677688	227199.0706030124	0.0
1.1176470588235294	0.0	0.0	0.0
1.1764705882352942	111576.20367903792	220279.68811384868	0.0
1.2352941176470589	0.0	0.0	0.0
1.2941176470588234	0.0	0.0	0.0
1.352941176470588	0.0	0.0	0.0
1.4117647058823528	0.0	0.0	0.0
1.4705882352941175	0.0	0.0	0.0
