X Mean	Y Upper Quartile	X Center	Y Lower Quartile	Y Mean	Y Std	Y Median	Count
3.623140158386409	0.49727919539311216	3.6216678344652173	-0.8722437490832688	-0.04386248264490636	0.8156027166468327	0.07200465357021367	284
3.6628765652724335	0.5897418350971702	3.660883520739727	-0.7908967784607861	-0.0940098608126933	0.8133384031145311	-0.09465924483489821	332
3.7012633592566204	0.4890406180222384	3.700099207014237	-0.544466032904968	-0.02447358169613002	0.7632273040916094	-0.11514470303188083	440
3.7389697735885137	0.50783074442037	3.7393148932887468	-0.7085447358163746	-0.06864357446844313	0.787228796260501	-0.059694648647096143	608
3.7795678050689543	0.5328509413638828	3.778530579563257	-0.6298720003647071	-0.03845335946124164	0.802159671200394	-0.0228143553336826	712
3.817822874982663	0.45978610244884877	3.8177462658377666	-0.7155992968720919	-0.09590275644677247	0.7898003646041508	-0.10807849347525125	1020
3.8570175962775193	0.6258401138688466	3.856961952112276	-0.5459607581757802	0.03724091364811324	0.7398588348972239	0.04267055073922997	1296
3.895971425360238	0.47908677482809153	3.896177638386786	-0.6356639085570834	-0.0783243003598153	0.7712450234318532	-0.10586031185574815	1548
3.9371723426911007	0.5724008761629511	3.9353933246612955	-0.6092264243602684	0.007842687988073268	0.7651081674150376	0.016643327426757004	1884
3.9747674975093976	0.5592932776709522	3.9746090109358057	-0.6790096358495812	-0.042669637799674344	0.778945048813966	-0.02791593095937372	2208
4.015479010386851	0.5364033179270423	4.013824697210316	-0.6154444272494858	-0.02785744802967844	0.7692538872530733	-0.04539731672901583	2928
4.053943514408007	0.5151255536741317	4.053040383484825	-0.7323801167445971	-0.07809467277018255	0.7761760048274169	-0.0596723451467247	3688
4.093188283612542	0.4888759234094188	4.092256069759335	-0.5801531162229101	-0.03913408205327092	0.7447493862324627	-0.06208968861963803	4772
4.132577032819023	0.5235423126622296	4.131471756033845	-0.5984972832706208	-0.0409293140109389	0.7567863393342222	-0.04529119237589098	7392
4.171915521525617	0.49634537800292566	4.170687442308354	-0.5828232642919443	-0.03593865895096696	0.7429993934911161	-0.0436632993481645	10108
4.211339024947627	0.46382831020353515	4.209903128582864	-0.608723197723755	-0.05591287339115938	0.7292184922036269	-0.059736494385781234	15556
4.2501428549380025	0.4907121208434381	4.249118814857374	-0.5529036738613372	-0.02399938246845098	0.7261661400105228	-0.02678223419815048	20364
4.289030415062241	0.4625826796963186	4.288334501131884	-0.5819547880461902	-0.051646431682712816	0.728761054446668	-0.05468237475644643	26824
4.327845296207753	0.47457840973448606	4.327550187406394	-0.5437381563613575	-0.0318013111259298	0.7186832552678193	-0.044375501929132075	32040
4.3668584872169784	0.4879539378057411	4.366765873680904	-0.5614659719722237	-0.031348235186483685	0.7201291969600135	-0.020347084062229733	36636
4.406527946125228	0.4557913117259989	4.405981559955413	-0.5436840020687703	-0.02919593586812517	0.7042164865815661	-0.026474168839137474	39456
4.445284215573658	0.4571835081839933	4.445197246229924	-0.5046649073160134	-0.017054768876813103	0.696265924746614	-0.003170850632385782	41892
4.484249116926181	0.45229287983995903	4.4844129325044335	-0.49734118571002034	-0.019540399347285884	0.6964957805751315	-0.014617705767490129	42996
4.523678462972665	0.4417313116918567	4.523628618778943	-0.49960176176876736	-0.025993636606354634	0.6913735008332118	-0.01765868631735179	43176
