X Mean	Y Mean	Count	Y Lower Quartile	X Center	Y Std	Y Upper Quartile	Y Median
nan	nan	0	nan	2.0294117647058822	nan	nan	nan
nan	nan	0	nan	2.0882352941176467	nan	nan	nan
nan	nan	0	nan	2.1470588235294117	nan	nan	nan
nan	nan	0	nan	2.2058823529411766	nan	nan	nan
nan	nan	0	nan	2.264705882352941	nan	nan	nan
nan	nan	0	nan	2.3235294117647056	nan	nan	nan
nan	nan	0	nan	2.3823529411764706	nan	nan	nan
nan	nan	0	nan	2.4411764705882355	nan	nan	nan
nan	nan	0	nan	2.5	nan	nan	nan
nan	nan	0	nan	2.5588235294117645	nan	nan	nan
nan	nan	0	nan	2.6176470588235294	nan	nan	nan
nan	nan	0	nan	2.6764705882352944	nan	nan	nan
nan	nan	0	nan	2.735294117647059	nan	nan	nan
nan	nan	0	nan	2.7941176470588234	nan	nan	nan
nan	nan	0	nan	2.852941176470588	nan	nan	nan
nan	nan	0	nan	2.9117647058823533	nan	nan	nan
nan	nan	0	nan	2.9705882352941178	nan	nan	nan
3.020841633315282	8307.509491238536	122	8275.958917130778	3.0294117647058822	32.07210653220878	8340.111751149883	8275.958917130778
3.0981823239315704	8265.47878681144	256	8242.718890237918	3.0882352941176467	48.512568101883694	8281.298294396323	8258.538397822804
3.129254362858784	8200.22363451925	175	8197.7646177927	3.147058823529412	19.707526246403766	8212.123104694485	8199.480531994674
3.2151181994476796	8322.27060857092	291	8282.131474511856	3.2058823529411766	100.54757923648354	8417.730785466783	8378.969346461003
3.2678208497199797	8258.302951835034	288	8149.760391963186	3.264705882352941	170.6055980274856	8455.360481888969	8196.17249529291
3.323995397056213	8244.79005723554	911	8194.208983851473	3.3235294117647056	83.24194285981004	8300.972974986713	8246.416220661962
3.385284425114756	8285.347771863304	1563	8183.252167801953	3.3823529411764706	143.81833020760217	8344.391756129713	8283.586625787233
3.443473907762769	8267.892258375377	2183	8151.522227892237	3.4411764705882355	135.43665307871242	8364.233563305039	8237.413080331997
3.502506394265575	8245.041230561175	3104	8170.421920398719	3.5	132.408206019277	8324.514589946717	8225.401774712964
3.5585872791066473	8315.587947328067	4035	8213.071269120504	3.5588235294117645	137.25489241167097	8418.831221513015	8326.042661415288
3.6175580831740586	8312.602180144035	4926	8215.220292691758	3.617647058823529	146.80698392249502	8397.303967458485	8324.588103952114
3.6763834363240386	8353.07664573268	5057	8267.139762033114	3.6764705882352944	156.31043167644077	8463.447412546173	8335.475447442917
3.737141049477141	8384.418024529692	4715	8299.543478822494	3.735294117647059	162.07715646366256	8483.32393229497	8396.635350775772
3.7930720145606163	8410.533457757027	5425	8284.024044176298	3.7941176470588234	165.78479796859182	8519.659625395943	8387.210643104614
3.8560902735337863	8475.912330780455	5228	8332.806130433228	3.852941176470588	183.53178590972763	8610.78801662381	8454.177739934772
3.9101657800719933	8534.853311394925	4914	8384.736035365	3.9117647058823533	180.93735004790864	8667.778430776165	8546.768837009156
3.966735059175628	8644.946023017392	3042	8508.914855626785	3.9705882352941178	205.35638348955965	8812.463827900583	8654.807794124674
4.025969882928908	8641.129697218608	2840	8418.384912861877	4.029411764705882	242.7842525273451	8867.390197510984	8711.422724670529
4.090787707482025	8757.807192478069	2148	8617.085637245762	4.088235294117647	193.71092999616636	8885.274376411764	8810.94132548351
4.14611520196122	8767.626261666808	2193	8688.77012289028	4.147058823529411	192.13092806777385	8898.882395759088	8798.866593148936
4.20408706154918	8838.942870376872	1516	8766.948547616224	4.205882352941176	147.62564077450392	8977.659413638068	8828.751204631395
4.26181206226976	8853.24188269249	960	8772.910257509164	4.264705882352941	104.93744021737075	8913.868401185433	8850.378390159927
4.325176165953234	8817.2316935967	789	8713.800514154345	4.3235294117647065	119.14586560777727	8906.342609754573	8851.97088250727
4.385445833907612	8760.783161498173	320	8716.687210922222	4.382352941176471	60.61513031912696	8807.160020540763	8770.137521021821
nan	nan	0	nan	4.4411764705882355	nan	nan	nan
4.47793558623455	8848.349815143389	64	8848.349815143389	4.5	0.0	8848.349815143389	8848.349815143389
nan	nan	0	nan	4.5588235294117645	nan	nan	nan
nan	nan	0	nan	4.617647058823529	nan	nan	nan
nan	nan	0	nan	4.6764705882352935	nan	nan	nan
nan	nan	0	nan	4.735294117647059	nan	nan	nan
nan	nan	0	nan	4.794117647058823	nan	nan	nan
nan	nan	0	nan	4.852941176470589	nan	nan	nan
nan	nan	0	nan	4.911764705882353	nan	nan	nan
nan	nan	0	nan	4.970588235294118	nan	nan	nan
