[S III] Delta T	T1	T2	T3
-4901.9607843137255	16212766.695202395	17254365.478521947	7809186.560614686
-4705.882352941177	14785811.260522595	19064396.914036058	3466032.61878528
-4509.803921568628	9164450.348685984	18590610.96345818	18201525.725227147
-4313.725490196079	7627840.2924156105	0.0	10485185.70822857
-4117.64705882353	4578134.679352503	10267035.371030536	12189415.372910062
-3921.5686274509803	2804211.6819712394	4994389.496629778	11053740.853182148
-3725.490196078431	6018684.360751221	8765404.84881483	7277331.961235677
-3529.411764705882	9397151.093133733	14057521.845971283	6870591.151302804
-3333.333333333333	2176039.691550871	2496457.8272128585	7275876.149020208
-3137.254901960784	8422430.132286606	2888046.533392392	6685599.61016467
-2941.176470588235	5070906.109756747	9289472.786580967	11929084.407471893
-2745.098039215686	9702183.021779988	16867213.322281472	21996766.990405846
-2549.0196078431372	4713955.7651286675	15869176.018699799	12348553.549669964
-2352.9411764705883	6034551.677982037	11578620.385146348	7820002.0873910785
-2156.862745098039	8764040.709286606	9715735.044329053	7666448.066584408
-1960.78431372549	9443499.116873223	6775925.568229296	24582838.1180397
-1764.705882352941	9684049.884548873	30020581.01677006	28362675.33646713
-1568.627450980392	9203175.764457421	24385828.416475236	32651090.695078567
-1372.5490196078429	25406311.850742508	13468531.621788409	26394820.58283124
-1176.4705882352937	31766706.77370476	31536135.549953356	33249229.963281855
-980.3921568627447	96964726.07876866	116514767.70378345	84343267.3107361
-784.3137254901958	316390197.665728	191222127.56281814	195412768.65710574
-588.2352941176468	875392403.9519826	722954596.5391275	603580218.8808175
-392.1568627450979	2185239266.8840265	1986209245.7168875	1605099565.903214
-196.07843137254895	3902591650.3500133	4531198698.581335	4367330451.653869
0.0	5122134049.480501	6425201419.733746	7277943433.750002
196.0784313725494	4045401141.5383315	4519981996.664437	4738847446.277462
392.1568627450988	2181748901.1375175	2045170347.3256004	1547103428.1160598
588.2352941176478	1018524892.2379022	698897646.4081098	544549566.5840342
784.3137254901967	451930261.49791783	295185427.51811737	163320034.89554945
980.3921568627457	271207063.6939551	141249538.5475007	88193892.53808716
1176.4705882352946	213569691.2728736	88453028.61700493	60070693.81376462
1372.5490196078435	210336414.4810052	93774221.69401787	38954936.381374516
1568.6274509803925	162012773.61474085	89058171.35393131	33455993.685230017
1764.7058823529414	166317164.47245523	68558203.23676051	26772105.845060743
1960.7843137254904	145022012.58202374	75810271.63359402	29576046.919056024
2156.8627450980393	87547565.9231623	32835031.67162652	22103252.85166856
2352.9411764705887	73546493.69389646	25100227.266192626	11849459.280907705
2549.019607843138	50383359.33988895	15659026.320631715	22496503.287566844
2745.098039215687	13260867.273194073	24048730.243474457	15309895.665106168
2941.176470588236	24021312.856241077	10470552.360531397	16244203.740253367
3137.254901960785	11959660.850301795	14613881.05507103	21988523.01473725
3333.333333333334	11365273.215028346	8263466.087046791	6421505.427180184
3529.411764705883	3640805.9152618367	12181978.062042622	13198090.96676546
3725.490196078432	2574015.3208876206	6967138.880334789	13079231.632454026
3921.568627450981	1080241.0004358958	2271157.5049600117	10464863.122596653
4117.64705882353	6895427.728703251	5525259.179778337	4797609.933727476
4313.725490196079	7788693.409162374	4200130.233551757	3020350.988380464
4509.803921568628	4409924.455403851	11270665.067895979	10384399.72598382
4705.882352941177	4268555.287322108	10643075.065218102	3781565.010776014
4901.9607843137255	16911552.36083506	6511114.6907134885	9800326.092518397
