[N II] Delta T	T1	T2	T3
-4901.9607843137255	1078338934.7184787	227715760.19613087	134772809.58998215
-4705.882352941177	1173036614.663529	241733317.61825216	130353816.37343389
-4509.803921568628	1293580803.526814	258426434.8809183	105451602.8540992
-4313.725490196079	1427820763.5157566	285153162.39248013	99867749.9538597
-4117.64705882353	1576789179.446659	316339905.2430372	77260327.00334392
-3921.5686274509803	1754470772.483045	321854778.6659201	84981210.9014446
-3725.490196078431	1972247572.928585	367454057.62132174	110647109.4706687
-3529.411764705882	2284797360.722042	324496251.4624955	102108998.74602306
-3333.333333333333	2673175347.5521517	482215265.4823263	129578677.17938413
-3137.254901960784	3192465246.723923	594927645.5082736	146390839.57552028
-2941.176470588235	3791148053.2683196	756887965.604875	176063432.4366093
-2745.098039215686	4611534789.49544	1015736815.3711264	180882605.25334424
-2549.0196078431372	5732396485.574567	1373871129.9796607	272661287.4751034
-2352.9411764705883	7117134750.958574	1962025641.5646062	351277367.6992607
-2156.862745098039	8762501162.51183	2868172247.164921	565314562.8028858
-1960.78431372549	10821792482.569912	4319258061.655712	772904625.374964
-1764.705882352941	13316656026.30727	6354190260.266764	1236582230.7651467
-1568.627450980392	16574206403.245972	9649619752.907917	2135828518.09462
-1372.5490196078429	20702266911.901447	14525558839.054667	3971354901.504588
-1176.4705882352937	25225278410.332535	21419572633.495903	7389990740.382774
-980.3921568627447	30711563211.2929	31006033341.443695	13821084883.746384
-784.3137254901958	35595540478.27439	43166842830.759995	26078895290.77863
-588.2352941176468	41733270346.36647	57590339970.81608	48904400373.823235
-392.1568627450979	46610137606.170494	72404366531.37247	85599595851.51575
-196.07843137254895	50523604649.44391	83169571004.36978	128903113420.40167
0.0	52426803394.19147	88365700285.5056	151364584015.3423
196.0784313725494	52120609591.78611	85154784440.67458	127579840817.72462
392.1568627450988	50472042136.26314	74910904061.45676	83395388544.03116
588.2352941176478	45936092794.78387	60936654675.67233	46216121084.248825
784.3137254901967	40877120309.23022	44933706623.395096	23500213352.458393
980.3921568627457	35772701231.75352	31679298036.539215	11129294666.655914
1176.4705882352946	29963122043.07274	20889207942.297268	5221155128.953179
1372.5490196078435	24945216326.5141	13656274612.06457	2395795338.1924562
1568.6274509803925	20083087541.42429	8618868615.145569	1183850142.1870136
1764.7058823529414	16159865310.58997	5212017249.493399	532816273.3561132
1960.7843137254904	12778262583.229843	3164056957.978408	283664050.5167198
2156.8627450980393	10307548270.775297	1842879793.9635391	162933830.34048337
2352.9411764705887	8139375941.0088625	1179906368.9937232	94630624.78572688
2549.019607843138	6512603701.103054	705104199.1621456	73924751.6580661
2745.098039215687	5266167824.056199	516021883.49146116	29132401.20702651
2941.176470588236	4221220814.886867	353863994.40333587	41201150.70094196
3137.254901960785	3463327392.96733	236626559.3413973	19166053.6339336
3333.333333333334	2910226375.4401174	198750458.86264655	35348082.183566906
3529.411764705883	2460128159.889746	158053058.06966648	12090063.883247662
3725.490196078432	2065156561.9199727	125915919.80336143	16666230.003520697
3921.568627450981	1795868232.5009885	118549826.7567556	24764320.89173162
4117.64705882353	1520201291.783307	97288786.15612406	29112341.8688477
4313.725490196079	1294264468.5994236	86316251.56582868	20596849.995965153
4509.803921568628	1143563289.4031928	86729047.24553315	15861786.321470078
4705.882352941177	1058693675.3543351	69777741.1642525	2509599.2061830303
4901.9607843137255	921757607.7892293	52661053.357674986	10320677.573892498
