X Center	X Mean	Y Std	Y Upper Quartile	Y Lower Quartile	Y Median	Count	Y Mean
3.6216678344652173	3.620580479699124	0.0918126279384636	0.04829729439591945	-0.0750712576443973	-0.01814176499747751	736	-0.025048198286191918
3.660883520739727	3.6625790633779447	0.07814956226622365	0.04146939832442157	-0.04234818893753355	-0.0076585762813303785	1344	-0.0010244934343868301
3.700099207014237	3.7012140747784903	0.06972454763521144	0.055835452943975815	-0.03283770800496376	0.01970429056404673	1728	0.013069491435068411
3.7393148932887468	3.7416668208611457	0.09710464219916548	0.04024450890548615	-0.052102491664056685	-0.0009748400421503188	3024	0.0026839633964712713
3.778530579563257	3.779836107353603	0.09105565047040862	0.05235811752583065	-0.0443214317356233	-0.0004865140903458349	3840	0.005961860954722489
3.8177462658377666	3.818551719145109	0.07503779886204616	0.046930044008172835	-0.04613579024556327	-0.002508955555530419	6224	0.0021591562337301582
3.856961952112276	3.857794179934615	0.07557041695664786	0.04104572644583464	-0.036979373276750466	-0.0010939790446968607	7344	0.006530165088607551
3.896177638386786	3.897140157654766	0.073142756170439	0.045336548701405466	-0.03249641565478978	0.00618739233129167	9264	0.009166316083445284
3.9353933246612955	3.9357388286294506	0.07432690772260742	0.04220644570161534	-0.033733601651663815	0.007126943281770895	11168	0.008301492690753288
3.9746090109358057	3.9747696844248295	0.06993792477143118	0.03858706893883944	-0.03555110078802681	0.00040030546551974357	12928	0.004385331032189889
4.013824697210316	4.014146260665741	0.06818239329156582	0.03516609705236191	-0.032476475568577336	0.00030731510746523854	15024	0.004044445128085089
4.053040383484825	4.053577696060871	0.06577448475821042	0.03608462060094513	-0.032446090744845155	0.003492811902264609	16624	0.0046402886038493085
4.092256069759335	4.092692007844625	0.06815178080796683	0.03510959617319198	-0.030243428192977966	0.0013110349634301835	18384	0.005100586171791786
4.131471756033845	4.132571289282795	0.053277268261890415	0.03221400888697846	-0.02839587634816444	0.002646035718413516	24288	0.0028983857822370393
4.170687442308354	4.172344008511394	0.04674763613142385	0.02659857225811014	-0.025687200282745043	0.0006020070148844633	36208	0.0009605533037821436
4.209903128582864	4.211408838159782	0.04491996949046995	0.02331212034146411	-0.02407910989565072	0.0005684542533052968	56032	0.0008949874770210294
4.249118814857374	4.249948585517333	0.04071869883045601	0.022340318844027384	-0.022565564809189823	-0.0004031048215962287	80288	0.0009707308156709809
4.288334501131884	4.288979964177087	0.03681300874936663	0.01998012569851877	-0.021332035853219605	-0.0003156882588848575	100160	0.00019703646179726635
4.327550187406394	4.327920847331726	0.031490273544095546	0.01865112006379684	-0.01881410481883348	0.00019852981455884672	113568	0.0003102240795449996
4.366765873680904	4.366425648614094	0.03033368873718513	0.017629525346571043	-0.017546140370246367	-0.00026099318139297177	115600	1.3199509475709926e-05
4.405981559955413	4.406160167314165	0.028275540517366443	0.016146548180983215	-0.017550388557759644	-0.000292183776909249	115632	-0.00042363147190613596
4.445197246229924	4.445043172517057	0.02772309765798381	0.015806743431653884	-0.015708621057571294	-6.626730203549085e-05	115904	0.0002714048359770495
4.4844129325044335	4.484151682210868	0.026406799022512147	0.014828456833264093	-0.015367669365573093	2.6716733220334687e-05	111968	0.00011831344379103878
4.523628618778943	4.523512648090188	0.024477824213234467	0.01484835267772713	-0.014963661118711625	0.00011961264565552578	112416	8.639174288257138e-05
4.562844305053453	4.562603507212448	0.024574422167249314	0.014587699033737188	-0.014648008905767488	-0.00018299226555226766	103808	-0.00012040259932723952
4.6020599913279625	4.6017214487743265	0.02306419396605557	0.01483191881330014	-0.014810974495895815	6.076542199412029e-05	99664	-0.00011266802552266167
4.641275677602472	4.640940298451412	0.022431498194139043	0.01365225927772059	-0.014350217491617906	-0.0004966893694172054	92688	-0.0002734704155827366
