Count	X Center	X Mean	Y Mean	Y Std	Y Upper Quartile	Y Lower Quartile	Y Median
176	3.6216678344652173	3.6263304440135284	108.49144952171181	707.5081110281691	627.1828146706612	-44.019398149856386	14.024319348109543
320	3.660883520739727	3.6662897484680896	79.59653621858274	927.408720584855	182.22812319945388	-463.2154848583666	-41.61866793845229
496	3.700099207014237	3.697808601223266	53.53784399020509	640.5778841882496	310.3037470779391	-291.4313951699281	-141.0338856041053
656	3.7393148932887468	3.738447837193168	-27.852217540132536	1322.2585036143118	638.8059686482147	-320.01749539016237	77.64575289560253
1040	3.778530579563257	3.780416138959604	161.68271974566412	1093.3815072865314	716.6005126924529	-523.6743318623576	96.43817523610687
1712	3.8177462658377666	3.8175088175406677	178.77283118985702	1147.5831764294794	649.3935269339054	-262.7071690702405	63.025834962895146
2128	3.856961952112276	3.8573774727101187	115.29838852053004	1103.6518418695455	598.4318564613313	-311.1456953161103	25.303540563692877
2368	3.896177638386786	3.8985665553878386	362.88951339182773	1055.894263589119	853.5963817552076	-179.71444133907903	157.5610283933247
2864	3.9353933246612955	3.936848971365041	198.29428146426181	979.0564898339379	536.1618315123742	-282.4063338811038	42.97207481450641
3552	3.9746090109358057	3.97373295857251	266.2468554454295	1091.9811264406026	667.6745429758776	-279.2478833671312	122.11738686472282
3808	4.013824697210316	4.01436517088911	282.27144835537916	799.20516981216	549.2859857780513	-122.1459112836128	130.58257772689467
4880	4.053040383484825	4.053769451185044	199.84011820882776	850.8170693008173	477.4732852187908	-210.4764308879785	81.07989126498796
5568	4.092256069759335	4.0922295781001825	292.9611869579708	876.8076649706825	625.6864720415715	-151.5144462448843	119.31383205885277
7920	4.131471756033845	4.132957213021279	191.34323102566412	797.476659291049	359.8802332753621	-193.24482595715563	52.19111490235173
12640	4.170687442308354	4.171981244116452	147.36444842736145	677.1211486201987	295.57419482350633	-170.26453069310446	41.29198947853956
21920	4.209903128582864	4.2114699599744085	140.37931052958126	595.4533119040595	242.4874329818447	-159.5178876227601	28.163117761984722
34928	4.249118814857374	4.249868690990683	109.77894701492534	647.8859569561155	225.56256808613216	-144.51109034886122	13.398194579551273
45824	4.288334501131884	4.289189899893245	108.8390476247	568.0447733242813	205.28035955094037	-135.82853271141948	23.089516185923458
53632	4.327550187406394	4.3278539131499985	90.52987138743384	596.5046662280662	200.37055661100248	-141.16883425280207	19.005088310493647
56272	4.366765873680904	4.366836177378041	97.04369470616129	494.434054479907	190.73088546058898	-122.55926221144	21.368395277913805
60400	4.405981559955413	4.4062567829275645	96.23003732869917	535.1980233139639	170.66960038744492	-113.33470939979088	14.516798715584628
64192	4.445197246229924	4.445377891053592	79.6745223816207	473.6498615655686	150.80549211112634	-108.62750340517255	14.702115899237015
63184	4.4844129325044335	4.484334740586867	72.30289244818323	433.49902311159667	143.43007785569444	-98.87749606272882	9.574592938254682
67008	4.523628618778943	4.523575612040127	63.94610012691096	451.7541038390841	124.76128495104263	-102.24878072650904	4.776434414849518
64080	4.562844305053453	4.5628741074787476	55.039609650659365	420.7260734639376	116.37145552545098	-95.6611993350707	3.745133402344436
63552	4.6020599913279625	4.60217706836165	33.26358133410828	405.35783702328246	106.37030409380168	-100.95298760047035	2.875827641046726
62832	4.641275677602472	4.641293294826764	41.350215383689765	356.7346145897249	104.02396456366932	-91.99668821713567	6.644066084387305
52576	4.680491363876982	4.679752602675463	34.21828069815736	380.91972532102284	97.94628993826336	-89.21905157375568	4.825362006016803
44048	4.7197070501514915	4.719955323134614	26.18729441568634	388.50855325233886	93.14762306091325	-79.80032708588078	1.314906126801361
47936	4.758922736426001	4.759008233858191	10.874723491293048	316.90514707387337	76.67383767015235	-85.16582181143212	-7.440582306770466
56192	4.798138422700512	4.798803874070939	15.349600435071874	244.3238276148004	70.17414833444445	-73.92587494026748	-1.5480807031099175
58256	4.837354108975021	4.836985881328037	2.3429867915116787	228.64161317143262	68.87699664171123	-69.34955480539702	-1.0696639562856944
60384	4.876569795249531	4.877249382504231	-4.302600524258378	244.48155622828517	56.360305591919314	-70.33362279395624	-6.1297455567414545
71920	4.915785481524041	4.916090531127561	-4.183214346113204	200.66192258113648	55.63426647788583	-61.893944630852275	-4.727713805337771
70848	4.955001167798551	4.954850340413041	-3.1351069266564098	187.74505697327794	52.7117567989867	-60.62842896681286	-5.6523196900252515
65200	4.994216854073061	4.9943160196546215	-4.886890417135096	139.34306501186907	50.62204697021116	-56.73678317942904	-2.523002192372587
75520	5.033432540347571	5.0338357623502406	-7.18158548770895	136.64179152497246	46.83426497750315	-54.35075740061575	-4.444777811208951
73824	5.07264822662208	5.072057622514148	-5.072869360772176	93.70534172232979	43.135658976172635	-50.74894316292011	-4.048314270236915
65824	5.11186391289659	5.1112463260780965	-4.269843279606809	119.0564590467443	44.3369615426127	-48.49118575377179	-0.7260075307003717
61472	5.1510795991711	5.151146381533033	-3.7891654609846928	132.3545514747781	42.531424237938154	-47.656680767297075	-0.8257045620634926
54848	5.190295285445609	5.189827675528366	-4.005382525131828	98.92552114821909	41.73368851803116	-43.71988831629369	-2.5560656489810754
44896	5.229510971720119	5.229204548613615	-5.076321992330659	103.786745108174	37.260959794211885	-44.18516282688506	-0.6928767922690895
35824	5.268726657994629	5.267525215994413	-5.358570924453725	131.6528710021847	37.74267058403166	-47.27965829013738	-3.694425922458322
24080	5.307942344269139	5.305945198255194	-4.34025474404101	144.36040002333658	41.21777008229583	-43.25263416369489	0.8132870957815612
17264	5.347158030543649	5.346575934543034	-0.32690276081259273	77.64434990270514	44.496202405653094	-44.29432223912954	1.5774627037444588
14544	5.3863737168181585	5.385554420839786	-15.811578435204748	232.10547095016327	42.312299371522386	-42.85704390544015	-1.6909606087392604
10416	5.425589403092668	5.424397856720387	-20.631053106574132	259.39325734590653	37.60347982695566	-44.59601134238801	-3.0685785429104726
5664	5.464805089367179	5.463060993766634	-29.093644727293455	310.4130765716463	36.60581527837894	-48.66189351899993	-2.300312696279434
2592	5.504020775641688	5.499110633381045	-41.06413337845873	391.7571336460382	41.39280560466432	-48.212619475178144	-5.384032236962412
736	5.543236461916198	5.540719835546519	-48.40863336723942	149.3128061640471	17.363203304010312	-68.46459285669334	-22.627844926914804
464	5.582452148190708	5.582017167543581	12.773066532841666	227.12051296167118	74.51420658324605	-75.69456113642991	-12.860314111208936
