Count	X Mean	Y Median	Y Upper Quartile	Y Std	X Center	Y Lower Quartile	Y Mean
320	3.616417449215109	0.03133223982608245	0.03279006161909774	0.02823252224796553	3.6216678344652173	0.03098462988991276	0.01826284523190428
1152	3.6649343079613157	-0.010376217297787673	0.02592247226929218	0.045887109937484884	3.660883520739727	-0.04303211797891705	-0.006653622797731147
2432	3.7008927075572147	-0.010512124372040087	0.026142232508101756	0.052658355426115924	3.700099207014237	-0.04647684177777707	-0.004808848093921204
3904	3.7426093845883175	-0.002466307121885307	0.02037458504337318	0.036748549410605104	3.7393148932887468	-0.02400601654148464	-0.001378429871607283
6272	3.7796664769984627	0.008056457337073103	0.03619912009733826	0.07241909238193957	3.778530579563257	-0.01605127382733105	0.01583425665315095
8384	3.819439420329783	0.00974850157543911	0.03638338157174562	0.04760488230996441	3.8177462658377666	-0.017318099568288215	0.009682834842674836
10816	3.8577820786327957	0.003795806386364559	0.02267402143364094	0.033551491900356833	3.856961952112276	-0.020309928483657175	0.0020614788115331972
13440	3.8957260419021202	0.00827804303518738	0.027863795286491255	0.03577852243432218	3.896177638386786	-0.013572801316922971	0.006244261863906422
14464	3.935834664119076	-0.0015804052560641577	0.02081625638178904	0.03440235903828621	3.9353933246612955	-0.019300431922472362	-0.0003177111945346972
13568	3.975451628841959	-0.002760448190829462	0.01674296387323087	0.03232204522853711	3.9746090109358057	-0.016884537769287018	-0.0002966149093537152
18880	4.013558537705074	-0.004567997452843214	0.017561590032123757	0.04445740939688538	4.013824697210316	-0.022236973151020557	-0.0005576579481315997
22592	4.053437569339055	-0.0016136650801703825	0.01519840274291616	0.02707419958852847	4.053040383484825	-0.016046037105780498	-0.0011684305987168385
20800	4.092812857830616	-0.0005304794779834923	0.014908042774285563	0.031059751919260307	4.092256069759335	-0.019827539340998807	-0.0008616994391972678
23296	4.132683712992594	-0.0003791842235649546	0.016817139993654195	0.035310399054990664	4.131471756033845	-0.017368852658700473	0.001443766228532186
33856	4.172827174027377	-2.513534592909108e-05	0.013804494981404226	0.029342329686955285	4.170687442308354	-0.01544148891151401	0.0010243094360322237
62528	4.212020223416805	0.00015389426878306553	0.01209481629072468	0.021630591340332687	4.209903128582864	-0.0119059945198927	0.0007153491543292669
92160	4.249628019581182	-0.0001547465322582372	0.011627637883649502	0.025841620623558558	4.249118814857374	-0.011153606379454964	0.0005525069166743491
104384	4.28868788427094	-0.0009035723252272949	0.009155485780684817	0.016367807904402426	4.288334501131884	-0.010195094311085576	-0.0005708442311220206
122048	4.327957994448849	-0.0005278362326320461	0.008891520360597519	0.015290057929206931	4.327550187406394	-0.009662759694241338	-0.00020521581336738445
115648	4.36636070041318	-0.00031664098082331626	0.00848115179602571	0.014544967454468415	4.366765873680904	-0.009571279680236553	-0.0005286722824773892
120640	4.405902953418184	0.00025955290274698933	0.008310904325356201	0.012955700770136693	4.405981559955413	-0.007827811888880817	0.00028462737207893344
116800	4.445071171519377	-0.0001129767714584794	0.007534467455049953	0.01287579683396027	4.445197246229924	-0.0079847658143457	-0.000258059677104755
114048	4.484237897470556	-7.060200255133867e-05	0.007824439548702109	0.012333837904459924	4.4844129325044335	-0.007857737592902364	-5.790418150789766e-05
112448	4.523585187719094	0.0003533805810160888	0.007077003237676097	0.011734872840307718	4.523628618778943	-0.007309285738926583	-0.0001777459982909917
105216	4.562365213256813	-0.00045188364006265884	0.006718714681204159	0.01166352353564092	4.562844305053453	-0.0077844577366682445	-0.00034926376830522336
100928	4.601967732962494	-0.00046300887913112326	0.006676773695023761	0.011834984697943153	4.6020599913279625	-0.007799833920660907	-0.0006768990321420516
94144	4.641337561511742	0.000369818535899529	0.007300285017491315	0.010946210055947946	4.641275677602472	-0.006168155701318193	0.00035691770908969603
71872	4.679096833885939	-0.0002591132682332678	0.006161240490383665	0.010788528518102877	4.680491363876982	-0.00724128926585716	-0.00043247679002885044
61760	4.719609096734681	0.0002575817673804265	0.006717387601232523	0.010685464265479921	4.7197070501514915	-0.006029594180538382	9.242159502867695e-05
59264	4.758819122230315	0.00011631530923762616	0.006756051871096919	0.011134919150769265	4.758922736426001	-0.0057208526865384435	0.0001879214172883579
71424	4.7992051326896945	0.0001213676659259761	0.00599364514716286	0.009980008289606391	4.798138422700512	-0.006773562406780427	-0.00028733101769198914
65088	4.836567833898031	-5.5225861506985366e-05	0.00688325702006583	0.010100099998893483	4.837354108975021	-0.0066784326196902815	0.00021516088704364608
68928	4.877296500013318	9.565980514113798e-05	0.006387915036759775	0.010059876313512642	4.876569795249531	-0.006505986484195432	0.00012945057195392511
77440	4.915432913553945	0.0003139762736923277	0.00594425503175257	0.009764237362481536	4.915785481524041	-0.005680707074351403	0.00011140489988131437
77376	4.954649611751531	-0.00036842960058126883	0.005957244636304507	0.00993547045571257	4.955001167798551	-0.006851130744707618	-0.00036988075715953207
66816	4.994132387948798	0.0001793664239986126	0.00617055465290315	0.010185308911929258	4.994216854073061	-0.005638212596366125	0.0001647948557538801
79872	5.034051895936494	-9.375853243656469e-05	0.006752981120655984	0.010312251756280045	5.033432540347571	-0.007096993672103188	-1.8675960010606783e-05
73600	5.072356200658269	0.00038379495094219903	0.007272399979485431	0.010359819003713874	5.07264822662208	-0.005602582469004761	0.0007738236901804325
66688	5.110593359211897	-0.0001275096108555195	0.006391867348490638	0.010841137599561582	5.11186391289659	-0.0066062136478044235	-0.0001753308101860802
