Y Mean	Y Median	Y Upper Quartile	Y Lower Quartile	Y Std	X Center	Count	X Mean
132.20448777986334	158.61885077756688	795.3933254223593	-840.3221245075601	934.3359403910672	3.6216678344652173	384	3.630169648463782
3.8322218187350803	-66.11196633928876	611.6177605686707	-972.6382661864964	1398.0003310044617	3.660883520739727	1152	3.6690655054393195
195.90988179675796	112.380484828931	1085.3363577057662	-723.9586515283099	1258.9289022655598	3.700099207014237	2432	3.699635260221609
-185.01018579122047	-168.00466651105944	541.5563253450791	-907.8254307964444	1118.6387372069846	3.7393148932887468	4160	3.7410263499948604
-143.782228138386	-157.64952896977593	502.6421511174394	-887.3689243629469	1175.04177932882	3.778530579563257	6336	3.779304694588611
33.655358979153704	41.291949225822464	604.4818915122942	-470.2968132265851	1088.0502870670025	3.8177462658377666	8640	3.8192302176089186
-35.65612452414288	-33.15468441000485	561.0871446753481	-471.0779558142676	1069.4330772031153	3.856961952112276	11136	3.8575329805557246
-31.784481262594305	-11.086582844754957	520.6847429426907	-553.6053531261741	949.2191780226043	3.896177638386786	13632	3.8960385847279757
-47.58534849620236	20.16097291932965	501.5796295536911	-491.9851840589945	802.4933922858081	3.9353933246612955	13888	3.933934733483471
-53.99092533812119	25.059565773193754	383.35890589327755	-432.10166833769654	788.0520314336719	3.9746090109358057	15232	3.974703776673493
44.852031423461625	59.104167245398	418.623093610257	-303.78999393474896	720.5686739601164	4.013824697210316	18432	4.014779588878538
19.375040232507562	22.33224679275736	376.86740432660736	-382.29373808011223	810.9638170223193	4.053040383484825	21440	4.053040022783575
-13.453157027078698	-5.995571583326182	319.0557332298147	-303.8127110754872	610.8992833076895	4.092256069759335	21760	4.092002643059515
-30.452846267408436	-32.21887024530406	341.0262628221535	-366.96840385819996	498.5377623325931	4.131471756033845	24000	4.1323120204999535
-3.5941096162347064	21.75594118832214	269.67313815383204	-264.2367680229272	540.036104908616	4.170687442308354	35392	4.173180284540995
-8.714843475196519	-2.43593942769985	205.02365257448764	-220.6518721452885	377.43063987843243	4.209903128582864	63104	4.211973276341877
-11.824433385325143	7.945561529333645	189.5205037051428	-196.16448706681604	340.70598637175175	4.249118814857374	92608	4.250004190801521
-6.075524153378245	-2.437292429171066	178.68631671841376	-174.9043500819589	334.36049078440055	4.288334501131884	101248	4.288572852147669
-11.172693363285845	-2.014722940487445	146.7783759052818	-159.8095675753366	256.50107765473007	4.327550187406394	124800	4.32781502372291
-14.845187995966498	-9.473613747632044	137.4575111795334	-152.9286380464382	241.50544093681168	4.366765873680904	114176	4.366730574691887
