T([N II])	T1	T2	T3
5098.0392156862745	709555712.625	0.0	0.0
5294.117647058823	926263051.65625	21140791.0	0.0
5490.196078431372	975681953.265625	0.0	0.0
5686.274509803921	1394595329.859375	37545296.25	0.0
5882.35294117647	1545195799.28125	17506747.375	0.0
6078.431372549019	2264075165.671875	61653170.5	0.0
6274.509803921568	3294724354.265625	76595716.75	0.0
6470.588235294118	4046911025.46875	49910251.625	0.0
6666.666666666667	5650294952.03125	137822623.125	0.0
6862.745098039216	8218657478.25	252112213.0	0.0
7058.823529411765	10492483774.015625	583566344.25	0.0
7254.901960784314	14157167841.25	1450362090.125	0.0
7450.980392156863	20321530612.21875	2298661848.875	0.0
7647.058823529413	26256925718.140625	5158286690.75	131558244.25
7843.137254901962	33919771317.25	7964078417.125	249324068.5
8039.2156862745105	43586551449.359375	14396544534.25	522733205.25
8235.29411764706	55200965676.265625	21082322257.125	2166218900.0
8431.372549019608	65917858790.640625	32348196368.25	6179225078.875
8627.450980392157	73074355304.875	51658618580.6875	18222744059.25
8823.529411764706	80518763245.98438	76850932033.0625	49195969800.25
9019.607843137255	79851771036.84375	105574939084.9375	104347650285.75
9215.686274509804	76208420094.54688	125359020398.875	127942685226.875
9411.764705882353	65671039623.859375	127035904089.4375	93782816631.0
9607.843137254902	51560155421.390625	109566409651.375	80401832480.75
9803.921568627451	37786299916.015625	81290405885.0625	76361255676.75
10000.0	25566143986.21875	52559250359.5625	65455475341.375
10196.078431372549	17440369536.734375	28714646337.8125	58469058106.875
10392.1568627451	11348180298.53125	13600772018.875	44983290076.875
10588.235294117649	7205568355.671875	6060361712.4375	30626572551.25
10784.313725490198	4859292735.15625	2731137226.0625	25828170605.5
10980.392156862747	3450321183.421875	1230593389.5	18176630398.875
11176.470588235296	2348255090.90625	455577794.375	13719732435.625
11372.549019607844	1977356176.625	351218862.9375	8351471140.375
11568.627450980393	1326937003.75	142755180.5	5300895816.375
11764.705882352942	1063970141.390625	247289356.0	4767198439.875
11960.784313725491	886038402.8125	72435467.625	2739346738.25
12156.86274509804	599052330.5625	43088171.75	1727310730.625
12352.94117647059	462652427.546875	91229583.625	1423372472.625
12549.019607843138	381407624.9375	84531566.75	911261152.25
12745.098039215687	352770544.09375	50451192.125	437622759.0
12941.176470588236	283388232.765625	24862729.875	190928985.875
13137.254901960785	220946650.484375	51662042.875	563159171.625
13333.333333333334	179480906.71875	24278584.375	89684015.0
13529.411764705883	106136013.078125	0.0	434502164.625
13725.490196078432	148406760.046875	0.0	57977924.75
13921.56862745098	113623693.75	29031998.25	155354029.625
14117.64705882353	152437004.5	0.0	118767339.375
14313.725490196079	120390385.75	0.0	89216183.0
14509.803921568628	66913942.109375	0.0	31164451.0
14705.882352941177	46335917.28125	17548663.0	69236794.25
14901.960784313726	46670086.578125	17118178.0	60326938.0
