Y Upper Quartile	Y Mean	Y Lower Quartile	X Center	Count	Y Median	Y Std	X Mean
nan	nan	nan	2.0294117647058822	0	nan	nan	nan
nan	nan	nan	2.0882352941176467	0	nan	nan	nan
nan	nan	nan	2.1470588235294117	0	nan	nan	nan
nan	nan	nan	2.2058823529411766	0	nan	nan	nan
nan	nan	nan	2.264705882352941	0	nan	nan	nan
4.180447024523127	4.180447024523127	4.180447024523127	2.3235294117647056	64	4.180447024523127	0.0	2.3465117660021515
nan	nan	nan	2.3823529411764706	0	nan	nan	nan
4.129225593535336	3.4055855671077246	2.666838605055381	2.4411764705882355	384	3.5203089112128034	0.7860789513080454	2.455076312306568
3.909442662735893	3.5769503345999394	3.246811638921838	2.5	832	3.498529232072171	0.37492597163493596	2.5102668477649113
3.6990261779232525	3.3610150582937814	3.067304421578098	2.5588235294117645	4672	3.35970880417323	0.5434218180130735	2.5624255705345065
3.6807180124491934	3.3611541054218783	3.02364489326966	2.6176470588235294	11392	3.3870279395624054	0.5205019916961074	2.6187360383856664
3.683806452998727	3.3285193995662374	3.010133764227321	2.6764705882352944	26880	3.3498905662468994	0.5051990679715817	2.6829899902087515
3.6610168788367163	3.3346603665793637	3.01042877349983	2.735294117647059	80960	3.334819108990768	0.5179639936603188	2.739660300692516
3.6213159448809904	3.316251877452902	3.0061271802799396	2.7941176470588234	120128	3.3281542768885615	0.49249299380754025	2.7933890015353646
3.634067763980811	3.3310107186387663	3.0129312514909325	2.852941176470588	114496	3.3317168438340428	0.5109485722394921	2.852725520507742
3.6620305813936382	3.3515731156585185	3.0422868150465385	2.9117647058823533	134848	3.352008523683587	0.5166937837966957	2.9116596338183425
3.655495076092918	3.347694094718417	3.042131742905939	2.9705882352941178	159424	3.364903220358351	0.4938966739092742	2.9702232606892016
3.652014639676603	3.353247444495228	3.072580762021547	3.0294117647058822	167744	3.3748080279454222	0.45886289447434636	3.028917334461572
3.6086772151889646	3.354598902500603	3.1310569634562655	3.0882352941176467	160000	3.3827721521164955	0.4196524893349899	3.086765324226361
3.6349830102900182	3.4166793797925292	3.217147358850101	3.147058823529412	145792	3.4417585346384447	0.3845579693753537	3.147321238854718
3.6349312537710796	3.437647893474313	3.26862198525928	3.2058823529411766	155712	3.462844158747135	0.3459804227398739	3.2059084481941036
3.6607380603889226	3.495549482401836	3.3539144709039728	3.264705882352941	164416	3.5180710615682775	0.2836429155604651	3.265863846407437
3.6983905172545786	3.558357492520702	3.4304317834543125	3.3235294117647056	171392	3.5714419977335043	0.23221790241418921	3.3227482441612044
3.7194871871617714	3.599637026187794	3.483183742311487	3.3823529411764706	114816	3.603975359219266	0.20461476872367737	3.381214455142169
3.7676845589239405	3.6518736888841064	3.540096486973503	3.4411764705882355	96320	3.657576160325053	0.19429380345614844	3.4401684463734004
3.8153651334087457	3.7116264209114322	3.6152660248759902	3.5	85632	3.720375941202339	0.16309262294205365	3.4982890819620645
3.864978986708903	3.7716650905142144	3.6764864523215373	3.5588235294117645	64256	3.7791496723219913	0.15123522561664302	3.556847935259283
3.9096070267117087	3.8308955843022523	3.7444452007761218	3.617647058823529	40064	3.834926164876128	0.14670220457455713	3.615208519781314
3.9598977964438524	3.87833386045097	3.787081890070419	3.6764705882352944	28416	3.881028762358234	0.14270108924987993	3.675855685871423
4.026492108642353	3.936993516368059	3.8551070515300614	3.735294117647059	20416	3.9401765152542723	0.15206115724056657	3.735132218688047
4.04615919059561	3.9791664410321834	3.897169787793838	3.7941176470588234	14848	3.9649137930379403	0.11376434504570682	3.7933370999306164
4.086718887118367	4.023379364274729	3.9495104065394635	3.852941176470588	11776	4.019993487549456	0.10809090779400024	3.8529658010732915
4.118552714946698	4.052101582891128	3.982621979431991	3.9117647058823533	7936	4.04664672114135	0.10372182411249734	3.908297544188283
4.203265685204343	4.146761662913404	4.0779012926482405	3.9705882352941178	4928	4.12550308403551	0.112763546379981	3.968034009299101
4.269950651680709	4.196183381181268	4.125573841040038	4.029411764705882	2624	4.19691547371108	0.11038186032711457	4.030509374710267
4.335109163372277	4.238711988659001	4.154192949710027	4.088235294117647	1088	4.210629080726976	0.1161482145436961	4.082357288995384
4.336590271444523	4.262236591643425	4.19916705174188	4.147058823529411	320	4.205152875845901	0.08417027787327808	4.143495208993099
nan	nan	nan	4.205882352941176	0	nan	nan	nan
4.337447495914915	4.337447495914915	4.337447495914915	4.264705882352941	64	4.337447495914915	0.0	4.269745866963212
nan	nan	nan	4.3235294117647065	0	nan	nan	nan
nan	nan	nan	4.382352941176471	0	nan	nan	nan
nan	nan	nan	4.4411764705882355	0	nan	nan	nan
nan	nan	nan	4.5	0	nan	nan	nan
nan	nan	nan	4.5588235294117645	0	nan	nan	nan
nan	nan	nan	4.617647058823529	0	nan	nan	nan
nan	nan	nan	4.6764705882352935	0	nan	nan	nan
nan	nan	nan	4.735294117647059	0	nan	nan	nan
nan	nan	nan	4.794117647058823	0	nan	nan	nan
nan	nan	nan	4.852941176470589	0	nan	nan	nan
nan	nan	nan	4.911764705882353	0	nan	nan	nan
nan	nan	nan	4.970588235294118	0	nan	nan	nan
