[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	0.0	0.0	0.0
-1.2941176470588234	0.0	0.0	0.0
-1.2352941176470589	0.0	0.0	0.0
-1.176470588235294	0.0	0.0	0.0
-1.1176470588235294	0.0	0.0	0.0
-1.0588235294117647	0.0	0.0	0.0
-1.0	0.0	0.0	0.0
-0.9411764705882353	0.0	0.0	0.0
-0.8823529411764706	0.0	241142.34648438648	0.0
-0.8235294117647058	143330.4325471475	0.0	0.0
-0.7647058823529412	0.0	252022.54247481306	863083.7371385667
-0.7058823529411765	0.0	204712.89415879012	297140.8772100755
-0.6470588235294118	183247.82758441777	0.0	401920.30454744305
-0.5882352941176471	0.0	253822.15575942877	784951.2817724419
-0.5294117647058824	332343.9111367863	1235448.5854550689	3685302.8875897382
-0.47058823529411764	335121.2353044915	1073132.3226292096	2118024.4388957936
-0.4117647058823529	947263.642651977	2058611.6606044287	6302125.101474239
-0.3529411764705882	4193368.194007703	5563266.763606309	7375138.242270485
-0.2941176470588235	13788260.017824734	14063248.666298397	31794622.853761576
-0.23529411764705876	47696133.5250029	62770346.91154458	89058445.16262753
-0.17647058823529405	171669123.27949545	198536380.83969402	207616991.48485336
-0.11764705882352944	445691895.8010207	499338022.6238419	501856125.94882506
-0.05882352941176483	825723780.6453336	881534470.491544	810719867.3958775
-1.1102230246251565e-16	957613165.8300872	1020985994.487538	860466728.1422213
0.05882352941176461	777455679.9951614	726401366.5485675	683974539.3687283
0.11764705882352933	434573381.199789	402507123.77472913	376881886.5564333
0.17647058823529405	202108712.28063142	183622665.4032544	215509243.4615365
0.23529411764705876	94583354.43794306	90378683.63991785	103130675.35480663
0.2941176470588235	41498138.90756418	38738973.189563125	55428632.79555601
0.3529411764705882	21810806.86060842	25634563.84678884	33347860.429271985
0.4117647058823529	9997560.64137282	10572245.522573872	22455693.203133672
0.47058823529411764	4413618.942047682	8075137.048136878	14706486.900909776
0.5294117647058822	4111151.3232169915	4984827.3533875095	9538697.205453724
0.588235294117647	2376199.7890747413	1688481.4892866714	10555316.874224057
0.6470588235294117	1783416.3758528272	3693514.785833173	6989279.3300425615
0.7058823529411764	1438536.30347993	1762005.5531376388	7785591.607164923
0.7647058823529411	1094390.048007252	1119729.0824216749	1340968.8217466536
0.8235294117647058	857340.155283191	1397963.2760395352	1703076.272143432
0.8823529411764706	714776.3907290843	1369507.021502605	1830154.2004154625
0.9411764705882353	467480.75167230784	466279.41527828947	361550.5539094012
1.0	272673.96729062556	725128.0720870292	336437.84669359506
1.0588235294117647	110322.95658204629	726101.0852012227	0.0
1.1176470588235294	487154.87498865055	236785.92870480916	0.0
1.1764705882352942	285263.3263571494	0.0	0.0
1.2352941176470589	228716.52311455322	0.0	0.0
1.2941176470588234	0.0	187660.2325896974	0.0
1.352941176470588	159753.0654563367	0.0	0.0
1.4117647058823528	0.0	0.0	0.0
1.4705882352941175	0.0	0.0	0.0
