Count	Y Std	Y Lower Quartile	Y Mean	Y Median	Y Upper Quartile	X Mean	X Center
0	nan	nan	nan	nan	nan	nan	3.6216678344652173
0	nan	nan	nan	nan	nan	nan	3.660883520739727
1792	0.7391577629146252	-0.6763924747894792	0.05325242591414568	0.22944277451948686	0.5737423487259861	3.7043832892132365	3.700099207014237
1280	0.7912934554235683	0.17989869849167836	0.21231774631750397	0.19542092923085355	0.5584259674953094	3.744645553139155	3.7393148932887468
4096	0.5975811043420602	-0.2728704963363012	-0.02951746165661276	0.04691101979092766	0.23938339069405626	3.7833971852004202	3.778530579563257
3840	0.488385934475491	-0.382706923937059	-0.024234964779685054	0.12675222490304883	0.3403303920675969	3.8195303268789824	3.8177462658377666
5632	0.5480194522332417	-0.73732715865372	-0.18477796072393612	-0.04461658401876932	0.2621096786303525	3.8590007360019176	3.856961952112276
6912	0.4864232274684664	-0.15908913142074702	0.21570690085994282	0.245951358119	0.6404446972199187	3.8993984568768973	3.896177638386786
5632	0.572262571216634	-0.3214308493709486	-0.01011950568582906	0.01696625184936848	0.24130046080988746	3.931402980572704	3.9353933246612955
7936	0.6593048735860917	-0.30693902094967296	0.12122967996988279	0.17558773380393064	0.5484034012820529	3.9718537322178724	3.9746090109358057
10752	0.4397109873171899	-0.22451508777344917	0.12018863543486898	0.10505832205623734	0.36331941950726854	4.013661500208028	4.013824697210316
15104	0.44851675698387566	-0.4856215306357119	-0.16172859362296138	-0.1535298820879034	0.1025210341493783	4.054060882355278	4.053040383484825
12032	0.42421321409749235	-0.2537762893307187	-0.07375331881118001	-0.09146866740167782	0.1455956282724275	4.091784250471266	4.092256069759335
17408	0.5668187271129508	-0.25891507802566177	-0.03976655998291289	-0.01820459886712797	0.22473529190965996	4.133774463682672	4.131471756033845
23552	0.3401387272172741	-0.09464998510995495	0.05326096700154056	0.021792096316706647	0.16613206745149287	4.171708818587946	4.170687442308354
49664	0.34855664098051037	-0.1436959320152757	-0.00895592373027735	0.03060851272787056	0.16369292103496977	4.2117740675645114	4.209903128582864
