[S III] Delta T	T1	T2	T3
-4901.9607843137255	79289118.31629324	0.0	0.0
-4705.882352941177	77967858.23451795	0.0	0.0
-4509.803921568628	50693091.34335268	0.0	0.0
-4313.725490196079	5335149.417915011	0.0	0.0
-4117.64705882353	28000978.52482625	0.0	0.0
-3921.5686274509803	32911869.451970093	0.0	0.0
-3725.490196078431	0.0	0.0	0.0
-3529.411764705882	0.0	0.0	0.0
-3333.333333333333	48529987.532573596	0.0	0.0
-3137.254901960784	0.0	0.0	0.0
-2941.176470588235	5787265.302719889	0.0	0.0
-2745.098039215686	68684727.83354285	0.0	0.0
-2549.0196078431372	17730632.735255606	0.0	0.0
-2352.9411764705883	0.0	0.0	0.0
-2156.862745098039	63697371.27318423	0.0	182294671.93794996
-1960.78431372549	43255067.48484035	0.0	0.0
-1764.705882352941	0.0	0.0	0.0
-1568.627450980392	56982929.3912678	0.0	0.0
-1372.5490196078429	60674725.258523755	0.0	0.0
-1176.4705882352937	87064029.86159705	0.0	0.0
-980.3921568627447	116479787.62509377	0.0	0.0
-784.3137254901958	247280265.94462144	0.0	172240927.50347334
-588.2352941176468	800950565.8013952	0.0	177572030.4981747
-392.1568627450979	3974501116.3692183	112899858.1570089	1825916180.585073
-196.07843137254895	59559888491.98966	8928550644.454144	8453585507.24511
0.0	598162394726.7826	741678030123.3446	718061090938.1011
196.0784313725494	51372972850.99012	5728859481.875071	4423819496.495193
392.1568627450988	5664513969.9625025	135978160.87170503	932576579.1429213
588.2352941176478	4398113840.962658	0.0	0.0
784.3137254901967	2808451911.4766083	0.0	0.0
980.3921568627457	2257738320.762011	0.0	0.0
1176.4705882352946	1567882594.9235342	0.0	0.0
1372.5490196078435	1044585398.0249892	0.0	0.0
1568.6274509803925	795709942.0385685	0.0	0.0
1764.7058823529414	330618708.32700765	0.0	0.0
1960.7843137254904	164495182.7014479	0.0	0.0
2156.8627450980393	153217081.19253394	0.0	0.0
2352.9411764705887	90728775.7505986	0.0	0.0
2549.019607843138	38836744.46004474	0.0	0.0
2745.098039215687	34435079.51887983	0.0	0.0
2941.176470588236	5567281.766777617	0.0	0.0
3137.254901960785	21370598.34537435	0.0	0.0
3333.333333333334	18444667.200337652	0.0	0.0
3529.411764705883	0.0	0.0	0.0
3725.490196078432	0.0	0.0	0.0
3921.568627450981	0.0	0.0	0.0
4117.64705882353	0.0	0.0	0.0
4313.725490196079	24034466.11893607	0.0	0.0
4509.803921568628	0.0	0.0	0.0
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	0.0	0.0	0.0
