T([S III])	T1	T2	T3
5098.0392156862745	397103531.9888916	14450438.6015625	13163614.00390625
5294.117647058823	516239733.1762085	2183562.24609375	3945874.6875
5490.196078431372	730604429.5822144	13926753.422851562	9366701.32421875
5686.274509803921	988367094.0237427	8398465.4609375	11541191.19140625
5882.35294117647	1436801818.9211426	7586681.85546875	0.0
6078.431372549019	1842415376.3121948	9540412.830078125	5732654.82421875
6274.509803921568	2581289501.1847534	8947067.55078125	19363499.9453125
6470.588235294118	3598465266.574829	25102691.013671875	13501425.205078125
6666.666666666667	5206505565.818787	95223197.08984375	11256718.01171875
6862.745098039216	7520228198.569702	389361996.12890625	36898743.8671875
7058.823529411765	11214758252.67035	1397352132.7988281	214168753.00390625
7254.901960784314	16894552705.235352	4020240778.1601562	826017865.7109375
7450.980392156863	24262155152.03302	10713566817.03125	2623196550.0859375
7647.058823529413	34709364637.586975	24077313265.91797	8260116100.003906
7843.137254901962	44909990861.44708	45026856548.25	20795190224.996094
8039.2156862745105	52107485871.00879	68513457562.07324	44527149547.83203
8235.29411764706	53931469690.38812	83238206777.00195	74141186567.29688
8431.372549019608	47028061575.77063	76883437095.74023	90032409659.23438
8627.450980392157	36230936176.73163	55368097725.1582	77948197706.21094
8823.529411764706	25058358440.191772	32095146233.20508	50990351840.453125
9019.607843137255	15546963411.244385	14493824875.033203	24875560261.414062
9215.686274509804	9176092920.10852	5313395418.613281	9856232370.742188
9411.764705882353	5618186324.229248	1993028283.3320312	3524072808.2851562
9607.843137254902	3350286813.373596	589149442.078125	1017121297.3476562
9803.921568627451	2084086764.3463135	194241235.16015625	443539417.93359375
10000.0	1432119289.5766602	72413299.4140625	347031942.30078125
10196.078431372549	979866449.616333	32829144.93359375	209420093.59375
10392.1568627451	701696290.5552979	33272627.02734375	154406967.703125
10588.235294117649	460486178.7583008	11169567.14453125	171011817.46484375
10784.313725490198	351659683.4785156	18488587.89453125	212660025.57421875
10980.392156862747	277207911.46728516	5859101.96484375	93654528.9140625
11176.470588235296	212321393.31262207	27043103.9453125	85242301.80078125
11372.549019607844	162046522.9979248	17927077.2578125	118057158.0
11568.627450980393	126843394.05230713	14182922.87890625	110319176.71875
11764.705882352942	101866366.55187988	7653025.171875	86961051.609375
11960.784313725491	85454595.95898438	10470940.86328125	88784502.2890625
12156.86274509804	71575287.14343262	10872728.28515625	68635436.0859375
12352.94117647059	63215940.40979004	9151609.50390625	28621729.5234375
12549.019607843138	56445707.79956055	2353303.0625	45055741.8515625
12745.098039215687	45544036.865478516	6096781.0234375	47855894.0546875
12941.176470588236	37680533.61853027	6807721.625	36689745.2421875
13137.254901960785	32258135.435668945	1573848.45703125	16509013.7890625
13333.333333333334	31624772.524414062	6116077.58984375	36131877.22265625
13529.411764705883	25219828.487426758	6429574.09765625	23906942.34375
13725.490196078432	23108052.450927734	4761685.6796875	29141790.23828125
13921.56862745098	18881912.085205078	4153661.453125	21383193.57421875
14117.64705882353	17380665.178710938	0.0	5011950.0625
14313.725490196079	13055830.068603516	0.0	22662187.4921875
14509.803921568628	18407111.665771484	4792316.05078125	20705220.27734375
14705.882352941177	12908058.891479492	2361102.09765625	10886135.3203125
14901.960784313726	14248622.137207031	0.0	25707694.7578125
