[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	130344176.99072741	3760499.514468587	0.0
-1.4117647058823528	154917401.895288	14249889.623060007	0.0
-1.3529411764705883	174866692.6722522	20724895.270979267	3510270.292709082
-1.2941176470588234	200591568.2661666	8325632.649167026	0.0
-1.2352941176470589	241098991.15661883	35667003.56376971	3471208.3091839547
-1.176470588235294	273675741.37009937	38234875.30169019	8382890.825720938
-1.1176470588235294	303336502.9712968	39133058.63150258	6028495.21791812
-1.0588235294117647	337292864.0910823	39677865.92914044	9950048.441254063
-1.0	352842950.4045845	70743415.94745234	0.0
-0.9411764705882353	376210443.9715021	90300538.86084011	5347049.153481431
-0.8823529411764706	437005272.60474	71184183.04906154	11056557.038177872
-0.8235294117647058	471525946.56986535	97525203.99723049	12478625.886743166
-0.7647058823529412	483903979.9794737	99475551.5041611	20500761.937862933
-0.7058823529411765	543086792.2143868	139048020.22086307	21942380.23650748
-0.6470588235294118	608300587.324234	152836603.22242212	31595961.36989165
-0.5882352941176471	716582415.4558936	176288584.27075195	49222507.83618407
-0.5294117647058824	789499657.3782312	305384336.9587933	71379835.66262025
-0.47058823529411764	1026610962.0217748	377690469.61449164	120373265.27839217
-0.4117647058823529	1183374325.355907	575044428.8589493	169758767.96544743
-0.3529411764705882	1402281386.7803135	944643435.4703761	257828626.91444492
-0.2941176470588235	1711711652.7317305	1371804456.5679586	550886918.5617962
-0.23529411764705876	2025522997.7764463	2182915113.7332306	1399898533.6980972
-0.17647058823529405	2497813029.7054896	3374494199.0264025	2918667061.948672
-0.11764705882352944	2847601766.960702	5027317362.045051	5665859588.993462
-0.05882352941176483	3259584451.2190237	6590904467.252186	8772845908.136631
-1.1102230246251565e-16	3316516623.463445	7327507530.568065	10024776617.847538
0.05882352941176461	3374339598.007467	6772058900.301056	8278768259.748978
0.11764705882352933	3110733423.55117	5231523489.845912	5624198559.109604
0.17647058823529405	2844530018.545964	3808444087.194992	2825830589.7374573
0.23529411764705876	2329250305.182868	2238618860.512117	1216399789.5241792
0.2941176470588235	1914512040.1915326	1440744897.826527	575904631.1920428
0.3529411764705882	1554806815.3118591	728165529.7303743	279169309.9712866
0.4117647058823529	1365094959.7752318	445231992.58981425	146967538.18289942
0.47058823529411764	1062796047.3005971	300651859.439191	79357428.78395653
0.5294117647058822	889099669.1940656	174884742.20836467	60073638.35397289
0.588235294117647	723026556.8069448	140231483.15329865	34178477.06145833
0.6470588235294117	603629055.3207775	78225503.21162254	20134976.23425711
0.7058823529411764	517677385.6635869	71371311.97305416	9593504.280149497
0.7647058823529411	455363417.6298861	53225492.55990362	13743616.059517112
0.8235294117647058	412496652.0145057	51561001.496544994	5375189.548513882
0.8823529411764706	351166645.71290684	32141832.489133142	0.0
0.9411764705882353	326285107.99765867	15989014.461051995	8597725.60373923
1.0	276480632.00978446	8331220.771179277	2725266.0770799443
1.0588235294117647	264673523.5175029	20725118.56775191	0.0
1.1176470588235294	227777067.7050343	8097340.534363418	0.0
1.1764705882352942	195311308.10688287	6350226.532678557	0.0
1.2352941176470589	178830479.1529909	1736795.3958956972	0.0
1.2941176470588234	166432677.61748606	0.0	0.0
1.352941176470588	129158476.89414315	7382878.397783816	0.0
1.4117647058823528	98921574.25546087	1428848.5460770694	0.0
1.4705882352941175	80172308.27783328	2956343.1307159904	0.0
