Y Upper Quartile	Y Lower Quartile	Count	Y Median	Y Std	Y Mean	X Center	X Mean
748.5605597707845	-620.1578668495006	66576	68.89237975462129	1251.6766120545337	58.34703307536692	4.249118814857374	4.250031761017366
699.9390710937669	-587.6758265643657	84104	68.125434689121	1195.7827375203292	49.85701572982433	4.288334501131884	4.289103923646174
632.1303460944964	-569.3348291779382	97392	42.39184098780834	1140.9308633752526	14.314023257860281	4.327550187406394	4.327936633004685
596.7793868850695	-534.3878737724463	105388	33.40036726872313	1085.922273027936	9.596846794558619	4.366765873680904	4.366997752213491
544.7435492661443	-506.9379285538271	107992	22.314068860297084	1026.3719305025973	-1.6884781042748653	4.405981559955413	4.406007947808175
509.1483947593679	-477.0615071138036	109380	21.998634387053244	974.3047037659996	-11.1448612446749	4.445197246229924	4.445304545590713
472.40938766477484	-441.95086312701096	108744	18.48524346803333	917.0887914289466	-3.0862474562248483	4.4844129325044335	4.484342479438031
449.0421675798166	-426.85793580740597	106384	11.96365952555243	868.6420758363582	-9.256505820637223	4.523628618778943	4.523482516414441
431.3870041169271	-419.64640177875344	101616	13.960557663560394	837.134887724211	-13.130494596812378	4.562844305053453	4.56272899698083
413.6752759522283	-394.71504126534865	97088	11.242707097558196	793.3263951477227	-7.433498248797668	4.6020599913279625	4.601880693658013
382.05540939543016	-385.6581778485597	88192	9.274725002384002	766.5165937606238	-17.32237526402078	4.641275677602472	4.640893373692486
367.2618044027804	-366.2793156640164	74088	1.7196262203997321	716.0142313613594	-14.410005826134896	4.680491363876982	4.679889000520183
335.7402031232177	-341.92702398829715	62964	-0.6998381675002747	653.6198443526677	-20.087449989935894	4.7197070501514915	4.719344935859097
318.74254698851473	-308.98674562091946	61308	5.425971847989786	594.3348762131294	-5.461776091243378	4.758922736426001	4.759011560346393
287.0992111341402	-296.4391280552409	67468	-3.435143934579173	520.7495264421202	-14.32217788208179	4.798138422700512	4.798475891077031
282.11525845995857	-281.2623637264078	67800	-1.6065175019098206	488.84395690778115	-10.843187587963875	4.837354108975021	4.837293100700859
255.6893115022158	-265.49585292826123	69596	-6.323106732981614	455.12386980284305	-11.617437854542297	4.876569795249531	4.877052371400146
245.7766185464916	-248.74469382582356	76092	0.7650832662675384	433.8121529270992	-6.277227004754899	4.915785481524041	4.915877383618904
235.3534950592384	-243.0713950720001	74892	-4.603268476947051	424.11537032189466	-10.073859061716087	4.955001167798551	4.954755913575062
235.23164765739057	-241.38084343730588	70088	-0.3733864658497623	423.0280267043725	-8.582794841858712	4.994216854073061	4.99425285248336
235.10569835914794	-239.33972858145444	76784	-2.2822013093209534	423.5338761500828	-9.755225905459106	5.033432540347571	5.03384924833045
218.36310984453667	-227.2037918692149	75172	-1.7355866809011786	403.03278050379697	-11.399421303170667	5.07264822662208	5.07245207962796
204.92268127518764	-216.83034643648807	66080	-2.9168569019011557	373.32844579306243	-9.092382339073916	5.11186391289659	5.1116074188294025
198.47266306521124	-203.6262325586431	61928	-3.7027485600883665	359.79931495337394	-8.078465013681411	5.1510795991711	5.151027312011457
179.34335020246317	-192.44869372737685	54752	-3.0705090878263945	346.9842916680166	-10.062492799630457	5.190295285445609	5.189684083779371
184.5582621050071	-192.83509493430574	45532	-2.0379458297175006	337.214610115662	-9.195772920798827	5.229510971720119	5.2288911052468565
168.5162577231913	-183.87795914113212	36180	-8.698615873991002	331.34483036532436	-8.39247330010206	5.268726657994629	5.267774628385576
158.27265865062327	-175.60804203591033	24476	-6.678972823514414	306.0476469282259	-8.241406581735378	5.307942344269139	5.306610105726956
149.350421511273	-165.6434781091566	17360	-6.375865870183588	291.66505122278005	-8.842328016259108	5.347158030543649	5.3465067683602685
149.79066930394583	-167.46536685168576	14460	-13.808832433687712	294.6719659954663	-8.897037219085831	5.3863737168181585	5.3856515549464685
160.04207568575293	-161.4135079656935	10340	2.777271433340502	287.0244450850468	-8.459495899862779	5.425589403092668	5.424318606126464
145.45985268046934	-155.78871565401823	5756	3.820744213873695	280.68266353869564	-3.5060734455633207	5.464805089367179	5.463391586878686
150.47843012664998	-157.52894258957895	2564	10.57681988915283	286.2261356446545	-11.851006170860225	5.504020775641688	5.500873879450013
141.31999051883258	-160.31569561226524	784	-16.114312621083627	500.81166752436394	-13.74694006442663	5.543236461916198	5.540085801943075
181.9429122736219	-248.37523456721647	328	-17.875044320635425	531.1259062615635	-30.49462891810209	5.582452148190708	5.581431762202458
