Y Std	Y Mean	Y Upper Quartile	Y Median	Y Lower Quartile	X Mean	Count	X Center
nan	nan	nan	nan	nan	nan	0	3.6216678344652173
428.2098909566643	-245.2382450910542	188.43774499677056	-96.03059026915253	-828.1218900007807	3.6477050715921293	768	3.660883520739727
1030.9259778895653	-264.3625658610274	178.064637349853	-259.05815112166965	-596.4059329586944	3.7046574891864217	3840	3.700099207014237
460.9625699661349	201.3661705794405	348.89980563440804	286.00110344154564	-128.6041865940697	3.7398387644169238	3328	3.7393148932887468
419.2933557235482	-149.6333040104798	65.42844038006024	-198.22302784104613	-428.74123754787183	3.7799292739136803	7168	3.778530579563257
492.3314504096904	-46.42133878312381	262.66618635441637	-57.17467239806956	-310.20330185547846	3.8156639835681707	9216	3.8177462658377666
705.4914974030468	44.94116224357567	388.0369034681944	100.345034389793	-161.45757368185696	3.856427902185504	12544	3.856961952112276
400.1511974425148	-6.018748741472776	263.2856581091746	-17.92961415087302	-320.3511414848199	3.896486237451217	15104	3.896177638386786
327.3620969957949	-59.24151271974674	118.80356998511525	-95.61263520349621	-229.502039557814	3.933566077545089	14848	3.9353933246612955
356.62573136870265	26.058383819460513	336.0416493177572	1.3240978753196941	-251.29515441795684	3.976134471253493	15872	3.9746090109358057
286.04852981043064	-32.70385404936735	167.34555693234597	-29.622238239211583	-209.18736370707757	4.014731686888864	18432	4.013824697210316
236.65809351689305	7.707432026948282	184.60295522648448	8.826086064564151	-165.86282921939892	4.05372804773816	23296	4.053040383484825
231.7474304664149	-43.109878691761864	103.00548340430373	-22.49097004635769	-182.04346875166152	4.092207316237018	21504	4.092256069759335
233.43451457051762	-14.395928322518857	129.65970934817824	-17.429109167112074	-164.0325324714263	4.131577762942808	22528	4.131471756033845
208.5992454743474	16.63191733707314	115.87137578313013	18.4927040567909	-100.28291309623455	4.172909252443319	34048	4.170687442308354
209.8023959534461	-22.01721596472536	79.57082273899687	-33.87269484221724	-140.33174523252274	4.213043362216284	66304	4.209903128582864
160.51257275524492	-1.1124603168226523	88.83679055552739	-4.3720440144224995	-76.99743543238083	4.250395386207287	93184	4.249118814857374
137.50891485348447	6.1996645747291925	93.9184465554008	7.085277393023716	-86.15363675690787	4.289043701987246	104704	4.288334501131884
144.51149676232689	1.137161906358433	81.92121433949069	-4.930256175532122	-83.88504147707135	4.328138328573186	122368	4.327550187406394
115.70797410373677	2.8629724416014533	71.08297554430783	1.9089413233195955	-61.46537696731093	4.366207830879057	113664	4.366765873680904
109.77955461781384	4.917287274030869	68.91996679867407	7.3247427608675935	-64.54098534667264	4.406224055858143	124160	4.405981559955413
108.04297884733815	-1.1253157902816207	58.825809189207575	-4.797365495869599	-62.55011009504415	4.444831252959216	115968	4.445197246229924
93.98378766815291	0.2968955097489966	57.8490220491492	2.5034385129583825	-50.63676913006384	4.484277626275714	113664	4.4844129325044335
93.6190277490288	-3.9453207672635795	43.6122927461638	-2.93166285114512	-56.80920640127988	4.523083686387434	111104	4.523628618778943
90.3189265516783	-1.979956176089525	56.981416091932715	-3.0153205738924953	-57.5773228159926	4.562761910691331	107520	4.562844305053453
85.6912931749724	-1.3070311963881474	51.76929870524327	-1.6894465341447358	-47.689972010052315	4.602471813907517	102400	4.6020599913279625
93.54574005449855	2.858551619804044	57.18193279416846	-2.571658211069007	-46.89595774272857	4.641328873260058	90624	4.641275677602472
75.72636014544885	-4.658819334334948	42.52616998007579	0.6037451191623404	-55.46976838442424	4.678959059809222	76288	4.680491363876982
69.45519877217914	8.586678255025403	53.867631976650955	1.8389119635739917	-35.68202210133859	4.720234635715912	61696	4.7197070501514915
66.7327556566582	3.94376960808811	44.88839139230731	11.96696489063288	-36.18792328220661	4.759284204966796	58112	4.758922736426001
64.40021943127633	0.4048358781841606	42.28082710533636	-0.5680405110460924	-32.681337778849866	4.800792738290762	71680	4.798138422700512
58.45366387774571	1.6056127840169934	40.52741971763362	1.1984235815771171	-27.69132438801944	4.836784235312602	62464	4.837354108975021
54.1106993286939	-3.090980702796291	29.85415744229249	-2.7410867878188583	-37.644805729432846	4.877276500600979	70912	4.876569795249531
56.80817570554974	-0.532806413130588	36.10128654973778	0.5622500374111041	-32.80527888167671	4.9160888036457955	76288	4.915785481524041
47.31123986395049	-1.64874481402836	27.31285432194818	1.4738946394045342	-34.10098593229122	4.955033664462257	78080	4.955001167798551
54.71248640554433	0.2925494534565154	31.528708373998597	5.072709256307462	-31.86780603328225	4.993845930734982	64512	4.994216854073061
55.5104780695322	4.00797282406124	34.096027620140376	2.745253714876526	-28.314146652337513	5.034307139775975	85760	5.033432540347571
48.93921851743853	-3.7831762115644496	28.623672357107353	-1.317462387640262	-28.887804000225515	5.0731947559947885	71936	5.07264822662208
