[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	109172663.56665075	11204929.750759367	4090936.147453956
-1.4117647058823528	138849733.14429474	6784521.170620477	0.0
-1.3529411764705883	180790411.7966236	7827534.854156086	5455620.504088795
-1.2941176470588234	179686472.50443357	23018812.850845817	2893514.4491652795
-1.2352941176470589	235063320.20995304	33733973.62515057	3270116.128833757
-1.176470588235294	285593778.03026295	42215558.964835696	14240286.643335065
-1.1176470588235294	309983664.57529336	43373826.24914454	5528587.390441788
-1.0588235294117647	337113653.88336754	60535819.32057299	0.0
-1.0	385945289.86298466	73549277.71304233	8597356.743635058
-0.9411764705882353	380938735.9105694	70949434.49706253	0.0
-0.8823529411764706	436134743.498803	75528959.83319177	15896697.523173511
-0.8235294117647058	439895967.52372676	92755959.10957547	7973681.923893468
-0.7647058823529412	498612658.08662224	116633463.99483001	19323708.0570124
-0.7058823529411765	537333566.9564158	141192549.25785503	21774287.928983413
-0.6470588235294118	610443583.4890335	152872553.8756467	51174831.05666495
-0.5882352941176471	707850763.9016327	212191227.85233188	25332431.975702785
-0.5294117647058824	827715367.7994026	272338680.72827965	45490368.63711909
-0.47058823529411764	943579704.4190236	382924669.15950847	88679861.73964737
-0.4117647058823529	1187097180.7927377	578836137.5074216	159506904.02973846
-0.3529411764705882	1375338958.4940062	858800945.3540263	264867859.77636874
-0.2941176470588235	1674107936.495978	1349261204.6695454	629374040.099992
-0.23529411764705876	2051604780.479908	2257105835.561136	1430364704.9725218
-0.17647058823529405	2423019321.27791	3456932935.1066065	2954480780.115722
-0.11764705882352944	2920854102.6295633	5110306189.70598	5456637562.741362
-0.05882352941176483	3201175210.91571	6551389668.968146	8659710373.049526
-1.1102230246251565e-16	3433693391.100883	6886834331.456845	10357678199.150175
0.05882352941176461	3349073683.313675	6964578440.805271	8305914505.522169
0.11764705882352933	3132371496.4462824	5393782081.050234	5480614374.433324
0.17647058823529405	2811100532.043501	3762762934.389528	2645976695.5780916
0.23529411764705876	2423291743.0726523	2205797443.9942403	1250284767.402008
0.2941176470588235	2034922263.714495	1404149696.7914228	641591706.4553605
0.3529411764705882	1600247121.4162369	841101669.1181724	346823762.931858
0.4117647058823529	1303531554.8767872	417342813.4910259	178832372.8125867
0.47058823529411764	1041073467.8441753	302202865.8364591	85132253.77090257
0.5294117647058822	895114901.9068642	210431153.57209703	83461236.89072907
0.588235294117647	708115440.9622836	105859535.87863466	42590101.35911761
0.6470588235294117	570991863.8509794	109093310.86786017	10196945.849231996
0.7058823529411764	520073140.8527899	58621862.500589974	13445751.699415322
0.7647058823529411	462937650.53734386	46999925.582359254	16263780.737122616
0.8235294117647058	410665628.6188488	40251090.12080222	5832914.180844194
0.8823529411764706	366720514.3817908	37403810.99622859	2520453.082301487
0.9411764705882353	287523283.69091785	23422274.749582723	2657079.846028591
1.0	298699271.25149304	15488325.452542318	0.0
1.0588235294117647	275263478.769663	10779225.562806146	2473880.408398745
1.1176470588235294	217968310.0497771	11374400.777099164	0.0
1.1764705882352942	200811417.9230368	5290417.384172937	0.0
1.2352941176470589	172098726.3212501	6880386.230180595	0.0
1.2941176470588234	151728231.46192673	1492163.5273028787	3197550.0029614177
1.352941176470588	124620841.07252155	3788054.2382024606	0.0
1.4117647058823528	93538383.11453712	0.0	0.0
1.4705882352941175	88154601.16020463	1429527.2925692608	0.0
