[N II] Delta T	T1	T2	T3
-4901.9607843137255	72611119.85936746	0.0	0.0
-4705.882352941177	104428229.70385039	0.0	0.0
-4509.803921568628	78328003.05024572	0.0	0.0
-4313.725490196079	137417620.48049182	0.0	0.0
-4117.64705882353	153368118.81654313	0.0	0.0
-3921.5686274509803	126350113.96490999	0.0	0.0
-3725.490196078431	236572693.62988934	0.0	0.0
-3529.411764705882	205605340.5834676	0.0	0.0
-3333.333333333333	184482516.73032787	0.0	0.0
-3137.254901960784	267785936.31169254	0.0	52421102.00669969
-2941.176470588235	271530158.6678614	0.0	0.0
-2745.098039215686	346961238.84311455	0.0	0.0
-2549.0196078431372	309919474.42712265	0.0	0.0
-2352.9411764705883	523476462.84988165	0.0	0.0
-2156.862745098039	581979375.1382419	0.0	0.0
-1960.78431372549	795012952.2956405	60963814.941660345	30470561.77603579
-1764.705882352941	1062445099.104385	23633070.76367939	0.0
-1568.627450980392	1699181801.872317	40309459.594035245	32133332.71056913
-1372.5490196078429	2591646992.9221907	85527471.72359064	41212627.318498835
-1176.4705882352937	4607468493.79343	107403351.3696037	32777632.387036514
-980.3921568627447	8965945363.27765	202657471.89176562	96746951.41908205
-784.3137254901958	17640467072.27556	864209565.4721993	203979234.69035977
-588.2352941176468	39828554594.19138	7261947580.327954	362159743.1050365
-392.1568627450979	84687213944.61687	49664191116.22007	8228113100.557419
-196.07843137254895	153628767882.3936	199677654652.47095	140063913945.18652
0.0	191976852050.59802	342230038048.86096	535681589154.4621
196.0784313725494	157840634358.9549	200036698383.35223	136509216737.93733
392.1568627450988	86030762072.66647	45727381514.11699	7312815678.029055
588.2352941176478	38305699003.01406	7089992011.969647	373954022.6984669
784.3137254901967	16589273156.374575	746304594.3120911	44294894.51884197
980.3921568627457	7844642019.239245	303024826.993531	0.0
1176.4705882352946	3827300079.5097294	18797911.34696463	0.0
1372.5490196078435	2184989595.3993835	21735366.086147077	0.0
1568.6274509803925	1579753533.9482396	59369198.2909234	0.0
1764.7058823529414	1002836960.0325379	17664696.992683854	0.0
1960.7843137254904	650144492.0765653	0.0	0.0
2156.8627450980393	442184478.3940857	0.0	0.0
2352.9411764705887	327899250.7661301	0.0	0.0
2549.019607843138	253903084.90695035	0.0	0.0
2745.098039215687	222331437.44635522	0.0	0.0
2941.176470588236	192171731.75092524	0.0	0.0
3137.254901960785	149283766.98737076	0.0	0.0
3333.333333333334	99956133.36207812	0.0	33010959.772048935
3529.411764705883	50028811.32983731	0.0	0.0
3725.490196078432	96773951.06126808	0.0	0.0
3921.568627450981	76319292.72334975	0.0	0.0
4117.64705882353	65153615.75167278	0.0	0.0
4313.725490196079	50326839.51012777	0.0	0.0
4509.803921568628	45530517.78532963	0.0	0.0
4705.882352941177	65315213.532433785	0.0	0.0
4901.9607843137255	30035841.703597423	0.0	0.0
