Count	Y Median	Y Upper Quartile	Y Mean	X Center	Y Std	Y Lower Quartile	X Mean
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
0	nan	nan	nan	3.700099207014237	nan	nan	nan
3072	162.38648841008936	900.0264243287211	334.81574838552325	3.7393148932887468	409.663357170854	-57.96566758224071	3.7327731774690704
4096	-0.8226433172412726	30.288882948893388	-51.79008418290255	3.778530579563257	140.64451250513952	-82.90161044903721	3.779347415750145
4096	48.168300862139404	79.50796277950008	17.057765870519916	3.8177462658377666	83.80308331794593	-14.281896046840757	3.813576694815864
3072	152.64517070019883	197.671649133973	116.8490396216436	3.856961952112276	84.48587232111578	0.23029903075894254	3.8594504191182186
12288	-27.2056518497011	46.42787044904503	43.49000208428591	3.896177638386786	250.74129189981844	-69.03245975971072	3.89594701688061
10240	13.866074240289436	98.76164012894424	48.30894199849308	3.9353933246612955	129.28259809157646	-11.852504779016272	3.934969615391336
10240	38.414625789638194	60.322964964900166	65.68479838590174	3.9746090109358057	129.63797550591985	-13.299948698949265	3.9781006126414207
14336	-32.38796936202698	9.645193841639411	-35.82335816647323	4.013824697210316	64.42820841444603	-107.5152955593303	4.020197563465854
17408	4.775548729137881	51.22361715712759	63.25618993972196	4.053040383484825	210.3358669586113	-41.33350034106752	4.0519730272827905
16384	-9.302340788613947	25.18424629055653	11.92376597420116	4.092256069759335	102.4883586305939	-33.993222940865735	4.095736476295896
17408	0.05641774370724306	38.37748752767857	20.969007628858783	4.131471756033845	104.53705232485282	-31.156162152788966	4.134376653004012
29696	-3.2456655161668095	13.92288244352767	18.494962418895646	4.170687442308354	180.53159692090537	-41.213745952989484	4.171949935821013
51200	-0.9210964279654945	23.02475662719553	12.158871193515989	4.209903128582864	47.9267070843718	-9.976926782685041	4.213207122616719
78848	3.5068592730103774	13.269774148909164	-0.578042833462647	4.249118814857374	25.713153826975773	-17.765564964953228	4.250314562873646
86016	-2.9989130927060614	18.371518909570113	2.8563853420395975	4.288334501131884	55.4018857752735	-22.104871902176455	4.2865900246656015
122880	6.7340897373096595	22.4534162728944	5.632072004591318	4.327550187406394	35.44514901484087	-16.324085870760427	4.326047589455002
