Y Std	Y Mean	Y Lower Quartile	X Center	Count	Y Median	X Mean	Y Upper Quartile
0.4052971308490656	-0.052817786257978616	-0.4581149171070442	3.6216678344652173	128	-0.052817786257978616	3.638066110009533	0.352479344591087
0.6562461441666106	0.042021176234102085	-0.553147490844685	3.660883520739727	256	0.025058700148561652	3.657769998872894	0.6202273672273487
0.481776724829881	0.3573549399794001	-0.15286886325634297	3.700099207014237	768	0.2583197713443202	3.6996685897594026	0.8527820521395003
0.801341520837425	-0.07556784459401755	-0.5485142448012869	3.7393148932887468	1280	-0.008464565020485558	3.743452754869079	0.1715222227650025
0.5599585185705196	-0.12512682816359827	-0.5657440827178135	3.778530579563257	1472	0.06748195161509245	3.781083248249768	0.19452888287145467
0.7306839839824664	-0.029738408797825674	-0.6307510393656353	3.8177462658377666	2368	-0.02637291798513047	3.818853610749512	0.5867278781721947
0.7175875441142235	0.13825178581750783	-0.24495821583546953	3.856961952112276	2624	0.1496428486969448	3.858843630811285	0.7560673709559027
0.7097611389073684	-0.13045877726825328	-0.5777535307150664	3.896177638386786	3584	-0.24073801002422024	3.8959254697501344	0.36725182467389206
0.604396477338265	0.020822409703398645	-0.41898819225707884	3.9353933246612955	4480	0.012979141322113488	3.936659087798208	0.4687103722043387
0.657502533496888	-0.05101436379278384	-0.5296046712241305	3.9746090109358057	4480	0.04375536994759918	3.97630131939021	0.3931631353844307
0.6171996485367237	0.02195487072589378	-0.349267749616875	4.013824697210316	6528	0.10175908056226082	4.0132903758611445	0.4156411392156025
0.670297571713674	-0.07762357083756874	-0.5105364281713984	4.053040383484825	8064	-0.060157112296907775	4.051192541966365	0.32134687277310636
0.6275638463112855	0.02405066694730679	-0.38928647756880125	4.092256069759335	9280	0.09902274036422562	4.091225515634582	0.3712360247875761
0.6133727241106665	0.10031890882223325	-0.3265843519412748	4.131471756033845	11136	0.08572646637249909	4.132285786492843	0.4946771255672147
0.5776225747873299	-0.004223899186913021	-0.31533823686188067	4.170687442308354	20224	0.033354289422495804	4.17346459633162	0.36211642818472545
0.5183903955045975	-0.007816622097197627	-0.28074458399244295	4.209903128582864	35328	0.004902175969123472	4.211471217012127	0.26207592623666714
0.4865770067997796	-0.009597635566338603	-0.26921891526415104	4.249118814857374	61056	0.02165655292727566	4.2498248771592575	0.2584029907934391
