Y Median	Y Lower Quartile	Y Mean	Count	X Mean	Y Upper Quartile	X Center	Y Std
0.004521444169808272	-0.05241773769503309	0.013021801264781366	896	3.6220339828838015	0.061309491456553865	3.6216678344652173	0.10459867000244046
0.008347786227144584	-0.028634437814488448	0.024596719075821675	864	3.6593001086827113	0.06229186785552666	3.660883520739727	0.11819982808264577
0.013055815574436469	-0.03864138211052731	0.010695258617869399	1776	3.701743870037542	0.057098733009941866	3.700099207014237	0.09320307388256498
0.0046604805723661925	-0.03642237183978157	0.007812395829781716	2864	3.740206587406832	0.043385284307515114	3.7393148932887468	0.07256069565662802
0.004050037158853231	-0.04909255671347296	0.007945990918958522	5024	3.7801234772851946	0.055984344563691384	3.778530579563257	0.09405337581572931
0.006557314662569299	-0.04005566160456641	0.004637969893649375	5648	3.819459099584939	0.049079923517777194	3.8177462658377666	0.07447273428643462
-0.001154117513721255	-0.03858951309673091	0.0033031512323277302	7616	3.8579300001554406	0.04025718464160146	3.856961952112276	0.07033095455771918
0.00994259360538854	-0.0342517853490509	0.013274889997246976	9040	3.8969049614953533	0.04966184814124382	3.896177638386786	0.0816991235599848
0.007634554154744717	-0.034044633715934115	0.01063326878673979	11248	3.936064432948469	0.04705065942863968	3.9353933246612955	0.07664615183390616
0.0030789843983222986	-0.03376533781908721	0.005951639156401589	13328	3.974854837411611	0.0379302633280165	3.9746090109358057	0.0641507505829146
0.002057590010553462	-0.03318794379473196	0.007119236836948691	15024	4.013805735235465	0.039662983178183626	4.013824697210316	0.06955745019646974
-0.0006037615923019866	-0.03586051473464784	0.0019691946498386604	16784	4.05278044399338	0.033110211849888486	4.053040383484825	0.06042528637104679
0.003124305614721228	-0.026574601434425485	0.005369841232899927	18336	4.092703151992267	0.03580401436800649	4.092256069759335	0.05451868074744188
-0.0015253933881495868	-0.029174258322131063	0.0024787236213838506	23472	4.132687275261499	0.029061648875023424	4.131471756033845	0.055475848426052396
-0.00020338974762744373	-0.027546174053482333	0.0008473871875813853	35568	4.171931255926378	0.026466047555741234	4.170687442308354	0.05071874046141576
-0.0002980323968260099	-0.02409447960050727	0.001055657043812764	56960	4.21132470549817	0.023144567376426495	4.209903128582864	0.045840666484790904
-0.001238460339352205	-0.022639244787021146	0.0001481503457416032	80144	4.250186893863539	0.02211465115996703	4.249118814857374	0.04066832814771714
-0.0010140261410492043	-0.02100813862525231	-0.0003213316139701637	100928	4.288762816781655	0.019346377124938793	4.288334501131884	0.03527241493590861
0.0007378619982558958	-0.01845701516041663	0.0007973178010147173	113456	4.327940184962716	0.019038505922098145	4.327550187406394	0.03304507749821389
-0.0001558422732750359	-0.018028576247533082	-0.00033228142997730075	116096	4.366643180301754	0.017442850216178453	4.366765873680904	0.029337127805453517
-0.0005445045021343776	-0.017256071924608207	-0.00025782645272785863	115072	4.406081053060447	0.016778938470863227	4.405981559955413	0.028175954265617833
-0.0005928085759601252	-0.017007800897214452	-0.0008633265761152248	116224	4.4452951365424	0.015693446525524325	4.445197246229924	0.02602118150687226
-5.750013916743157e-05	-0.015387229964713953	-0.0002614321192793461	112784	4.484279658373443	0.015015410407923205	4.4844129325044335	0.025124947775187832
0.0002545229975829886	-0.014483801942017895	-0.00012625192394567197	110832	4.523618698709253	0.014289068336009467	4.523628618778943	0.024338987168186454
-0.0002640260786277629	-0.014513031024568216	-0.00020985752692522918	104384	4.562580914051398	0.014320944223712467	4.562844305053453	0.023957696479921606
-0.00021040212686337646	-0.014393212963222688	-0.00022493696277780045	99168	4.601638112494969	0.0144175151287085	4.6020599913279625	0.02330908101728476
-0.000385322273546602	-0.013897735860313154	8.103100789588245e-05	92656	4.64097060699784	0.014622945477498555	4.641275677602472	0.022751365520220262
-0.0006029491188761611	-0.013985491882347642	-0.00038770299961227194	73440	4.6795805317501795	0.01357673494196289	4.680491363876982	0.022526564640222953
-0.0007183821405885128	-0.013797001477283485	-0.0003834894279484544	61568	4.719645786713402	0.012675075631081745	4.7197070501514915	0.0212607775742133
-4.385124407390739e-05	-0.013562676202818896	-0.00035920481242401425	59616	4.759247592954811	0.01348408524768369	4.758922736426001	0.021205055148052755
-8.932603138700238e-05	-0.013686242675733507	-0.00019808860710580076	68800	4.798563399489466	0.012937067598100989	4.798138422700512	0.02049357565746234
0.00023935027929726396	-0.012724801508873047	0.0004140342151352522	67376	4.836609350667339	0.013414965638908398	4.837354108975021	0.02018418793325565
3.102618277960182e-05	-0.01247010184454482	0.0003565823837831991	68768	4.877025637870218	0.012900617609229644	4.876569795249531	0.019524260996722942
-0.0005101469116626784	-0.01256723872642954	-0.0002905222188987557	77936	4.915852940509794	0.01205227979392826	4.915785481524041	0.01978932278036159
-0.00010146060254380618	-0.01301053437520802	-0.0001960871909809275	75968	4.954962248271507	0.012487745517010602	4.955001167798551	0.020219211021168124
-0.00021712123341611738	-0.012655374734404258	0.0002571442223247084	68416	4.9944062365422734	0.0128707677213575	4.994216854073061	0.020545104023138805
0.00014673673021461185	-0.012937786529684527	0.00013861444442762546	78224	5.033971828008884	0.013145841979852161	5.033432540347571	0.020707891075968415
-0.0005166739223078995	-0.012725274224044916	7.414777393819652e-05	74480	5.072422582668603	0.012615321773694227	5.07264822662208	0.020724930553642874
0.00068119820710706	-0.012169879695218827	0.0008080872181008683	66048	5.11125135269934	0.013532973593125918	5.11186391289659	0.02046712642378799
-0.00022841087267803784	-0.012362489834510272	0.0002515706568726834	61904	5.150986138606439	0.012676178389792155	5.1510795991711	0.02057394181060717
