Y Lower Quartile	Y Upper Quartile	Y Std	Y Median	Count	Y Mean	X Mean	X Center
-618.8699127058953	2268.6209201016127	1998.0346440630492	1195.0835030886465	320	1042.6338595569077	3.6210330250978373	3.6216678344652173
-1157.9357660585329	1417.5680063494783	1579.012825871759	577.2161777363144	1216	188.55811036033637	3.6678550837746653	3.660883520739727
-1040.2027271174939	428.96923951128883	1186.0963927969092	-142.78883032260092	1984	-286.15171816402113	3.7063784481910362	3.700099207014237
-700.495847561835	588.8095091948508	1158.023373033911	-206.05510515544302	4928	-66.76419331241898	3.7397808430807946	3.7393148932887468
-497.41464651672686	624.8241835712543	960.0115379175943	76.66343329780557	5760	70.9213136527207	3.780801573307973	3.778530579563257
-570.7686074494759	389.9888861379145	1198.516389429421	-108.127997233104	7936	-143.44560694919358	3.819381249934842	3.8177462658377666
-438.6981620957413	592.8205795725262	909.5413023783166	75.09726495665927	11840	36.87235744619178	3.8578441408477717	3.856961952112276
-586.8118701386247	476.84916945417444	860.7874184553641	-73.59413530944767	13184	-95.3869082266192	3.8972730278336445	3.896177638386786
-530.702033160479	377.40853891978077	841.9631724369904	-49.831415776854556	13760	-70.46635646921848	3.934242692426933	3.9353933246612955
-527.652239944091	277.7190740272599	730.5585127583524	-99.6822591543114	15744	-119.62541359269468	3.974227207503264	3.9746090109358057
-353.42305352695894	401.77374662143075	723.1469453948301	19.68008295677282	18176	-10.28269123459564	4.013397454980822	4.013824697210316
-414.891327051055	390.0300304306629	721.4437440646398	-8.572915292612379	21504	-30.94971213211729	4.052859019293557	4.053040383484825
-331.9303743258333	367.8478019642607	603.0471044048851	37.14773461353798	23104	-7.496248840516586	4.09172859818234	4.092256069759335
-271.18464734882764	297.5925206483662	641.0856787277081	24.79661038776021	22912	-40.65496473013469	4.132855734341928	4.131471756033845
-229.60288209708483	265.7727121384737	462.42750592613726	15.681817698921805	35328	16.656302318501684	4.172867842515642	4.170687442308354
-208.23853901039183	190.08201925173853	406.2764358597841	6.377559745545113	63808	-21.440058873850848	4.211941250081886	4.209903128582864
-180.2545711626658	192.1712072931798	367.0984753605832	3.8982650532998377	91392	-6.012440599453246	4.249977750264722	4.249118814857374
