Count	X Mean	Y Median	Y Upper Quartile	Y Std	X Center	Y Lower Quartile	Y Mean
256	3.6192899687836144	0.6798940505658058	1.103678637111769	0.4719595369806005	3.6216678344652173	0.33357828237265336	0.7573628689186167
384	3.667421069680271	-0.4088957477548194	-0.1315805763079867	0.43530655419458253	3.660883520739727	-0.67543088445073	-0.4981337823448589
704	3.7000658534209916	0.13197420902241544	0.756922554934908	0.6104722450324902	3.700099207014237	-0.5928701215370848	0.08873538628017538
1088	3.7449642710848745	-0.16509157166829969	0.3642395680835344	0.6837684876922087	3.7393148932887468	-0.4681538331135648	-0.02502816587979406
1344	3.7832636488574836	-0.1475347778389597	0.40566148717479683	0.7219759741788654	3.778530579563257	-0.5813009921248269	-0.06393107989083005
2112	3.8184937903275538	-0.140622232510788	0.29460678811054736	0.6574691534881373	3.8177462658377666	-0.5082849435033134	-0.08455031965123876
2688	3.8600810382640276	-0.015788104659593148	0.605285317495865	0.7072904070550728	3.856961952112276	-0.537693906644968	0.002490446099919996
3776	3.896205206919871	0.03365697694903241	0.5539919352328018	0.7736694974022852	3.896177638386786	-0.5548581378857897	0.033211134646644165
4480	3.93564155220332	-0.001241613516454564	0.6184543911000492	0.7032222154118208	3.9353933246612955	-0.5613041723233185	0.025717995339658812
4608	3.974125168868841	0.09507794011139614	0.42518959753858376	0.641415547179822	3.9746090109358057	-0.4547232903606286	0.06176903623155994
7232	4.0137255369063585	0.17092246876351117	0.5789645435264483	0.6625348528232623	4.013824697210316	-0.3347127349933556	0.1071934261506956
8704	4.052770436995202	0.054172909072247824	0.4311229984425847	0.6042753143228653	4.053040383484825	-0.3508705681050972	0.07011728750634139
8640	4.0923774557583465	-0.008605601056452396	0.3037245844111109	0.5822825229365345	4.092256069759335	-0.4912606127751924	-0.08365856641909897
11328	4.133169334068487	0.0039376779626269405	0.452256149974156	0.6349066249779435	4.131471756033845	-0.3769650834780447	0.02633730063437495
20352	4.173723834257517	0.03814821062728657	0.386887985909925	0.5591427688916711	4.170687442308354	-0.2952785057146619	0.02341343469184353
36800	4.212151352065752	0.05536645839614137	0.3272990862102327	0.543276094655165	4.209903128582864	-0.24779270869482722	0.03772487147742956
61376	4.249963272550763	0.008578790740291864	0.27945025207781077	0.5067943013080926	4.249118814857374	-0.24926323925287838	0.010968242434029241
