[S III] Delta T	T1	T2	T3
-4901.9607843137255	23982552.74910189	11168305.139982086	29996127.089569394
-4705.882352941177	9896677.582759414	16504509.983481806	0.0
-4509.803921568628	18774028.051500257	8622782.7388312	0.0
-4313.725490196079	15661917.479371391	7480768.581153378	0.0
-4117.64705882353	9749710.872519014	0.0	20441358.42378773
-3921.5686274509803	4746396.674453096	14307003.144894052	0.0
-3725.490196078431	0.0	0.0	16187131.25645842
-3529.411764705882	10350276.34802794	0.0	0.0
-3333.333333333333	0.0	0.0	0.0
-3137.254901960784	0.0	0.0	24705253.482975923
-2941.176470588235	8262116.113337795	37228214.05610622	11419112.826152228
-2745.098039215686	0.0	10796819.10761474	0.0
-2549.0196078431372	0.0	9288124.054210884	27626659.96970577
-2352.9411764705883	0.0	9306511.77574912	45580440.58426439
-2156.862745098039	5199678.676143588	21009584.74043208	7335101.721905024
-1960.78431372549	9616693.364243416	32714685.022930667	27099024.769198768
-1764.705882352941	11043669.116971318	24038547.200005822	0.0
-1568.627450980392	12796047.963286078	0.0	61881033.914406404
-1372.5490196078429	9896327.185849305	9953688.634095358	30125323.74529688
-1176.4705882352937	18713283.16824537	32525983.163201448	42976898.182372876
-980.3921568627447	31021592.96286552	8064032.904633309	38863307.50406179
-784.3137254901958	102735292.23883328	175151623.62437597	132190928.87276335
-588.2352941176468	344163926.183496	273498192.86445165	366685216.1132134
-392.1568627450979	1463184648.886302	1005115625.6443962	1071065478.9455904
-196.07843137254895	6778069418.980845	6446594848.948033	5449914407.493764
0.0	12909380074.600372	15380882993.770466	15658203605.93183
196.0784313725494	6270055581.586836	6373127915.739446	5877192375.406075
392.1568627450988	1101762408.3981237	628828279.3501761	659782894.5917033
588.2352941176478	287859461.051694	241312175.7188593	231424887.25248083
784.3137254901967	141943203.89653993	35318726.330221	24758491.653950125
980.3921568627457	97418016.7497117	20397472.049737062	49302664.262673825
1176.4705882352946	84990031.08309384	42958699.91499916	101690703.72798377
1372.5490196078435	82946511.16569266	0.0	12834435.876410421
1568.6274509803925	67724591.49340174	7684793.671301962	2917188.1509442804
1764.7058823529414	37699051.37394589	31587907.79684063	12027181.161734097
1960.7843137254904	28435667.13073413	18253501.89077576	0.0
2156.8627450980393	15741668.443859471	28071666.32033935	23969933.740364578
2352.9411764705887	24434355.901435662	6601554.143172142	0.0
2549.019607843138	12063723.62892088	0.0	0.0
2745.098039215687	10104609.917343795	0.0	0.0
2941.176470588236	0.0	6768479.102977643	0.0
3137.254901960785	4626351.054846893	13848261.458209667	23293703.81045175
3333.333333333334	5377034.414569983	0.0	0.0
3529.411764705883	4992964.837126449	0.0	0.0
3725.490196078432	0.0	0.0	0.0
3921.568627450981	5792816.0403617	10778300.091030518	11686661.730735937
4117.64705882353	0.0	0.0	12771410.928697422
4313.725490196079	11502839.643508552	9629923.220739499	0.0
4509.803921568628	3860763.7475536126	7046625.726751749	0.0
4705.882352941177	9816041.772139901	0.0	0.0
4901.9607843137255	4922430.419116223	8800000.631334223	0.0
