[S III] Delta T	T1	T2	T3
-4901.9607843137255	16559552.539866114	6446559.184780433	23931416.573173653
-4705.882352941177	11797387.827382008	20922135.744347427	37008271.91102583
-4509.803921568628	0.0	10593282.26502573	28178436.636826128
-4313.725490196079	18107638.460906234	7511949.16133725	27410385.73638396
-4117.64705882353	10897105.315390455	19231397.44979214	0.0
-3921.5686274509803	3739904.249981888	0.0	2910060.4882844817
-3725.490196078431	13993311.176170113	9542853.062244235	12639211.003798513
-3529.411764705882	3614524.646656878	6566337.792751779	0.0
-3333.333333333333	0.0	0.0	32381590.189243335
-3137.254901960784	0.0	0.0	0.0
-2941.176470588235	3862832.6561271586	10853434.30569923	8949391.124934534
-2745.098039215686	0.0	28279874.1169951	0.0
-2549.0196078431372	0.0	17717336.052311268	13341690.27231099
-2352.9411764705883	0.0	0.0	52987461.9255616
-2156.862745098039	3982395.0277817296	10028695.419848945	15037089.83173868
-1960.78431372549	5161599.796114559	10723935.819626627	47758388.97436298
-1764.705882352941	8602520.93881912	14989855.695451414	40686026.122326106
-1568.627450980392	25995119.154423192	26258733.865559705	38609301.525018096
-1372.5490196078429	8716262.007377576	10089744.963114122	30318992.3498637
-1176.4705882352937	19291389.413116153	24136714.623773746	38885288.17934636
-980.3921568627447	27133271.393806607	38601337.97362481	41371058.727406584
-784.3137254901958	100855385.86028114	78114928.31825626	211763627.12956092
-588.2352941176468	295067234.0982507	304251294.48956025	533071908.84127915
-392.1568627450979	1445413081.933859	1040631104.608015	1134564782.6689804
-196.07843137254895	6659305997.652278	6538863923.121457	5641509127.313018
0.0	12973849976.029884	15731173890.327488	15397278679.11898
196.0784313725494	6256807328.87931	5835531348.11623	5608730928.454545
392.1568627450988	1202145911.695031	806598440.9890974	685488445.2049421
588.2352941176478	316809205.0672413	180675453.01000202	145504332.27727786
784.3137254901967	176551460.69539052	83807136.23656689	51810823.232212335
980.3921568627457	110565766.45139842	62878378.46511563	30813815.37415037
1176.4705882352946	112834470.9914462	31552370.12467724	55925706.0629217
1372.5490196078435	96539075.95694989	17640162.944305856	0.0
1568.6274509803925	71085687.66868703	6492297.437172344	39884887.58933626
1764.7058823529414	61696038.53623404	22205863.261613462	37636075.84097195
1960.7843137254904	31706064.55508609	24089538.36115917	0.0
2156.8627450980393	16639556.34478385	15476589.394609725	13459292.151500475
2352.9411764705887	12093013.294657476	18531078.803005278	14032601.42417829
2549.019607843138	14183906.057907186	13026996.40499064	27640284.756045032
2745.098039215687	6340011.817991535	7545631.033972938	28141421.5212073
2941.176470588236	6154948.003591715	0.0	23477316.9307816
3137.254901960785	4593319.047346595	0.0	0.0
3333.333333333334	26818171.418629937	6449710.587832587	0.0
3529.411764705883	0.0	0.0	0.0
3725.490196078432	3237792.70605003	9167929.013848003	0.0
3921.568627450981	0.0	7597485.0909260325	0.0
4117.64705882353	6042623.893654319	0.0	11268823.736095302
4313.725490196079	4902604.45801422	0.0	12386505.865742639
4509.803921568628	4816145.59225504	0.0	13997877.37336264
4705.882352941177	5300163.404946233	9174893.245113835	0.0
4901.9607843137255	9240086.617458776	0.0	0.0
