Count	X Center	Y Median	Y Std	X Mean	Y Mean	Y Lower Quartile	Y Upper Quartile
0	3.6216678344652173	nan	nan	nan	nan	nan	nan
0	3.660883520739727	nan	nan	nan	nan	nan	nan
0	3.700099207014237	nan	nan	nan	nan	nan	nan
0	3.7393148932887468	nan	nan	nan	nan	nan	nan
0	3.778530579563257	nan	nan	nan	nan	nan	nan
32768	3.8177462658377666	-0.008646386963653966	0.02872342817908292	3.8220093382535874	-0.008646386963653965	-0.03736981514273689	0.02007704121542896
0	3.856961952112276	nan	nan	nan	nan	nan	nan
0	3.896177638386786	nan	nan	nan	nan	nan	nan
16384	3.9353933246612955	0.10551919418274652	4.163336342344337e-17	3.9393510216873655	0.10551919418274648	0.10551919418274652	0.10551919418274652
16384	3.9746090109358057	0.4413109218316058	1.1102230246251565e-16	3.960602987640556	0.4413109218316059	0.4413109218316058	0.4413109218316058
16384	4.013824697210316	-0.013800215219859479	3.469446951953614e-18	4.020923331475062	-0.013800215219859475	-0.013800215219859479	-0.013800215219859479
16384	4.053040383484825	0.13882239775170646	0.0	4.056925814056378	0.13882239775170646	0.13882239775170646	0.13882239775170646
65536	4.092256069759335	-0.00023976031680938634	0.06993622021051862	4.101287257138374	0.006985363953806887	-0.03843617485587592	0.04518177849287342
16384	4.131471756033845	-0.04498958380692827	0.0	4.144475959185377	-0.04498958380692827	-0.04498958380692827	-0.04498958380692827
16384	4.170687442308354	-0.07231097120700179	0.0	4.170006900771504	-0.07231097120700179	-0.07231097120700179	-0.07231097120700179
81920	4.209903128582864	-0.00010142613604908822	0.037193853072336705	4.2133564781132975	-0.006235336115555593	-0.036384150752156015	0.023483450643110956
131072	4.249118814857374	0.004633359047421867	0.022395568919323733	4.2521894804819445	0.007882866943115518	-0.009753521580361597	0.01726902873657356
81920	4.288334501131884	0.000391616294554527	0.029132491791305726	4.289962444076875	-0.002001628522029178	-0.021341499770631097	0.02705299474736477
147456	4.327550187406394	-0.007317361426687696	0.03707507783943137	4.331524293503253	-0.009941317938373637	-0.02967726345084551	0.021899968587249366
81920	4.366765873680904	-0.00020938514042438845	0.021776130854214922	4.363877434095411	-0.0007257227196904234	-0.02456913178414412	0.020704277979851766
131072	4.405981559955413	-0.0016335469605925704	0.016068302674163593	4.395766381525957	-0.0008077011572491387	-0.0127202200929636	0.015495808882489769
131072	4.445197246229924	0.005277228575655311	0.012075945049364255	4.449233035101624	0.006618843148499654	-0.0029145432314001355	0.012910470607274214
147456	4.4844129325044335	0.0013487303405259412	0.02730652724658734	4.481482456183417	-0.00032784817824463606	-0.01032528927155421	0.0189414781077399
114688	4.523628618778943	-0.0028041958300892914	0.02004238870172488	4.52341959155651	-0.010378097301177064	-0.033781630004762475	0.006059745543518931
98304	4.562844305053453	0.0053347364538429715	0.008412657711817269	4.564832711282715	0.004034190942887303	-0.003958996357105152	0.010072890185588875
163840	4.6020599913279625	0.006176100504560382	0.01944608527482675	4.598002272071787	0.005207094424263303	0.0035867526245425374	0.01865878159516936
49152	4.641275677602472	-0.004701488315047792	0.006529295297441606	4.638179760946088	-0.0020196113833432674	-0.008330679040997635	0.006973333206015624
32768	4.680491363876982	-0.004793465445968696	0.003610325906804308	4.6846878338467395	-0.0047934654459686945	-0.008403791352773004	-0.0011831395391643876
98304	4.7197070501514915	-0.005373003223312604	0.011370710900582916	4.71728621218086	-0.0020884493039475473	-0.012294160908698589	0.006706085478217726
114688	4.758922736426001	-0.0005008851604353238	0.0045157209369263585	4.7648776256237335	0.0011273034361553114	-0.0018137766640693872	0.005964735991420316
98304	4.798138422700512	-0.0009491588724543872	0.008874679216790948	4.795149214837022	-0.00024201156834293856	-0.008695668005061375	0.008593150918423864
65536	4.837354108975021	0.0007473869264049399	0.0047792104230448326	4.826473902348361	0.0010034150143243053	-0.0008439156277927755	0.0025947175685220214
65536	4.876569795249531	0.0024461025382889207	0.0035289545627300986	4.874984659802443	0.002896314661293922	-0.00013070052328425326	0.005473117722867096
