Count	X Mean	Y Median	Y Upper Quartile	Y Std	X Center	Y Lower Quartile	Y Mean
576	3.615886850834989	730.6389197478366	1465.766425262762	1001.7926379940127	3.6216678344652173	422.0859019946183	920.7748043791978
1152	3.6649343079613157	-478.3885071373488	149.77717217123063	756.5017407469475	3.660883520739727	-801.5329687733538	-469.3669766650451
2560	3.701157573338354	63.57316035505937	742.9763833058562	1350.3606521564345	3.700099207014237	-1047.2561024827346	-72.75900102758104
4288	3.7418608652045435	136.35886922847385	862.70736610108	1235.6483836719176	3.7393148932887468	-636.5109740556063	-94.70639011298933
6272	3.7796200962780517	241.56044069330846	826.0232321152762	942.1318680074847	3.778530579563257	-615.7693645518575	112.55559621014076
8512	3.819358525338882	119.12218323785237	737.888709264661	1078.6781725297164	3.8177462658377666	-526.8118204962229	159.54377622471958
11328	3.8576405803287757	130.00669196895706	622.2785264851418	1002.3138663200976	3.856961952112276	-343.3402657021761	73.62784808412287
13824	3.8955993372564337	102.94301437517424	516.8299719635938	882.353791476484	3.896177638386786	-433.1661932137156	20.39198793937421
14656	3.9357578678978937	-18.896246870048344	480.7551588942151	831.6557290672607	3.9353933246612955	-404.4810474463702	16.267087403664814
13952	3.9753261069788843	-75.8831197601894	442.5779354162996	871.5849205303666	3.9746090109358057	-470.72463010435786	-57.52044085107489
18944	4.013611027025135	13.855663659486709	430.52541943985716	656.573334430661	4.013824697210316	-339.95153408166334	22.927068716965174
22912	4.053474522473479	3.2396635973800585	357.6653930663815	641.3311926833845	4.053040383484825	-369.35883000723516	-21.407203986045626
21184	4.092702594291537	-36.00929191276555	322.8080544431159	656.0703132806736	4.092256069759335	-391.0138805656916	-5.636411320749617
23488	4.132654401130139	23.3374547010244	307.64494213384296	631.6955681902101	4.131471756033845	-318.5986564181512	-3.9674895199539217
34048	4.172810062402685	-5.0990386741164	245.72481868413934	547.8412541899299	4.170687442308354	-278.95170127066285	-9.208682306829246
62656	4.212000596050046	10.319463716719838	225.3843900132988	398.95186419077146	4.209903128582864	-201.21839512537917	9.859414540524014
92544	4.249604960676953	-8.366752062159776	197.47704830314706	369.14824648338794	4.249118814857374	-203.4471005719097	-6.95971542616867
104576	4.288674162760254	-10.550693033421794	156.15144964349383	299.2072313839154	4.288334501131884	-169.5068965042792	-15.537698811733579
122112	4.327962273842069	2.2921359973906874	158.5306247070571	277.45157352157736	4.327550187406394	-152.90340812183285	-4.221533188386626
115712	4.366366885655981	-9.255122946066876	148.408375785737	253.29152786110913	4.366765873680904	-148.39703331598707	-11.621017344134055
120704	4.4059022120939035	-0.32719226480912766	126.99004738551594	216.9412324469787	4.405981559955413	-131.0264024725857	-5.964268246674292
116800	4.445071171519377	-1.5197273289595614	121.67373444308305	211.7365663625052	4.445197246229924	-131.02263178468638	-9.76736572571079
114048	4.484237897470556	5.329204812136595	117.74669803073084	197.82715938273196	4.4844129325044335	-116.841395174426	2.9502739617366376
112512	4.523579201983708	3.383749549152526	108.3188137535526	213.72054828461953	4.523628618778943	-104.61705531830557	-2.2686053938638655
105216	4.562365213256813	-4.6008177122412235	103.4820062499125	181.30244605903917	4.562844305053453	-106.26595353543007	-8.592739271826728
100928	4.601967732962494	-0.08177589369552152	100.74966512627907	178.0852031290822	4.6020599913279625	-102.8860637337657	-1.5485929476711284
94144	4.641337561511742	-1.7491480041771865	99.69039412525672	171.45479326182902	4.641275677602472	-94.9817814103335	1.4168385514954942
71872	4.679096833885939	-6.229743265286743	85.37491041266003	156.56305007864407	4.680491363876982	-101.01791179242537	-6.386690446970382
61760	4.719609096734681	-4.656677099306762	81.994096801056	146.13238903128874	4.7197070501514915	-95.79795907384323	-7.676223111228283
59264	4.758819122230315	-0.13098389309743652	85.65200144516348	133.6452299978994	4.758922736426001	-81.18938608305871	2.6648463204751693
71488	4.7992035091201055	-5.916108679293757	64.98087574980855	117.2046138207677	4.798138422700512	-77.83827947852296	-4.608064074569461
65088	4.836567833898031	-8.004192591426545	65.71153467463046	112.31249726498443	4.837354108975021	-73.11308421428839	-3.6367240083457086
68928	4.877296500013318	-0.31497967491122836	70.50631462519596	109.6782688044958	4.876569795249531	-66.63731882404682	1.566301245700892
77440	4.915432913553945	-0.11138604983079858	63.41167658413178	107.81233812188177	4.915785481524041	-67.44801089050816	-1.864018203068471
77376	4.954649611751531	2.142493308050689	55.870495045435746	97.18396903996303	4.955001167798551	-53.02673538831368	2.09479352774478
66816	4.994132387948798	2.476045984432858	64.9623029671161	104.39939891924347	4.994216854073061	-65.55775395976252	-0.03911914985047794
79872	5.034051895936494	-1.4920425356467604	57.42261106965043	106.46476243075539	5.033432540347571	-62.86593838039107	-1.6025069133646486
73600	5.072356200658269	3.7133981878059785	57.41694063369687	101.50473152910459	5.07264822662208	-54.63924998987022	-0.3622556878732267
66688	5.110593359211897	2.1536395696712134	59.079078148637564	94.2434199428095	5.11186391289659	-49.11060156957865	2.4643184525909985
62976	5.151209783587734	0.9753683773187731	51.42246013430258	87.18451410263106	5.1510795991711	-54.304233880895026	0.4095852688462301
54144	5.189710478606424	-2.526895018801042	49.63853610387923	84.58662652162225	5.190295285445609	-49.29880385850083	-2.823063414468265
46656	5.2290529559654955	0.6012852632738941	48.259570556629114	91.73527297228725	5.229510971720119	-44.71081516274353	1.8305206002469514
36416	5.268290435971718	-0.8460434033040656	41.98178194118918	82.45084941339323	5.268726657994629	-43.618255161762136	-3.0309424189745124
23552	5.30664561995323	4.368563484134938	44.617440347136835	78.98197351341744	5.307942344269139	-34.9091824449938	5.774944795352761
17536	5.347362692317241	-1.891985670318718	30.761384690280465	102.1524193240136	5.347158030543649	-44.561474155647375	-7.112608124382035
14080	5.385098638915718	-12.088326151314504	40.7580450310661	70.87930159495583	5.3863737168181585	-53.92241581223425	-9.090209107557637
11264	5.4236206993301925	1.9529606115229399	42.202378250788115	192.50391935710155	5.425589403092668	-32.403844739308624	-9.053792991556117
5376	5.462180962888374	10.007891867806393	48.16216171524093	184.55618902514047	5.464805089367179	-31.60714004284	-4.019612172481435
3264	5.502655989461978	8.251982876159673	40.23609104428033	93.89582404612763	5.504020775641688	-42.185268919834925	-6.055069184117504
576	5.539171033548876	-9.639972604200011	18.337040934349716	35.90035531254604	5.543236461916198	-15.530051950801862	-10.380197061506907
320	5.574977763847491	39.82381178521973	61.07747724307956	1626.636345920331	5.582452148190708	-15.8441396393373	815.7917718723817
