[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	13703.867455049938	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	47906.84717399633	0.0	0.0
-1.2941176470588234	37044.5200969447	0.0	0.0
-1.2352941176470589	85672.12913897794	0.0	0.0
-1.176470588235294	86758.89634788956	0.0	0.0
-1.1176470588235294	20865.548893986896	0.0	319022.4111686825
-1.0588235294117647	77379.1667966495	0.0	0.0
-1.0	145223.22448479134	0.0	0.0
-0.9411764705882353	532637.7046422353	0.0	260410.0925136953
-0.8823529411764706	790201.4216108996	0.0	2460488.8644991056
-0.8235294117647058	1092622.5990207805	0.0	868268.4007560345
-0.7647058823529412	3406534.871490732	0.0	916126.6453886078
-0.7058823529411765	5612676.565748981	811603.2267786369	3874308.114232686
-0.6470588235294118	9267960.41820475	370086.7623649257	6227225.6244262345
-0.5882352941176471	20342767.813684396	0.0	8118824.533296642
-0.5294117647058824	35768154.47240681	1168341.3896832191	6114679.925552364
-0.47058823529411764	63457723.106919095	3675443.902344785	19526335.537514493
-0.4117647058823529	124017923.81384595	7544127.2993401075	29760090.09324133
-0.3529411764705882	255216890.71827596	32704833.331205998	73682114.74837863
-0.2941176470588235	604701639.9540412	127817934.13740735	245163040.15394893
-0.23529411764705876	1558052673.6783302	662148613.7255727	751642692.3797238
-0.17647058823529405	4262089016.198443	2901049790.9637327	2714378598.8815823
-0.11764705882352944	10607731338.11602	10396689139.45228	8958181120.960289
-0.05882352941176483	20681594062.484642	24883148235.234512	24122614753.50034
-1.1102230246251565e-16	26869213187.39395	33210895601.880432	35630742613.51606
0.05882352941176461	21521787315.45165	22960801689.628803	21032528612.131332
0.11764705882352933	11528680128.699114	9652682496.096853	7721754675.086804
0.17647058823529405	4824547852.309278	3152269480.516961	2825871193.863637
0.23529411764705876	1882867166.571529	1090383610.1113088	1147156264.2430415
0.2941176470588235	794163462.9310844	391294178.8497012	561692427.6264434
0.3529411764705882	399375721.982542	174975535.28390124	281850207.58458656
0.4117647058823529	222141751.66847235	90014896.82182488	172310648.74782023
0.47058823529411764	140591987.22784236	52665423.348297015	109532772.4678001
0.5294117647058822	84821385.06372559	40172846.5413914	60019475.50002409
0.588235294117647	57404466.81743135	20767832.41123962	46608885.073280774
0.6470588235294117	38522757.33845823	13939247.542166948	39695664.61111392
0.7058823529411764	27077782.277896468	10689579.975296019	29116629.176795438
0.7647058823529411	14724740.216031436	8262645.875250298	21864515.18374904
0.8235294117647058	12166061.303328514	4188183.748616361	18079302.07156416
0.8823529411764706	6956213.107948766	3636308.717119145	11171759.886163939
0.9411764705882353	4410645.51155037	3237378.484994459	9584962.304621981
1.0	3287545.739452903	2120563.7927175355	3380274.3049335117
1.0588235294117647	1146292.9647830545	1481020.7195929966	4442005.419705488
1.1176470588235294	1672726.9738824132	1564318.6347670886	1130365.0437611123
1.1764705882352942	703603.225264773	764514.8846630292	0.0
1.2352941176470589	636662.494475186	533174.8928882976	246025.9499503729
1.2941176470588234	454457.69875824486	212191.15195711947	0.0
1.352941176470588	509618.87812659063	208217.93121562255	0.0
1.4117647058823528	296090.3283270891	191985.07073535665	0.0
1.4705882352941175	305234.3403136141	0.0	0.0
