[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	22908.5682979251	0.0	0.0
-1.3529411764705883	0.0	0.0	0.0
-1.2941176470588234	69091.87332417964	0.0	0.0
-1.2352941176470589	20584.673859259914	0.0	0.0
-1.176470588235294	52561.31961083168	0.0	0.0
-1.1176470588235294	72829.02162394255	0.0	0.0
-1.0588235294117647	20105.893683335915	0.0	0.0
-1.0	160395.90281064578	0.0	308003.3471488842
-0.9411764705882353	461907.24683868885	215586.53167580962	436720.6447774704
-0.8823529411764706	530470.6157393302	222931.29740104545	0.0
-0.8235294117647058	1165497.6747578194	193305.49130704137	1140767.9716117308
-0.7647058823529412	2639293.5593077363	0.0	698984.9806678802
-0.7058823529411765	5315287.607234323	420711.1892312955	4012033.5819920823
-0.6470588235294118	11186781.900416236	587961.5165465947	3039589.459134054
-0.5882352941176471	19801218.03007948	204761.6990495695	6570839.410937166
-0.5294117647058824	36366238.793401346	2103894.4154721196	13048470.109500268
-0.47058823529411764	61836039.79387442	2802293.8125604815	17265353.614234462
-0.4117647058823529	129144707.17487848	9489817.13547959	37378941.52802435
-0.3529411764705882	261158011.83493906	34859885.031060964	77000155.18208662
-0.2941176470588235	598241210.6378211	133882260.25595321	226221573.50418353
-0.23529411764705876	1562079071.7547188	646089059.2669184	753356525.787474
-0.17647058823529405	4245476287.6196895	2876767533.9957895	2714284643.5803995
-0.11764705882352944	10621837784.045616	10340097754.202177	8971064390.195818
-0.05882352941176483	20651663013.358856	24912044172.85648	24241438272.90339
-1.1102230246251565e-16	26932622786.06732	33143728943.016605	35697328320.090515
0.05882352941176461	21588224332.815647	23041611108.55101	20898373860.621872
0.11764705882352933	11504650945.982714	9668768375.017815	7682057410.824732
0.17647058823529405	4768066534.259552	3182271922.3248334	2831638767.9534936
0.23529411764705876	1881319513.19236	1084644398.3030245	1176243573.140469
0.2941176470588235	783530116.6326445	407131508.10857266	546131972.5848392
0.3529411764705882	400883801.74951464	180195772.19846997	269785488.7228068
0.4117647058823529	218433480.2084204	90972939.87085049	154486298.61004323
0.47058823529411764	137834658.20634574	50339226.1121074	101406797.20540713
0.5294117647058822	90952649.38952261	34999339.190192126	75337288.20606881
0.588235294117647	57851134.30003006	19153520.079786964	48214145.967693724
0.6470588235294117	38052307.36177142	14256204.452653825	38306989.962008834
0.7058823529411764	25249879.175800376	8788987.445192508	30104249.777786847
0.7647058823529411	16173011.424683215	7339353.695585315	21047998.425009586
0.8235294117647058	10113234.326396681	4821996.642551739	13702425.744401313
0.8823529411764706	6808208.369287663	5494461.520435343	12342215.057523245
0.9411764705882353	3395581.042219859	3931339.197080109	7922580.263050722
1.0	2546612.635632091	1873593.2305983503	5246243.506524764
1.0588235294117647	1615888.3002078591	1401856.3347500423	2322420.68880384
1.1176470588235294	1262101.438153861	418558.97393671056	1103253.3238037955
1.1764705882352942	697962.7745304019	1348626.7154375915	1446947.9567371202
1.2352941176470589	814405.9268675633	545322.5959008811	0.0
1.2941176470588234	480214.0138026511	512336.5396292971	0.0
1.352941176470588	205199.06725799464	0.0	0.0
1.4117647058823528	370961.61052688694	0.0	0.0
1.4705882352941175	87573.60292681301	0.0	0.0
