[N II] Delta T	T1	T2	T3
-4901.9607843137255	487352192.06480634	17830411.354696915	0.0
-4705.882352941177	558387577.3443041	35821833.7470719	0.0
-4509.803921568628	543333966.0245663	23278637.784850746	23752861.509476397
-4313.725490196079	608002915.1387407	16049992.570726328	0.0
-4117.64705882353	638590641.1798869	28150463.453354917	0.0
-3921.5686274509803	732827445.0373565	4528420.847817371	0.0
-3725.490196078431	769499216.3016621	25904361.930753488	0.0
-3529.411764705882	866442815.9437909	26786186.092055835	0.0
-3333.333333333333	965236205.3851706	9662345.481535567	9205051.244409561
-3137.254901960784	1073275429.0375813	43092058.68513234	8788222.974826623
-2941.176470588235	1216764999.9950273	52001700.7351868	0.0
-2745.098039215686	1492274682.3270564	49024562.68258944	17420954.10168158
-2549.0196078431372	1883266060.5139334	38130695.24535949	0.0
-2352.9411764705883	2364291910.4489975	120661349.9822324	19463845.646847565
-2156.862745098039	3034213950.8556623	141763367.9578757	17792497.980008688
-1960.78431372549	4114259930.905875	218855717.9066809	37684497.10124553
-1764.705882352941	5861695689.76657	359559505.73975956	72162558.10236782
-1568.627450980392	8094361960.688795	775571950.1260917	132181647.57365355
-1372.5490196078429	12010448001.78946	1480417400.9403799	244512676.5365963
-1176.4705882352937	17595391071.513226	3722988859.302667	242804094.7349184
-980.3921568627447	26383948175.397987	8843659397.900536	824175049.1100293
-784.3137254901958	38896297818.38385	21636835629.330112	3686731953.0544987
-588.2352941176468	55044097158.964615	48707296814.15756	15310468576.680632
-392.1568627450979	74092378799.93275	95874333994.73318	58223895198.17962
-196.07843137254895	90852968433.01312	150555781200.3777	184259352492.63452
0.0	99755733187.5412	177544701902.22113	301944065571.6931
196.0784313725494	94599903142.72305	154070971975.0066	179552061230.2816
392.1568627450988	80669596640.73369	95637661219.32896	54312948772.68555
588.2352941176478	60242389330.155945	48089810313.23153	12608487562.668531
784.3137254901967	42074678122.71086	20105951452.98615	2471003721.996141
980.3921568627457	27756302620.2767	7193142403.67353	682175210.3946928
1176.4705882352946	17945220994.43172	2422633917.849789	177331610.3117203
1372.5490196078435	11867214078.992176	1047984378.1343887	73430236.4679909
1568.6274509803925	7971148699.67018	336945416.0925823	27151082.24868787
1764.7058823529414	5278333733.308532	159555192.3131592	0.0
1960.7843137254904	3663030684.3872538	68700336.16762309	0.0
2156.8627450980393	2636949251.1343265	65625926.36950508	0.0
2352.9411764705887	1987213653.4769797	52934216.8300223	0.0
2549.019607843138	1534154479.1960034	16008761.571362384	10557046.323463233
2745.098039215687	1140571890.323363	19020761.112586096	7862800.228259894
2941.176470588236	1027434479.715992	9658025.67222143	12085741.539148424
3137.254901960785	812338225.2201711	9647952.67082801	0.0
3333.333333333334	654375054.1937814	4813574.050617264	0.0
3529.411764705883	615362849.6832943	4557662.602890721	0.0
3725.490196078432	562251028.9889244	4418446.141441289	0.0
3921.568627450981	449225496.1424375	5570563.779839773	0.0
4117.64705882353	386232951.64076406	4690352.557730349	0.0
4313.725490196079	357635532.4315002	0.0	0.0
4509.803921568628	310882325.08162004	4392248.971699361	0.0
4705.882352941177	297207105.9783413	18002796.25233514	0.0
4901.9607843137255	241506735.41899583	9176810.666771963	0.0
