[N II] Delta T	T1	T2	T3
-4901.9607843137255	75285946.22712263	0.0	0.0
-4705.882352941177	77430983.7180376	0.0	0.0
-4509.803921568628	102107648.52055638	0.0	0.0
-4313.725490196079	143043920.79449928	0.0	0.0
-4117.64705882353	136109716.28865466	0.0	0.0
-3921.5686274509803	176257422.73548388	20897976.26546606	0.0
-3725.490196078431	121874050.27462038	0.0	0.0
-3529.411764705882	208049927.58042115	0.0	0.0
-3333.333333333333	159956987.371389	0.0	0.0
-3137.254901960784	237581879.8821879	0.0	0.0
-2941.176470588235	183683767.73395392	0.0	0.0
-2745.098039215686	284425626.7539583	0.0	52342705.437533006
-2549.0196078431372	397954985.43364406	0.0	0.0
-2352.9411764705883	462748256.8981225	44011082.96752009	0.0
-2156.862745098039	562744094.5111121	0.0	32390502.641652163
-1960.78431372549	877819342.3883218	19761928.416533887	30350450.089717936
-1764.705882352941	1225093803.0639188	0.0	0.0
-1568.627450980392	1788824486.4502401	110785277.63151136	0.0
-1372.5490196078429	2722390378.1109653	36920297.436554395	0.0
-1176.4705882352937	4798633296.735698	137994916.2089104	0.0
-980.3921568627447	9088795064.00501	308781508.34418195	110927938.42122766
-784.3137254901958	17218646477.095936	1042625675.8399763	91183061.37285703
-588.2352941176468	37778584448.14516	8162191498.208997	898604179.4288062
-392.1568627450979	83908180881.35611	46872246428.445114	9321791459.214327
-196.07843137254895	151991356248.58725	198063067382.22913	139955902271.69626
0.0	196444928906.40436	344683286100.21814	533918468327.3921
196.0784313725494	156589678497.16107	200878917985.21606	135743942619.26547
392.1568627450988	87394401166.7573	46560240263.95866	8336643423.180324
588.2352941176478	38993897618.777084	6212759013.51946	566463116.3096087
784.3137254901967	15931251870.157846	831787570.7100966	39620415.76148476
980.3921568627457	7825134145.488491	141620799.32994026	0.0
1176.4705882352946	4243305097.120433	36309484.76578539	32962051.082193743
1372.5490196078435	2158775544.8206983	20203777.987225708	0.0
1568.6274509803925	1281089757.6406422	0.0	0.0
1764.7058823529414	881402144.7653015	29250634.026164237	0.0
1960.7843137254904	611289582.2301584	27326140.473382607	0.0
2156.8627450980393	446711063.6027753	0.0	0.0
2352.9411764705887	275320820.54471946	0.0	0.0
2549.019607843138	269206051.86751175	0.0	0.0
2745.098039215687	215955822.53376928	0.0	0.0
2941.176470588236	182581290.5049721	0.0	0.0
3137.254901960785	128249910.1646709	0.0	0.0
3333.333333333334	118620894.44662724	0.0	0.0
3529.411764705883	90025762.45970374	0.0	0.0
3725.490196078432	70060529.72987916	16352371.09956301	0.0
3921.568627450981	51050659.39525929	0.0	0.0
4117.64705882353	69192677.59340152	0.0	0.0
4313.725490196079	60515413.12411445	0.0	0.0
4509.803921568628	40649754.842841655	0.0	0.0
4705.882352941177	30671416.980971627	0.0	0.0
4901.9607843137255	18191334.94032089	0.0	0.0
